#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    180.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   34.00000000     0.45000000     4.86152883     3.56079067    -1.57380504    -0.38522678
   35.00000000     0.46000000     4.85247698     3.56308793    -1.54602879    -0.37592849
   36.00000000     0.47000000     4.84350416     3.56539740    -1.51847969    -0.36677001
   37.00000000     0.48000000     4.83465180     3.56771327    -1.49121745    -0.35777090
   38.00000000     0.49000000     4.82593882     3.57003512    -1.46426068    -0.34893914
   39.00000000     0.50000000     4.81734837     3.57237982    -1.43751907    -0.34025918
   40.00000000     0.51000000     4.80884893     3.57477031    -1.41086135    -0.33170822
   41.00000000     0.52000000     4.80038607     3.57723638    -1.38410117    -0.32325804
   42.00000000     0.53000000     4.79189941     3.57981691    -1.35701235    -0.31487807
   43.00000000     0.54000000     4.78332753     3.58258015    -1.32926431    -0.30653376
   44.00000000     0.55000000     4.77463748     3.58558058    -1.30060899    -0.29820445
   45.00000000     0.56000000     4.76591112     3.58878817    -1.27123282    -0.28992915
   46.00000000     0.57000000     4.75726277     3.59215810    -1.24141352    -0.28176319
   47.00000000     0.58000000     4.74882178     3.59567105    -1.21135949    -0.27376738
   48.00000000     0.59000000     4.74072695     3.59931956    -1.18124389    -0.26600739
   49.00000000     0.60000000     4.73313997     3.60311793    -1.15116826    -0.25856274
   50.00000000     0.61000000     4.72616615     3.60707112    -1.12121128    -0.25148514
   51.00000000     0.62000000     4.71966260     3.61112478    -1.09143174    -0.24470130
   52.00000000     0.63000000     4.71345095     3.61522074    -1.06187282    -0.23812016
   53.00000000     0.64000000     4.70745931     3.61934479    -1.03253507    -0.23170465
   54.00000000     0.65000000     4.70165180     3.62349212    -1.00341561    -0.22543556
   55.00000000     0.66000000     4.69603032     3.62765147    -0.97454038    -0.21931108
   56.00000000     0.67000000     4.69062124     3.63182033    -0.94592374    -0.21334181
   57.00000000     0.68000000     4.68551101     3.63603780    -0.91750475    -0.20757051
   58.00000000     0.69000000     4.68076768     3.64033919    -0.88922052    -0.20203067
   59.00000000     0.70000000     4.67632548     3.64470331    -0.86107556    -0.19668663
   60.00000000     0.71000000     4.67208959     3.64909568    -0.83309840    -0.19148820
   61.00000000     0.72000000     4.66798282     3.65348506    -0.80534629    -0.18639641
   62.00000000     0.73000000     4.66394046     3.65784441    -0.77787729    -0.18137909
   63.00000000     0.74000000     4.65993006     3.66216002    -0.75072401    -0.17642003
   64.00000000     0.75000000     4.65593126     3.66642332    -0.72390629    -0.17150882
   65.00000000     0.76000000     4.65193978     3.67063297    -0.69741832    -0.16664210
   66.00000000     0.77000000     4.64795540     3.67478941    -0.67124786    -0.16181830
   67.00000000     0.78000000     4.64397789     3.67889309    -0.64538268    -0.15703584
   68.00000000     0.79000000     4.64000701     3.68294447    -0.61981056    -0.15229315
   69.00000000     0.80000000     4.63604252     3.68694399    -0.59451926    -0.14758866
   70.00000000     0.81000000     4.63208420     3.69089211    -0.56949655    -0.14292079
   71.00000000     0.82000000     4.62813180     3.69478928    -0.54473021    -0.13828797
   72.00000000     0.83000000     4.62418510     3.69863594    -0.52020799    -0.13368862
   73.00000000     0.84000000     4.62024386     3.70243256    -0.49591767    -0.12912117
   74.00000000     0.85000000     4.61630785     3.70617957    -0.47184702    -0.12458403
   75.00000000     0.86000000     4.61237684     3.70987743    -0.44798381    -0.12007565
   76.00000000     0.87000000     4.60845058     3.71352659    -0.42431580    -0.11559444
   77.00000000     0.88000000     4.60452885     3.71712750    -0.40083077    -0.11113883
   78.00000000     0.89000000     4.60061141     3.72068061    -0.37751648    -0.10670725
