#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    700.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.18702023     3.47560000    -2.81410860    -0.83498511
    2.00000000     0.13000000     5.16514149     3.48368666    -2.72521299    -0.80670939
    3.00000000     0.14000000     5.14567044     3.49044000    -2.64644805    -0.78083522
    4.00000000     0.15000000     5.12831198     3.49606144    -2.57649732    -0.75710617
    5.00000000     0.16000000     5.11280753     3.50072990    -2.51418708    -0.73529224
    6.00000000     0.17000000     5.09890759     3.50461869    -2.45837929    -0.71517005
    7.00000000     0.18000000     5.08636267     3.50790110    -2.40793588    -0.69651620
    8.00000000     0.19000000     5.07492331     3.51075044    -2.36171880    -0.67910732
    9.00000000     0.20000000     5.06434000     3.51334000    -2.31859000    -0.66272000
   10.00000000     0.21000000     5.05440678     3.51580521    -2.27763225    -0.64716630
   11.00000000     0.22000000     5.04509167     3.51813000    -2.23881167    -0.63240000
   12.00000000     0.23000000     5.03638467     3.52027636    -2.20222011    -0.61839446
   13.00000000     0.24000000     5.02818958     3.52227000    -2.16756916    -0.60505958
   14.00000000     0.25000000     5.02042062     3.52414811    -2.13453841    -0.59230964
   15.00000000     0.26000000     5.01311969     3.52593010    -2.10305959    -0.58013990
   16.00000000     0.27000000     5.00626807     3.52762900    -2.07303236    -0.56851897
   17.00000000     0.28000000     4.99947661     3.52925000    -2.04397593    -0.55722797
   18.00000000     0.29000000     4.99261543     3.53079869    -2.01566979    -0.54617821
   19.00000000     0.30000000     4.98696197     3.53229000    -1.98931510    -0.53598941
   20.00000000     0.31000000     4.98283981     3.53373499    -1.96517874    -0.52680632
   21.00000000     0.32000000     4.97534976     3.53512000    -1.93836883    -0.51616535
   22.00000000     0.33000000     4.96082677     3.53644397    -1.90517782    -0.50222091
   23.00000000     0.34000000     4.94576526     3.53778102    -1.87179424    -0.48820763
   24.00000000     0.35000000     4.93679407     3.53920463    -1.84454654    -0.47742792
   25.00000000     0.36000000     4.93092016     3.54071054    -1.82042693    -0.46837508
   26.00000000     0.37000000     4.92386057     3.54228007    -1.79519335    -0.45889785
