#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =     10.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   23.00000000     0.34000000     4.21619162     3.53717000    -1.14467823    -0.12342742
   24.00000000     0.35000000     4.21780119     3.53869040    -1.12761902    -0.11793497
   25.00000000     0.36000000     4.21948055     3.54020285    -1.11102056    -0.11265527
   26.00000000     0.37000000     4.22121845     3.54170592    -1.09484523    -0.10757640
   27.00000000     0.38000000     4.22298050     3.54319109    -1.07907911    -0.10266877
   28.00000000     0.39000000     4.22473888     3.54465176    -1.06371077    -0.09790645
   29.00000000     0.40000000     4.22651530     3.54609585    -1.04871506    -0.09329606
   30.00000000     0.41000000     4.22833959     3.54753392    -1.03406389    -0.08884867
   31.00000000     0.42000000     4.23022448     3.54897233    -1.01973104    -0.08456077
   32.00000000     0.43000000     4.23217964     3.55041504    -1.00569760    -0.08042747
   33.00000000     0.44000000     4.23421967     3.55186039    -0.99197180    -0.07645298
   34.00000000     0.45000000     4.23635086     3.55330840    -0.97854902    -0.07263808
   35.00000000     0.46000000     4.23854140     3.55477137    -0.96534616    -0.06896070
   36.00000000     0.47000000     4.24075172     3.55626111    -0.95227175    -0.06539480
   37.00000000     0.48000000     4.24294919     3.55777497    -0.93927931    -0.06192133
   38.00000000     0.49000000     4.24510444     3.55930558    -0.92634770    -0.05852292
   39.00000000     0.50000000     4.24719402     3.56084112    -0.91351204    -0.05518201
   40.00000000     0.51000000     4.24919860     3.56237080    -0.90080708    -0.05188319
   41.00000000     0.52000000     4.25110956     3.56389243    -0.88820983    -0.04861978
   42.00000000     0.53000000     4.25292730     3.56540244    -0.87571065    -0.04539045
   43.00000000     0.54000000     4.25467769     3.56688297    -0.86341114    -0.04220640
   44.00000000     0.55000000     4.25638772     3.56831753    -0.85141167    -0.03907883
   45.00000000     0.56000000     4.25806359     3.56970929    -0.83969644    -0.03600651
   46.00000000     0.57000000     4.25970982     3.57106826    -0.82821845    -0.03298728
   47.00000000     0.58000000     4.26134508     3.57241222    -0.81692215    -0.03002754
   48.00000000     0.59000000     4.26298797     3.57375727    -0.80576015    -0.02713467
   49.00000000     0.60000000     4.26464264     3.57510506    -0.79472615    -0.02431132
   50.00000000     0.61000000     4.26630851     3.57645527    -0.78381614    -0.02155723
   51.00000000     0.62000000     4.26798068     3.57781410    -0.77299428    -0.01886534
   52.00000000     0.63000000     4.26965605     3.57919143    -0.76221247    -0.01622917
   53.00000000     0.64000000     4.27134294     3.58060533    -0.75140537    -0.01365147
   54.00000000     0.65000000     4.27304073     3.58206830    -0.74052018    -0.01113155
   55.00000000     0.66000000     4.27470159     3.58356254    -0.72957143    -0.00864579
   56.00000000     0.67000000     4.27628346     3.58506813    -0.71858961    -0.00617296
   57.00000000     0.68000000     4.27781476     3.58658711    -0.70760174    -0.00372431
   58.00000000     0.69000000     4.27932678     3.58812354    -0.69662927    -0.00131213
   59.00000000     0.70000000     4.28079199     3.58966751    -0.68567486     0.00107973
   60.00000000     0.71000000     4.28217819     3.59120810    -0.67473884     0.00346901
   61.00000000     0.72000000     4.28349352     3.59274442    -0.66383101     0.00585135
   62.00000000     0.73000000     4.28475590     3.59427862    -0.65296119     0.00821717
   63.00000000     0.74000000     4.28598222     3.59581512    -0.64212996     0.01055800
   64.00000000     0.75000000     4.28718483     3.59735841    -0.63133251     0.01286805
   65.00000000     0.76000000     4.28835904     3.59891102    -0.62055180     0.01515098
   66.00000000     0.77000000     4.28949593     3.60047502    -0.60976772     0.01741285
   67.00000000     0.78000000     4.29058654     3.60205246    -0.59896016     0.01965969
   68.00000000     0.79000000     4.29162193     3.60364540    -0.58810903     0.02189754
   69.00000000     0.80000000     4.29259317     3.60525589    -0.57719420     0.02413247
   70.00000000     0.81000000     4.29349132     3.60688599    -0.56619559     0.02637050
   71.00000000     0.82000000     4.29430742     3.60853777    -0.55509307     0.02861768
   72.00000000     0.83000000     4.29503254     3.61021326    -0.54386655     0.03088006
   73.00000000     0.84000000     4.29565775     3.61191454    -0.53249591     0.03316369
   74.00000000     0.85000000     4.29617409     3.61364366    -0.52096106     0.03547460
   75.00000000     0.86000000     4.29657263     3.61540267    -0.50924188     0.03781884
   76.00000000     0.87000000     4.29684442     3.61719364    -0.49731828     0.04020246
   77.00000000     0.88000000     4.29698053     3.61901861    -0.48517013     0.04263151
   78.00000000     0.89000000     4.29697202     3.62087965    -0.47277734     0.04511202
