# logAge Mass logTe Mbol logg C/O
3.5869778134 50.0000000000 4.2465700000 -9.1803750000 2.4891000043 0.0000000000
3.5899120784 49.9999080880 4.2488488331 -9.1866722994 2.4956956187 0.0000000000
3.5928505111 49.9998155102 4.2511540480 -9.1928970582 2.5024257706 0.0000000000
3.5957969108 49.9997235872 4.2534768114 -9.1990571869 2.5092519741 0.0000000000
3.5987488117 49.9996199873 4.2558218468 -9.2051465853 2.5161954567 0.0000000000
3.6017086757 49.9995222354 4.2581864566 -9.2111645252 2.5232458708 0.0000000000
3.6046660495 49.9994149520 4.2605776412 -9.2171234219 2.5304261187 0.0000000000
3.6076314983 49.9993082716 4.2629942492 -9.2229924505 2.5377440127 0.0000000000
3.6106024210 49.9992010536 4.2654269705 -9.2288021520 2.5451500861 0.0000000000
3.6135805348 49.9990942223 4.2678879037 -9.2345138064 2.5527082290 0.0000000000
3.6165613017 49.9989734293 4.2703763398 -9.2401398652 2.5604105008 0.0000000000
3.6195488532 49.9988525057 4.2728939362 -9.2456616415 2.5682711254 0.0000000000
3.6225435349 49.9987310181 4.2754386266 -9.2510803047 2.5762813663 0.0000000000
3.6255436361 49.9986100864 4.2780063050 -9.2564120908 2.5844183151 0.0000000000
3.6285482199 49.9984799006 4.2806010998 -9.2616432775 2.5927038890 0.0000000000
3.6315621386 49.9983548928 4.2832248285 -9.2667504218 2.6011548600 0.0000000000
3.6345801390 49.9982192148 4.2858810951 -9.2717342551 2.6097852148 0.0000000000
3.6376045096 49.9980739371 4.2885603224 -9.2766140657 2.6185489378 0.0000000000
3.6406342253 49.9979348353 4.2912630537 -9.2813924180 2.6274473139 0.0000000000
3.6436682018 49.9977886188 4.2940010059 -9.2860247579 2.6365449166 0.0000000000
3.6467107713 49.9976442718 4.2967634798 -9.2905298227 2.6457915323 0.0000000000
3.6497583379 49.9974815573 4.2995497344 -9.2949166660 2.6551804000 0.0000000000
3.6528073005 49.9973327732 4.3023661104 -9.2991783871 2.6647399234 0.0000000000
3.6558607861 49.9971708767 4.3052150143 -9.3032788324 2.6744939544 0.0000000000
3.6589249349 49.9970066303 4.3080814552 -9.3072505591 2.6843696007 0.0000000000
3.6619854680 49.9968329519 4.3109832487 -9.3110739540 2.6944459081 0.0000000000
