# logAge Mass logTe Mbol logg C/O
4.1860800861 1.7000000000 3.6866600000 0.4998750000 2.6530389214 0.0000000000
4.1944414960 1.7000000000 3.6866594360 0.4998531794 2.6530279370 0.0000000000
4.2028029062 1.7000000000 3.6866588324 0.4998296238 2.6530161003 0.0000000000
4.2111643167 1.7000000000 3.6866581907 0.4998043934 2.6530034416 0.0000000000
4.2195257273 1.7000000000 3.6866575126 0.4997775485 2.6529899911 0.0000000000
4.2278871382 1.7000000000 3.6866567996 0.4997491490 2.6529757792 0.0000000000
4.2362485493 1.7000000000 3.6866560532 0.4997192552 2.6529608361 0.0000000000
4.2446099607 1.7000000000 3.6866552750 0.4996879272 2.6529451921 0.0000000000
4.2529713723 1.7000000000 3.6866544665 0.4996552251 2.6529288776 0.0000000000
4.2613327841 1.7000000000 3.6866536294 0.4996212091 2.6529119228 0.0000000000
4.2696941962 1.7000000000 3.6866527652 0.4995859394 2.6528943579 0.0000000000
4.2780556085 1.7000000000 3.6866518754 0.4995494760 2.6528762133 0.0000000000
4.2864170211 1.7000000000 3.6866509616 0.4995118792 2.6528575194 0.0000000000
4.2947784339 1.7000000000 3.6866500253 0.4994732091 2.6528383062 0.0000000000
4.3031398470 1.7000000000 3.6866490681 0.4994335258 2.6528186042 0.0000000000
4.3115012603 1.7000000000 3.6866480916 0.4993928894 2.6527984437 0.0000000000
4.3198626738 1.7000000000 3.6866470974 0.4993513602 2.6527778549 0.0000000000
4.3282240876 1.7000000000 3.6866460869 0.4993089983 2.6527568681 0.0000000000
4.3365855017 1.7000000000 3.6866450617 0.4992658637 2.6527355136 0.0000000000
4.3449469160 1.7000000000 3.6866440234 0.4992220167 2.6527138217 0.0000000000
4.3533083306 1.7000000000 3.6866429736 0.4991775174 2.6526918227 0.0000000000
4.3616697454 1.7000000000 3.6866419138 0.4991324259 2.6526695469 0.0000000000
4.3700311605 1.7000000000 3.6866408455 0.4990868024 2.6526470245 0.0000000000
4.3783925759 1.7000000000 3.6866397704 0.4990407071 2.6526242859 0.0000000000
4.3867539915 1.7000000000 3.6866386900 0.4989942000 2.6526013613 0.0000000000
