# logAge Mass logTe Mbol logg C/O
-0.5673762389 250.0000000000 3.6368800000 -11.5533750000 -0.1998899913 0.0000000000
-0.5463908694 250.0000000000 3.6368929792 -11.5526611463 -0.1995525332 0.0000000000
-0.5254054999 250.0000000000 3.6369059583 -11.5519472926 -0.1992150751 0.0000000000
-0.5044201305 250.0000000000 3.6369219179 -11.5511812475 -0.1988448189 0.0000000000
-0.4834347610 250.0000000000 3.6369392252 -11.5503916007 -0.1984597308 0.0000000000
-0.4624493916 250.0000000000 3.6369581664 -11.5495815115 -0.1980599305 0.0000000000
-0.4414640221 250.0000000000 3.6369798024 -11.5487377046 -0.1976358634 0.0000000000
-0.4204786527 250.0000000000 3.6370014387 -11.5478874187 -0.1972092042 0.0000000000
-0.3994932832 250.0000000000 3.6370230767 -11.5469461648 -0.1967461505 0.0000000000
-0.3785079138 250.0000000000 3.6370447147 -11.5460049108 -0.1962830969 0.0000000000
-0.3575225443 250.0000000000 3.6370728957 -11.5450063571 -0.1957709512 0.0000000000
-0.3365371748 250.0000000000 3.6371031916 -11.5439892836 -0.1952429386 0.0000000000
-0.3155518054 250.0000000000 3.6371334884 -11.5429240034 -0.1946956392 0.0000000000
-0.2945664359 250.0000000000 3.6371637865 -11.5417986460 -0.1941243039 0.0000000000
-0.2735810665 250.0000000000 3.6371952519 -11.5406630676 -0.1935442109 0.0000000000
-0.2525956970 250.0000000000 3.6372342089 -11.5394618935 -0.1929079133 0.0000000000
-0.2316103276 250.0000000000 3.6372731659 -11.5382607193 -0.1922716156 0.0000000000
-0.2106249581 250.0000000000 3.6373156944 -11.5369613219 -0.1915817427 0.0000000000
-0.1896395886 250.0000000000 3.6373589827 -11.5356410275 -0.1908804715 0.0000000000
-0.1686542192 250.0000000000 3.6374067263 -11.5342594581 -0.1901368693 0.0000000000
-0.1476688497 250.0000000000 3.6374586744 -11.5328200631 -0.1893533189 0.0000000000
-0.1266834803 250.0000000000 3.6375123936 -11.5313563077 -0.1885529400 0.0000000000
-0.1056981108 250.0000000000 3.6375730029 -11.5297977813 -0.1876870921 0.0000000000
-0.0847127414 250.0000000000 3.6376336123 -11.5282392550 -0.1868212441 0.0000000000
-0.0637273719 250.0000000000 3.6377019701 -11.5265547959 -0.1858740293 0.0000000000
-0.0427420024 250.0000000000 3.6377712407 -11.5248555010 -0.1849172288 0.0000000000
-0.0217566330 250.0000000000 3.6378481105 -11.5230801735 -0.1838996186 0.0000000000
-0.0007712635 250.0000000000 3.6379303751 -11.5212508701 -0.1828388391 0.0000000000
0.0202141059 250.0000000000 3.6380150226 -11.5193768853 -0.1817506549 0.0000000000
0.0411994754 250.0000000000 3.6381059462 -11.5173852253 -0.1805902965 0.0000000000
0.0621848448 250.0000000000 3.6381968698 -11.5153935653 -0.1794299381 0.0000000000
0.0831702143 250.0000000000 3.6383003364 -11.5132242069 -0.1781483285 0.0000000000
0.1041555838 250.0000000000 3.6384042501 -11.5110485129 -0.1768623960 0.0000000000
0.1251409532 250.0000000000 3.6385195258 -11.5087449860 -0.1754798824 0.0000000000
0.1461263227 250.0000000000 3.6386407605 -11.5063744147 -0.1740467151 0.0000000000
0.1671116921 250.0000000000 3.6387649985 -11.5039325302 -0.1725730095 0.0000000000
0.1880970616 250.0000000000 3.6388949032 -11.5013560870 -0.1710228134 0.0000000000
0.2090824310 250.0000000000 3.6390256091 -11.4987704298 -0.1694657267 0.0000000000
0.2300678005 250.0000000000 3.6391771630 -11.4959450323 -0.1677293522 0.0000000000
0.2510531699 250.0000000000 3.6393287169 -11.4931196348 -0.1659929776 0.0000000000
0.2720385394 250.0000000000 3.6394897256 -11.4901208976 -0.1641494478 0.0000000000
0.2930239089 250.0000000000 3.6396542741 -11.4870572656 -0.1622658013 0.0000000000
0.3140092783 250.0000000000 3.6398278561 -11.4838754430 -0.1602987439 0.0000000000
0.3349946478 250.0000000000 3.6400140032 -11.4805292279 -0.1582156697 0.0000000000
0.3559800172 250.0000000000 3.6402037723 -11.4771359491 -0.1560992820 0.0000000000
0.3769653867 250.0000000000 3.6404122813 -11.4734991634 -0.1538105315 0.0000000000
0.3979507561 250.0000000000 3.6406220287 -11.4698355640 -0.1515061021 0.0000000000
0.4189361256 250.0000000000 3.6408429573 -11.4659298612 -0.1490601064 0.0000000000
0.4399214951 250.0000000000 3.6410695198 -11.4619727947 -0.1465710301 0.0000000000
0.4609068645 250.0000000000 3.6413188097 -11.4578085195 -0.1439081603 0.0000000000
0.4818922340 250.0000000000 3.6415757436 -11.4535428617 -0.1411741618 0.0000000000
0.5028776034 250.0000000000 3.6418426612 -11.4491447870 -0.1383472613 0.0000000000
0.5238629729 250.0000000000 3.6421282974 -11.4445472422 -0.1353656988 0.0000000000
0.5448483423 250.0000000000 3.6424232248 -11.4398324708 -0.1323000803 0.0000000000
0.5658337118 250.0000000000 3.6427315405 -11.4349165484 -0.1291004486 0.0000000000
0.5868190813 250.0000000000 3.6430589252 -11.4297722581 -0.1257331938 0.0000000000
0.6078044507 250.0000000000 3.6433956267 -11.4244549732 -0.1222594739 0.0000000000
0.6287898202 250.0000000000 3.6437396233 -11.4189510274 -0.1186819091 0.0000000000
0.6497751896 250.0000000000 3.6440990096 -11.4132008468 -0.1149442918 0.0000000000
0.6707605591 250.0000000000 3.6444721061 -11.4072139624 -0.1110571517 0.0000000000
0.6917459285 250.0000000000 3.6448583071 -11.4010270867 -0.1070375977 0.0000000000
0.7127312980 250.0000000000 3.6452626772 -11.3946607069 -0.1028735654 0.0000000000
0.7337166675 250.0000000000 3.6456897932 -11.3881100388 -0.0985448340 0.0000000000
0.7547020369 250.0000000000 3.6461348188 -11.3813318821 -0.0940534688 0.0000000000
0.7756874064 250.0000000000 3.6465919715 -11.3742902212 -0.0894081939 0.0000000000
0.7966727758 250.0000000000 3.6470688712 -11.3669860235 -0.0845789159 0.0000000000
0.8176581453 250.0000000000 3.6475548309 -11.3594135161 -0.0796060741 0.0000000000
0.8386435147 250.0000000000 3.6480617260 -11.3515533468 -0.0744344262 0.0000000000
0.8596288842 250.0000000000 3.6485855486 -11.3434520413 -0.0690986136 0.0000000000
0.8806142537 250.0000000000 3.6491358235 -11.3351067003 -0.0635593773 0.0000000000
0.9015996231 250.0000000000 3.6497018039 -11.3265268132 -0.0578635010 0.0000000000
0.9225849926 250.0000000000 3.6502967028 -11.3176544945 -0.0519349779 0.0000000000
0.9435703620 250.0000000000 3.6509052292 -11.3084507202 -0.0458193627 0.0000000000
0.9645557315 250.0000000000 3.6515228803 -11.2989032896 -0.0395297861 0.0000000000
0.9855411009 250.0000000000 3.6521604670 -11.2890893241 -0.0330538528 0.0000000000
1.0065264704 250.0000000000 3.6528351613 -11.2790287519 -0.0263308468 0.0000000000
1.0275118398 250.0000000000 3.6535361709 -11.2687282035 -0.0194065892 0.0000000000
