#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    800.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.18752291     3.47556530    -2.81473761    -0.83523881
    2.00000000     0.13000000     5.16540307     3.48367253    -2.72551963    -0.80684338
    3.00000000     0.14000000     5.14577286     3.49044000    -2.64654286    -0.78089000
    4.00000000     0.15000000     5.12831804     3.49607054    -2.57646600    -0.75711302
    5.00000000     0.16000000     5.11276521     3.50074402    -2.51409529    -0.73527512
    6.00000000     0.17000000     5.09885117     3.50463458    -2.45827393    -0.71514609
    7.00000000     0.18000000     5.08631275     3.50791634    -2.40784508    -0.69649571
    8.00000000     0.19000000     5.07488675     3.51076343    -2.36165192    -0.67909375
    9.00000000     0.20000000     5.06431000     3.51335000    -2.31853761    -0.66271000
   10.00000000     0.21000000     5.05436743     3.51581210    -2.27757216    -0.64715176
   11.00000000     0.22000000     5.04503646     3.51813354    -2.23873292    -0.63237646
   12.00000000     0.23000000     5.03631660     3.52027662    -2.20212451    -0.61836155
   13.00000000     0.24000000     5.02810317     3.52227000    -2.16745317    -0.60501439
   14.00000000     0.25000000     5.02030191     3.52415283    -2.13439190    -0.59224691
   15.00000000     0.26000000     5.01296415     3.52594000    -2.10287887    -0.58005943
   16.00000000     0.27000000     5.00607699     3.52763998    -2.07281650    -0.56842293
   17.00000000     0.28000000     4.99922482     3.52926000    -2.04369896    -0.55710241
   18.00000000     0.29000000     4.99226773     3.53080849    -2.01529713    -0.54600245
   19.00000000     0.30000000     4.98657131     3.53230000    -1.98889715    -0.53579169
   20.00000000     0.31000000     4.98248375     3.53374482    -1.96478845    -0.52663114
   21.00000000     0.32000000     4.97477831     3.53513000    -1.93775831    -0.51588721
   22.00000000     0.33000000     4.95954358     3.53645347    -1.90386471    -0.50158508
   23.00000000     0.34000000     4.94370455     3.53778000    -1.86975040    -0.48717935
   24.00000000     0.35000000     4.93435966     3.53917698    -1.84222527    -0.47621260
   25.00000000     0.36000000     4.92846456     3.54065537    -1.81818308    -0.46714959
   26.00000000     0.37000000     4.92156920     3.54221208    -1.79316783    -0.45775201
   27.00000000     0.38000000     4.91374349     3.54384425    -1.76724074    -0.44804674
   28.00000000     0.39000000     4.90593288     3.54554840    -1.74134066    -0.43849975
   29.00000000     0.40000000     4.89806511     3.54731849    -1.71539964    -0.42906793
   30.00000000     0.41000000     4.88988690     3.54915011    -1.68916531    -0.41961769
   31.00000000     0.42000000     4.88143853     3.55104804    -1.66265441    -0.41016225
   32.00000000     0.43000000     4.87281000     3.55301720    -1.63593194    -0.40074005
   33.00000000     0.44000000     4.86399655     3.55505393    -1.60898688    -0.39134327
   34.00000000     0.45000000     4.85497957     3.55715514    -1.58179402    -0.38195711
   35.00000000     0.46000000     4.84577986     3.55932849    -1.55434740    -0.37258493
   36.00000000     0.47000000     4.83642803     3.56158283    -1.52664574    -0.36323592
   37.00000000     0.48000000     4.82695440     3.56392090    -1.49868716    -0.35392448
   38.00000000     0.49000000     4.81739486     3.56634557    -1.47047355    -0.34466763
   39.00000000     0.50000000     4.80780755     3.56886631    -1.44202231    -0.33548785
   40.00000000     0.51000000     4.79825773     3.57149395    -1.41335650    -0.32641129
   41.00000000     0.52000000     4.78881685     3.57423836    -1.38450621    -0.31747342
   42.00000000     0.53000000     4.77955459     3.57711053    -1.35549180    -0.30870880
   43.00000000     0.54000000     4.77052749     3.58012693    -1.32628772    -0.30013874
   44.00000000     0.55000000     4.76177892     3.58329942    -1.29687523    -0.29177823
   45.00000000     0.56000000     4.75331278     3.58661598    -1.26730887    -0.28362990
   46.00000000     0.57000000     4.74511388     3.59005581    -1.23766088    -0.27568730
   47.00000000     0.58000000     4.73713012     3.59358701    -1.20800107    -0.26792006
   48.00000000     0.59000000     4.72934199     3.59719255    -1.17837034    -0.26031373
   49.00000000     0.60000000     4.72189723     3.60092617    -1.14869638    -0.25294170
   50.00000000     0.61000000     4.71493431     3.60483773    -1.11891318    -0.24587264
   51.00000000     0.62000000     4.70838729     3.60889086    -1.08909297    -0.23906864
   52.00000000     0.63000000     4.70215203     3.61303353    -1.05933413    -0.23247333
   53.00000000     0.64000000     4.69617593     3.61723730    -1.02970134    -0.22606296
   54.00000000     0.65000000     4.69042073     3.62148096    -1.00024288    -0.21982083
   55.00000000     0.66000000     4.68485404     3.62574870    -0.97097534    -0.21372572
   56.00000000     0.67000000     4.67947819     3.63003875    -0.94189622    -0.20777311
   57.00000000     0.68000000     4.67442851     3.63440000    -0.91295851    -0.20202968
   58.00000000     0.69000000     4.66982285     3.63887430    -0.88412494    -0.19655453
   59.00000000     0.70000000     4.66557616     3.64342447    -0.85544170    -0.19130532
   60.00000000     0.71000000     4.66155907     3.64799758    -0.82697159    -0.18621700
   61.00000000     0.72000000     4.65766761     3.65255678    -0.79876049    -0.18123541
   62.00000000     0.73000000     4.65381563     3.65707348    -0.77084431    -0.17631492
   63.00000000     0.74000000     4.64996265     3.66153606    -0.74323627    -0.17143329
   64.00000000     0.75000000     4.64608478     3.66593860    -0.71594114    -0.16657699
   65.00000000     0.76000000     4.64217895     3.67028091    -0.68895274    -0.16174375
   66.00000000     0.77000000     4.63824724     3.67456425    -0.66226214    -0.15693413
   67.00000000     0.78000000     4.63429178     3.67878990    -0.63586043    -0.15214870
   68.00000000     0.79000000     4.63031467     3.68295911    -0.60973867    -0.14738803
   69.00000000     0.80000000     4.62631802     3.68707314    -0.58388794    -0.14265267
   70.00000000     0.81000000     4.62230393     3.69113326    -0.55829932    -0.13794319
   71.00000000     0.82000000     4.61827451     3.69514073    -0.53296388    -0.13326015
   72.00000000     0.83000000     4.61423187     3.69909681    -0.50787270    -0.12860412
   73.00000000     0.84000000     4.61017812     3.70300277    -0.48301685    -0.12397565
   74.00000000     0.85000000     4.60611536     3.70685986    -0.45838740    -0.11937532
   75.00000000     0.86000000     4.60204570     3.71066935    -0.43397544    -0.11480369
   76.00000000     0.87000000     4.59797125     3.71443251    -0.40977203    -0.11026132
   77.00000000     0.88000000     4.59389411     3.71815059    -0.38576826    -0.10574877
   78.00000000     0.89000000     4.58981640     3.72182486    -0.36195519    -0.10126661
