#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =     40.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     4.63784933     3.49247144    -2.19744573    -0.56040752
    2.00000000     0.13000000     4.63668802     3.49624610    -2.14652258    -0.54249215
    3.00000000     0.14000000     4.63534174     3.49966991    -2.09920617    -0.52567988
    4.00000000     0.15000000     4.63396281     3.50278396    -2.05527026    -0.50993907
    5.00000000     0.16000000     4.63260724     3.50562545    -2.01442214    -0.49519758
    6.00000000     0.17000000     4.63130698     3.50823059    -1.97635249    -0.48137315
    7.00000000     0.18000000     4.63009399     3.51063559    -1.94075199    -0.46838353
    8.00000000     0.19000000     4.62900022     3.51287666    -1.90731133    -0.45614647
    9.00000000     0.20000000     4.62805762     3.51499000    -1.87572118    -0.44457970
   10.00000000     0.21000000     4.62722951     3.51700579    -1.84565415    -0.43357990
   11.00000000     0.22000000     4.62620468     3.51893000    -1.81671054    -0.42295941
   12.00000000     0.23000000     4.62476923     3.52076537    -1.78862044    -0.41258827
   13.00000000     0.24000000     4.62337291     3.52252587    -1.76170529    -0.40265145
   14.00000000     0.25000000     4.62246876     3.52422538    -1.73628529    -0.39333481
   15.00000000     0.26000000     4.62185917     3.52586625    -1.71208417    -0.38451271
   16.00000000     0.27000000     4.62125965     3.52745015    -1.68875056    -0.37601916
   17.00000000     0.28000000     4.62068876     3.52898745    -1.66622894    -0.36783811
   18.00000000     0.29000000     4.62022394     3.53048915    -1.64452243    -0.35998428
   19.00000000     0.30000000     4.61987515     3.53196000    -1.62357259    -0.35244548
   20.00000000     0.31000000     4.61962759     3.53340295    -1.60330563    -0.34519916
   21.00000000     0.32000000     4.61943503     3.53482000    -1.58364761    -0.33820816
   22.00000000     0.33000000     4.61925325     3.53621337    -1.56452967    -0.33143650
   23.00000000     0.34000000     4.61907746     3.53758712    -1.54590322    -0.32486729
   24.00000000     0.35000000     4.61890909     3.53894502    -1.52772484    -0.31848791
   25.00000000     0.36000000     4.61873510     3.54028794    -1.50995128    -0.31228358
   26.00000000     0.37000000     4.61853780     3.54161751    -1.49253446    -0.30623751
   27.00000000     0.38000000     4.61829556     3.54294145    -1.47540684    -0.30032706
   28.00000000     0.39000000     4.61799174     3.54426770    -1.45850767    -0.29453278
   29.00000000     0.40000000     4.61763359     3.54559907    -1.44182280    -0.28885406
   30.00000000     0.41000000     4.61722944     3.54693668    -1.42534493    -0.28329114
   31.00000000     0.42000000     4.61676775     3.54828009    -1.40904743    -0.27782886
   32.00000000     0.43000000     4.61623375     3.54962979    -1.39289703    -0.27245067
   33.00000000     0.44000000     4.61561952     3.55099158    -1.37685347    -0.26714976
   34.00000000     0.45000000     4.61492245     3.55237144    -1.36088127    -0.26192265
   35.00000000     0.46000000     4.61415434     3.55377077    -1.34497126    -0.25676926
   36.00000000     0.47000000     4.61332020     3.55519014    -1.32911236    -0.25168530
   37.00000000     0.48000000     4.61238326     3.55663138    -1.31325965    -0.24664615
   38.00000000     0.49000000     4.61130662     3.55809812    -1.29736129    -0.24162801
   39.00000000     0.50000000     4.61009472     3.55959985    -1.28137174    -0.23663057
   40.00000000     0.51000000     4.60875845     3.56114674    -1.26524781    -0.23165786
   41.00000000     0.52000000     4.60729310     3.56274593    -1.24894937    -0.22670776
   42.00000000     0.53000000     4.60568970     3.56440446    -1.23243562    -0.22177449
   43.00000000     0.54000000     4.60393774     3.56613199    -1.21565978    -0.21684387
   44.00000000     0.55000000     4.60202940     3.56793788    -1.19857554    -0.21190357
   45.00000000     0.56000000     4.59996911     3.56982751    -1.18114428    -0.20695717
   46.00000000     0.57000000     4.59776653     3.57180763    -1.16332914    -0.20201193
   47.00000000     0.58000000     4.59543976     3.57389429    -1.14509259    -0.19707388
   48.00000000     0.59000000     4.59300258     3.57610626    -1.12638357    -0.19214549
   49.00000000     0.60000000     4.59044280     3.57846384    -1.10709744    -0.18721637
   50.00000000     0.61000000     4.58775014     3.58098705    -1.08713049    -0.18227820
   51.00000000     0.62000000     4.58494777     3.58369321    -1.06643633    -0.17734389
   52.00000000     0.63000000     4.58205807     3.58658780    -1.04501736    -0.17242567
   53.00000000     0.64000000     4.57906683     3.58963147    -1.02301379    -0.16751199
   54.00000000     0.65000000     4.57594751     3.59279185    -1.00052379    -0.16258501
   55.00000000     0.66000000     4.57266107     3.59610926    -0.97733945    -0.15762553
   56.00000000     0.67000000     4.56918918     3.59965110    -0.95316617    -0.15262508
   57.00000000     0.68000000     4.56560907     3.60352025    -0.92766883    -0.14761916
   58.00000000     0.69000000     4.56200724     3.60779025    -0.90064027    -0.14264782
   59.00000000     0.70000000     4.55841158     3.61238183    -0.87242580    -0.13772503
   60.00000000     0.71000000     4.55483248     3.61720183    -0.84340776    -0.13285626
   61.00000000     0.72000000     4.55126888     3.62225439    -0.81356411    -0.12803897
   62.00000000     0.73000000     4.54772125     3.62756670    -0.78278145    -0.12327089
   63.00000000     0.74000000     4.54420760     3.63316077    -0.75098559    -0.11855880
   64.00000000     0.75000000     4.54075388     3.63904711    -0.71815689    -0.11391383
   65.00000000     0.76000000     4.53740003     3.64519538    -0.68445504    -0.10935530
   66.00000000     0.77000000     4.53418953     3.65156502    -0.65008448    -0.10490459
   67.00000000     0.78000000     4.53116585     3.65811546    -0.61524972    -0.10058308
   68.00000000     0.79000000     4.52837246     3.66480613    -0.58015520    -0.09641216
   69.00000000     0.80000000     4.52585283     3.67159647    -0.54500542    -0.09241321
   70.00000000     0.81000000     4.52365044     3.67844591    -0.51000485    -0.08860760
   71.00000000     0.82000000     4.52180875     3.68531390    -0.47535796    -0.08501672
   72.00000000     0.83000000     4.52037124     3.69215987    -0.44126922    -0.08166195
   73.00000000     0.84000000     4.51938137     3.69894326    -0.40794312    -0.07856467
   74.00000000     0.85000000     4.51888262     3.70562349    -0.37558412    -0.07574627
   75.00000000     0.86000000     4.51891846     3.71216001    -0.34439670    -0.07322811
   76.00000000     0.87000000     4.51953237     3.71851225    -0.31458534    -0.07103160
   77.00000000     0.88000000     4.52076780     3.72463965    -0.28635450    -0.06917809
   78.00000000     0.89000000     4.52266824     3.73050165    -0.25990867    -0.06768899
