#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =     15.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     4.33737012     3.49365366    -1.89222794    -0.41016067
    2.00000000     0.13000000     4.33686709     3.49690951    -1.84404140    -0.39257708
    3.00000000     0.14000000     4.33597511     3.49992104    -1.79883094    -0.37599493
    4.00000000     0.15000000     4.33507167     3.50271687    -1.75664512    -0.36049454
    5.00000000     0.16000000     4.33427487     3.50532117    -1.71730560    -0.34603457
    6.00000000     0.17000000     4.33363799     3.50775707    -1.68057729    -0.33254325
    7.00000000     0.18000000     4.33321431     3.51004764    -1.64622508    -0.31994878
    8.00000000     0.19000000     4.33305710     3.51221601    -1.61401390    -0.30817941
    9.00000000     0.20000000     4.33321965     3.51428525    -1.58370865    -0.29716335
   10.00000000     0.21000000     4.33357421     3.51627324    -1.55494039    -0.28675190
   11.00000000     0.22000000     4.33326901     3.51817684    -1.52680480    -0.27648865
   12.00000000     0.23000000     4.33172244     3.51999317    -1.49868512    -0.26606110
   13.00000000     0.24000000     4.33015756     3.52174118    -1.47165007    -0.25604018
   14.00000000     0.25000000     4.32980615     3.52344127    -1.44676906    -0.24700011
   15.00000000     0.26000000     4.33013000     3.52509784    -1.42342866    -0.23864500
   16.00000000     0.27000000     4.33035539     3.52671231    -1.40079991    -0.23056441
   17.00000000     0.28000000     4.33053658     3.52829038    -1.37887469    -0.22275989
   18.00000000     0.29000000     4.33088373     3.52983868    -1.35779650    -0.21531246
   19.00000000     0.30000000     4.33140285     3.53136350    -1.33749435    -0.20820918
   20.00000000     0.31000000     4.33205277     3.53287005    -1.31785979    -0.20141478
   21.00000000     0.32000000     4.33280787     3.53435976    -1.29884909    -0.19489888
   22.00000000     0.33000000     4.33365113     3.53583289    -1.28043501    -0.18863626
   23.00000000     0.34000000     4.33458437     3.53728897    -1.26259161    -0.18261770
   24.00000000     0.35000000     4.33560963     3.53872770    -1.24528775    -0.17683531
   25.00000000     0.36000000     4.33671096     3.54015041    -1.22847014    -0.17127048
   26.00000000     0.37000000     4.33786826     3.54155825    -1.21208857    -0.16590206
   27.00000000     0.38000000     4.33906299     3.54295000    -1.19612737    -0.16070930
   28.00000000     0.39000000     4.34028217     3.54432438    -1.18057614    -0.15567592
   29.00000000     0.40000000     4.34153381     3.54568209    -1.16541127    -0.15080295
   30.00000000     0.41000000     4.34283171     3.54702561    -1.15060787    -0.14609405
   31.00000000     0.42000000     4.34419199     3.54836257    -1.13614914    -0.14154599
   32.00000000     0.43000000     4.34562875     3.54969999    -1.12202016    -0.13715449
   33.00000000     0.44000000     4.34714589     3.55103727    -1.10820528    -0.13291795
   34.00000000     0.45000000     4.34873852     3.55237291    -1.09468437    -0.12883198
   35.00000000     0.46000000     4.35037690     3.55370932    -1.08142013    -0.12487836
   36.00000000     0.47000000     4.35202957     3.55505122    -1.06836594    -0.12103686
   37.00000000     0.48000000     4.35368300     3.55640859    -1.05545506    -0.11729293
   38.00000000     0.49000000     4.35532319     3.55778844    -1.04262913    -0.11363265
   39.00000000     0.50000000     4.35691631     3.55918046    -1.02988329    -0.11003875
   40.00000000     0.51000000     4.35842912     3.56057300    -1.01722191    -0.10649472
   41.00000000     0.52000000     4.35985045     3.56196621    -1.00463272    -0.10299023
