#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =     15.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   42.00000000     0.53000000     4.36118049     3.56336327    -0.99210329    -0.09952012
   43.00000000     0.54000000     4.36244254     3.56476776    -0.97963725    -0.09609365
   44.00000000     0.55000000     4.36365618     3.56617903    -0.96724855    -0.09271845
   45.00000000     0.56000000     4.36480298     3.56757917    -0.95497622    -0.08938141
   46.00000000     0.57000000     4.36586641     3.56895328    -0.94285153    -0.08607027
   47.00000000     0.58000000     4.36687562     3.57031587    -0.93084932    -0.08279710
   48.00000000     0.59000000     4.36786482     3.57168580    -0.91893238    -0.07957709
   49.00000000     0.60000000     4.36884277     3.57307002    -0.90707158    -0.07641361
   50.00000000     0.61000000     4.36980979     3.57447169    -0.89524413    -0.07330596
   51.00000000     0.62000000     4.37075790     3.57589085    -0.88344451    -0.07024895
   52.00000000     0.63000000     4.37168404     3.57733049    -0.87166132    -0.06723937
   53.00000000     0.64000000     4.37261316     3.57880847    -0.85984218    -0.06428658
   54.00000000     0.65000000     4.37356200     3.58034123    -0.84793040    -0.06139564
   55.00000000     0.66000000     4.37448645     3.58192469    -0.83589301    -0.05854205
   56.00000000     0.67000000     4.37534258     3.58355067    -0.82371534    -0.05570233
   57.00000000     0.68000000     4.37614794     3.58521514    -0.81143226    -0.05288654
   58.00000000     0.69000000     4.37692357     3.58691383    -0.79908126    -0.05010590
   59.00000000     0.70000000     4.37764300     3.58863743    -0.78666077    -0.04734276
   60.00000000     0.71000000     4.37827555     3.59037647    -0.77416716    -0.04457736
   61.00000000     0.72000000     4.37882117     3.59212583    -0.76162764    -0.04181058
   62.00000000     0.73000000     4.37928819     3.59388274    -0.74907208    -0.03904867
   63.00000000     0.74000000     4.37968785     3.59564928    -0.73651011    -0.03629862
   64.00000000     0.75000000     4.38002961     3.59742955    -0.72393857    -0.03356575
   65.00000000     0.76000000     4.38031306     3.59923066    -0.71132344    -0.03084804
   66.00000000     0.77000000     4.38053529     3.60106049    -0.69862299    -0.02814161
   67.00000000     0.78000000     4.38069340     3.60292693    -0.68579546    -0.02544256
   68.00000000     0.79000000     4.38078452     3.60483784    -0.67279912    -0.02274703
   69.00000000     0.80000000     4.38080573     3.60680111    -0.65959221    -0.02005112
   70.00000000     0.81000000     4.38075415     3.60882461    -0.64613300    -0.01735097
   71.00000000     0.82000000     4.38062687     3.61091623    -0.63237974    -0.01464268
   72.00000000     0.83000000     4.38042100     3.61308385    -0.61829070    -0.01192238
   73.00000000     0.84000000     4.38013365     3.61533533    -0.60382411    -0.00918618
   74.00000000     0.85000000     4.37976192     3.61767856    -0.58893825    -0.00643020
   75.00000000     0.86000000     4.37930292     3.62012143    -0.57359137    -0.00365057
   76.00000000     0.87000000     4.37875374     3.62267180    -0.55774172    -0.00084340
   77.00000000     0.88000000     4.37811150     3.62533755    -0.54134756     0.00199519
   78.00000000     0.89000000     4.37737329     3.62812657    -0.52436715     0.00486909
