#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    130.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     4.97227946     3.48600012    -2.55775257    -0.72761653
    2.00000000     0.13000000     4.97101733     3.49113541    -2.50128794    -0.70965093
    3.00000000     0.14000000     4.96923786     3.49567383    -2.44907761    -0.69262393
    4.00000000     0.15000000     4.96705055     3.49968982    -2.40072271    -0.67648130
    5.00000000     0.16000000     4.96453764     3.50325079    -2.35583724    -0.66116344
    6.00000000     0.17000000     4.96177450     3.50642236    -2.31403847    -0.64660941
    7.00000000     0.18000000     4.95883651     3.50927018    -2.27494367    -0.63275828
    8.00000000     0.19000000     4.95579908     3.51185987    -2.23817008    -0.61954909
    9.00000000     0.20000000     4.95273757     3.51425708    -2.20333498    -0.60692092
   10.00000000     0.21000000     4.94969952     3.51651606    -2.17009770    -0.59481275
   11.00000000     0.22000000     4.94662096     3.51864557    -2.13828591    -0.58316326
   12.00000000     0.23000000     4.94345005     3.52064747    -2.10778839    -0.57192578
   13.00000000     0.24000000     4.94029489     3.52254157    -2.07857019    -0.56111244
   14.00000000     0.25000000     4.93727023     3.52434797    -2.05059871    -0.55073730
   15.00000000     0.26000000     4.93435754     3.52607000    -2.02377477    -0.54076331
   16.00000000     0.27000000     4.93149834     3.52771211    -1.99795892    -0.53113743
   17.00000000     0.28000000     4.92860756     3.52930000    -1.97291740    -0.52179370
   18.00000000     0.29000000     4.92560134     3.53086224    -1.94841207    -0.51266825
   19.00000000     0.30000000     4.92242724     3.53241771    -1.92428182    -0.50371862
   20.00000000     0.31000000     4.91903351     3.53398108    -1.90038494    -0.49490350
   21.00000000     0.32000000     4.91533968     3.53556000    -1.87658037    -0.48616467
   22.00000000     0.33000000     4.91128601     3.53716040    -1.85275690    -0.47745536
   23.00000000     0.34000000     4.90692426     3.53878848    -1.82892187    -0.46879137
   24.00000000     0.35000000     4.90231122     3.54045093    -1.80508483    -0.46019171
   25.00000000     0.36000000     4.89741223     3.54215621    -1.78114551    -0.45162564
   26.00000000     0.37000000     4.89217980     3.54391362    -1.75698917    -0.44305675
   27.00000000     0.38000000     4.88660681     3.54573406    -1.73255291    -0.43447575
   28.00000000     0.39000000     4.88069453     3.54762735    -1.70778827    -0.42587842
   29.00000000     0.40000000     4.87443760     3.54959735    -1.68265295    -0.41725380
   30.00000000     0.41000000     4.86782701     3.55164772    -1.65710366    -0.40858868
   31.00000000     0.42000000     4.86084589     3.55378714    -1.63108731    -0.39986765
