#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =     80.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     4.83913990     3.48944890    -2.41081484    -0.66104495
    2.00000000     0.13000000     4.83829371     3.49388037    -2.35758597    -0.64328608
    3.00000000     0.14000000     4.83716813     3.49784446    -2.30832882    -0.62658406
    4.00000000     0.15000000     4.83586283     3.50139723    -2.26270836    -0.61088062
    5.00000000     0.16000000     4.83443124     3.50458988    -2.22037504    -0.59610216
    6.00000000     0.17000000     4.83291520     3.50747246    -2.18097568    -0.58217124
    7.00000000     0.18000000     4.83135657     3.51009496    -2.14415709    -0.56901043
    8.00000000     0.19000000     4.82979718     3.51250742    -2.10956612    -0.55654232
    9.00000000     0.20000000     4.82827891     3.51475985    -2.07684956    -0.54468945
   10.00000000     0.21000000     4.82680805     3.51689397    -2.04567639    -0.53336988
   11.00000000     0.22000000     4.82524875     3.51891822    -2.01580408    -0.52248348
   12.00000000     0.23000000     4.82350640     3.52083555    -1.98707434    -0.51195961
   13.00000000     0.24000000     4.82179357     3.52266000    -1.95957725    -0.50186363
   14.00000000     0.25000000     4.82032213     3.52440667    -1.93339584    -0.49226043
   15.00000000     0.26000000     4.81899398     3.52608368    -1.90833662    -0.48307699
   16.00000000     0.27000000     4.81765985     3.52769869    -1.88415986    -0.47421720
   17.00000000     0.28000000     4.81627581     3.52926455    -1.86071761    -0.46563063
   18.00000000     0.29000000     4.81482404     3.53079499    -1.83789273    -0.45728163
   19.00000000     0.30000000     4.81328589     3.53230205    -1.81559974    -0.44914795
   20.00000000     0.31000000     4.81164466     3.53379525    -1.79376293    -0.44120977
   21.00000000     0.32000000     4.80989216     3.53527580    -1.77231424    -0.43344371
   22.00000000     0.33000000     4.80801901     3.53674513    -1.75118704    -0.42582577
   23.00000000     0.34000000     4.80600243     3.53821396    -1.73031310    -0.41833296
   24.00000000     0.35000000     4.80382009     3.53969315    -1.70962766    -0.41094452
