#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =     60.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     4.75668674     3.49090255    -2.32252694    -0.61981847
    2.00000000     0.13000000     4.75569034     3.49502628    -2.27038128    -0.60199054
    3.00000000     0.14000000     4.75447931     3.49873610    -2.22205567    -0.58524966
    4.00000000     0.15000000     4.75316793     3.50208175    -2.17725664    -0.56954536
    5.00000000     0.16000000     4.75180707     3.50510827    -2.13565792    -0.55480303
    6.00000000     0.17000000     4.75043180     3.50785950    -2.09692497    -0.54094199
    7.00000000     0.18000000     4.74907714     3.51037929    -2.06072331    -0.52788157
    8.00000000     0.19000000     4.74777814     3.51271151    -2.02671841    -0.51554111
    9.00000000     0.20000000     4.74656985     3.51490000    -1.99457576    -0.50383993
   10.00000000     0.21000000     4.74544073     3.51698097    -1.96396839    -0.49268740
   11.00000000     0.22000000     4.74419289     3.51896000    -1.93459948    -0.48195304
   12.00000000     0.23000000     4.74268954     3.52083829    -1.90627153    -0.47154614
   13.00000000     0.24000000     4.74122471     3.52263000    -1.87915421    -0.46157498
   14.00000000     0.25000000     4.74009421     3.52435030    -1.85341348    -0.45214707
   15.00000000     0.26000000     4.73917018     3.52600538    -1.82883328    -0.44316778
   16.00000000     0.27000000     4.73826348     3.52760050    -1.80514622    -0.43451599
   17.00000000     0.28000000     4.73736350     3.52914636    -1.78226170    -0.42616675
   18.00000000     0.29000000     4.73649341     3.53065429    -1.76012340    -0.41811322
   19.00000000     0.30000000     4.73563295     3.53213291    -1.73863548    -0.41032502
   20.00000000     0.31000000     4.73475325     3.53358897    -1.71770076    -0.40276774
   21.00000000     0.32000000     4.73383443     3.53502451    -1.69725637    -0.39541447
   22.00000000     0.33000000     4.73285877     3.53644154    -1.67724614    -0.38824162
   23.00000000     0.34000000     4.73180826     3.53784661    -1.65760628    -0.38123136
   24.00000000     0.35000000     4.73066825     3.53924659    -1.63827701    -0.37436782
   25.00000000     0.36000000     4.72943797     3.54064494    -1.61922195    -0.36763710
   26.00000000     0.37000000     4.72811370     3.54204563    -1.60039951    -0.36102426
   27.00000000     0.38000000     4.72666601     3.54345806    -1.58172379    -0.35450817
   28.00000000     0.39000000     4.72506832     3.54489084    -1.56311537    -0.34806991
   29.00000000     0.40000000     4.72333102     3.54634400    -1.54456500    -0.34170551
   30.00000000     0.41000000     4.72146735     3.54781713    -1.52607159    -0.33541226
   31.00000000     0.42000000     4.71946498     3.54931667    -1.50759637    -0.32917749
   32.00000000     0.43000000     4.71730662     3.55085008    -1.48909039    -0.32298700
   33.00000000     0.44000000     4.71498081     3.55242192    -1.47050136    -0.31683040
   34.00000000     0.45000000     4.71247809     3.55403563    -1.45178314    -0.31069860
   35.00000000     0.46000000     4.70979118     3.55569284    -1.43291733    -0.30458371
   36.00000000     0.47000000     4.70690989     3.55739742    -1.41387651    -0.29847574
   37.00000000     0.48000000     4.70381031     3.55916368    -1.39456942    -0.29235516
   38.00000000     0.49000000     4.70047230     3.56100842    -1.37489806    -0.28620547
   39.00000000     0.50000000     4.69690436     3.56294791    -1.35480126    -0.28003218
   40.00000000     0.51000000     4.69311384     3.56499821    -1.33421707    -0.27383982
   41.00000000     0.52000000     4.68907474     3.56717513    -1.31304358    -0.26760721
   42.00000000     0.53000000     4.68476478     3.56949641    -1.29117551    -0.26131478
   43.00000000     0.54000000     4.68021003     3.57198773    -1.26853395    -0.25497502
   44.00000000     0.55000000     4.67544166     3.57467758    -1.24503515    -0.24860417
   45.00000000     0.56000000     4.67046288     3.57759774    -1.22054938    -0.24220144
   46.00000000     0.57000000     4.66528262     3.58078036    -1.19494990    -0.23576826
   47.00000000     0.58000000     4.65996070     3.58425574    -1.16816775    -0.22933222
   48.00000000     0.59000000     4.65454767     3.58803516    -1.14020296    -0.22291618
   49.00000000     0.60000000     4.64900625     3.59205562    -1.11127377    -0.21649812
   50.00000000     0.61000000     4.64331393     3.59628778    -1.08147749    -0.21006349
   51.00000000     0.62000000     4.63759521     3.60091120    -1.05020950    -0.20367260
   52.00000000     0.63000000     4.63200978     3.60609171    -1.01695511    -0.19740386
   53.00000000     0.64000000     4.62671121     3.61173140    -0.98226117    -0.19133320
   54.00000000     0.65000000     4.62181423     3.61768651    -0.94681937    -0.18551716
   55.00000000     0.66000000     4.61728440     3.62389349    -0.91083932    -0.17993720
   56.00000000     0.67000000     4.61313478     3.63034033    -0.87437101    -0.17459819
   57.00000000     0.68000000     4.60971753     3.63714076    -0.83730818    -0.16967376
   58.00000000     0.69000000     4.60734587     3.64435497    -0.79972410    -0.16531812
   59.00000000     0.70000000     4.60583806     3.65170301    -0.76256655    -0.16143903
   60.00000000     0.71000000     4.60498257     3.65886325    -0.72691739    -0.15792971
   61.00000000     0.72000000     4.60494344     3.66568735    -0.69352043    -0.15487172
   62.00000000     0.73000000     4.60594898     3.67208927    -0.66293072    -0.15237879
   63.00000000     0.74000000     4.60810892     3.67805878    -0.63528631    -0.15050509
   64.00000000     0.75000000     4.61144028     3.68360545    -0.61055729    -0.14925827
   65.00000000     0.76000000     4.61570786     3.68874216    -0.58845874    -0.14851956
   66.00000000     0.77000000     4.62061342     3.69348260    -0.56864204    -0.14813859
   67.00000000     0.78000000     4.62585872     3.69784046    -0.55075853    -0.14796498
   68.00000000     0.79000000     4.63114550     3.70182942    -0.53445958    -0.14784835
   69.00000000     0.80000000     4.63617554     3.70546319    -0.51939655    -0.14763832
   70.00000000     0.81000000     4.64065057     3.70875546    -0.50522080    -0.14718452
   71.00000000     0.82000000     4.64427236     3.71171991    -0.49158368    -0.14633657
   72.00000000     0.83000000     4.64674267     3.71437025    -0.47813657    -0.14494409
   73.00000000     0.84000000     4.64776324     3.71672016    -0.46453081    -0.14285670
   74.00000000     0.85000000     4.64703583     3.71878333    -0.45041776    -0.13992403
   75.00000000     0.86000000     4.64426221     3.72057346    -0.43544880    -0.13599570
   76.00000000     0.87000000     4.63914411     3.72210425    -0.41927527    -0.13092133
   77.00000000     0.88000000     4.63138331     3.72338937    -0.40154853    -0.12455055
   78.00000000     0.89000000     4.62068155     3.72444253    -0.38191996    -0.11673297
