#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    150.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.00884945     3.48471946    -2.59944548    -0.74590241
    2.00000000     0.13000000     5.00700627     3.49012145    -2.54132524    -0.72764830
    3.00000000     0.14000000     5.00454511     3.49487634    -2.48756770    -0.71028057
    4.00000000     0.15000000     5.00159563     3.49906445    -2.43776547    -0.69375630
    5.00000000     0.16000000     4.99825680     3.50275955    -2.39152178    -0.67802478
    6.00000000     0.17000000     4.99461996     3.50603375    -2.34844251    -0.66303329
    7.00000000     0.18000000     4.99077642     3.50895918    -2.30813355    -0.64872917
    8.00000000     0.19000000     4.98681750     3.51160796    -2.27020081    -0.63505973
    9.00000000     0.20000000     4.98283453     3.51405221    -2.23425015    -0.62197226
   10.00000000     0.21000000     4.97889037     3.51635188    -2.19993426    -0.60941316
   11.00000000     0.22000000     4.97493413     3.51851825    -2.16709290    -0.59732501
   12.00000000     0.23000000     4.97092710     3.52055349    -2.13563294    -0.58566577
   13.00000000     0.24000000     4.96699312     3.52247212    -2.10554254    -0.57445868
   14.00000000     0.25000000     4.96324577     3.52429076    -2.07678912    -0.56372057
   15.00000000     0.26000000     4.95959500     3.52602229    -2.04917586    -0.55337750
   16.00000000     0.27000000     4.95594171     3.52767860    -2.02250774    -0.54335455
   17.00000000     0.28000000     4.95235420     3.52927156    -1.99676108    -0.53366366
   18.00000000     0.29000000     4.94888422     3.53081806    -1.97187565    -0.52430970
   19.00000000     0.30000000     4.94534986     3.53235525    -1.94747359    -0.51518230
   20.00000000     0.31000000     4.94153552     3.53391805    -1.92315828    -0.50615561
   21.00000000     0.32000000     4.93732433     3.53551216    -1.89877568    -0.49715716
   22.00000000     0.33000000     4.93265714     3.53713665    -1.87425574    -0.48814389
   23.00000000     0.34000000     4.92760681     3.53879297    -1.84962197    -0.47913692
   24.00000000     0.35000000     4.92225680     3.54048577    -1.82489851    -0.47016405
   25.00000000     0.36000000     4.91660105     3.54223000    -1.80001864    -0.46121552
   26.00000000     0.37000000     4.91061220     3.54404042    -1.77489689    -0.45227145
   27.00000000     0.38000000     4.90426726     3.54592090    -1.74946367    -0.44330908
   28.00000000     0.39000000     4.89755048     3.54787315    -1.72366196    -0.43430951
   29.00000000     0.40000000     4.89047075     3.54990138    -1.69746904    -0.42527227
   30.00000000     0.41000000     4.88304090     3.55201044    -1.67086935    -0.41619907
   31.00000000     0.42000000     4.87526478     3.55420556    -1.64384164    -0.40708194
   32.00000000     0.43000000     4.86714967     3.55649091    -1.61637057    -0.39791465
   33.00000000     0.44000000     4.85872566     3.55886618    -1.58847019    -0.38870745
   34.00000000     0.45000000     4.85004089     3.56133051    -1.56017373    -0.37948135
   35.00000000     0.46000000     4.84119307     3.56388533    -1.53156176    -0.37028387
   36.00000000     0.47000000     4.83229825     3.56652860    -1.50274902    -0.36117037
   37.00000000     0.48000000     4.82349624     3.56924224    -1.47393949    -0.35220089
   38.00000000     0.49000000     4.81493125     3.57200236    -1.44536754    -0.34343846
   39.00000000     0.50000000     4.80674124     3.57477789    -1.41729982    -0.33495308
   40.00000000     0.51000000     4.79904336     3.57753475    -1.38999013    -0.32680486
   41.00000000     0.52000000     4.79187775     3.58023389    -1.36360850    -0.31900703
   42.00000000     0.53000000     4.78521712     3.58285077    -1.33820084    -0.31153882
   43.00000000     0.54000000     4.77884144     3.58542387    -1.31340048    -0.30429024
   44.00000000     0.55000000     4.77249031     3.58800855    -1.28873673    -0.29713152
   45.00000000     0.56000000     4.76593462     3.59066481    -1.26373539    -0.28994310
   46.00000000     0.57000000     4.75899860     3.59345699    -1.23795392    -0.28263165
   47.00000000     0.58000000     4.75168855     3.59646219    -1.21107980    -0.27519855
   48.00000000     0.59000000     4.74409608     3.59975059    -1.18291375    -0.26768865
   49.00000000     0.60000000     4.73647187     3.60335198    -1.15357946    -0.26022593
   50.00000000     0.61000000     4.72907367     3.60725983    -1.12335659    -0.25293773
   51.00000000     0.62000000     4.72202843     3.61136273    -1.09282569    -0.24588558
   52.00000000     0.63000000     4.71540457     3.61554078    -1.06254120    -0.23910131
   53.00000000     0.64000000     4.70916740     3.61974508    -1.03265217    -0.23256370
   54.00000000     0.65000000     4.70326333     3.62395089    -1.00319147    -0.22624298
   55.00000000     0.66000000     4.69766642     3.62815911    -0.97413254    -0.22012821
   56.00000000     0.67000000     4.69236706     3.63238043    -0.94542569    -0.21421599
   57.00000000     0.68000000     4.68739309     3.63663931    -0.91698828    -0.20851413
   58.00000000     0.69000000     4.68275528     3.64095289    -0.88875018    -0.20302216
   59.00000000     0.70000000     4.67835873     3.64529559    -0.86072441    -0.19769534
   60.00000000     0.71000000     4.67409551     3.64963534    -0.83293859    -0.19248306
   61.00000000     0.72000000     4.66991143     3.65395692    -0.80539560    -0.18735572
   62.00000000     0.73000000     4.66577172     3.65825094    -0.77809160    -0.18229198
   63.00000000     0.74000000     4.66166539     3.66251446    -0.75102067    -0.17728269
   64.00000000     0.75000000     4.65758777     3.66674579    -0.72417920    -0.17232256
   65.00000000     0.76000000     4.65353549     3.67094192    -0.69757461    -0.16740946
