#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    170.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.03918662     3.48353119    -2.63454002    -0.76106923
    2.00000000     0.13000000     5.03654395     3.48918707    -2.57459733    -0.74241194
    3.00000000     0.14000000     5.03318982     3.49414945    -2.51912531    -0.72459656
    4.00000000     0.15000000     5.02927526     3.49850311    -2.46770808    -0.70758968
    5.00000000     0.16000000     5.02492161     3.50232719    -2.41994522    -0.69135128
    6.00000000     0.17000000     5.02024280     3.50569938    -2.37544022    -0.67583967
    7.00000000     0.18000000     5.01535277     3.50869742    -2.33379658    -0.66101318
    8.00000000     0.19000000     5.01036544     3.51139901    -2.29461776    -0.64683014
    9.00000000     0.20000000     5.00539475     3.51388187    -2.25750727    -0.63324886
   10.00000000     0.21000000     5.00052197     3.51621153    -2.22211654    -0.62022504
   11.00000000     0.22000000     4.99569776     3.51840471    -2.18828894    -0.60770388
   12.00000000     0.23000000     4.99087468     3.52046711    -2.15592549    -0.59564010
   13.00000000     0.24000000     4.98614345     3.52240910    -2.12496616    -0.58403695
   14.00000000     0.25000000     4.98159141     3.52424367    -2.09533644    -0.57289519
   15.00000000     0.26000000     4.97715414     3.52598974    -2.06686519    -0.56215707
   16.00000000     0.27000000     4.97277036     3.52766284    -2.03940675    -0.55177012
   17.00000000     0.28000000     4.96854288     3.52925905    -2.01301383    -0.54176144
   18.00000000     0.29000000     4.96455461     3.53078205    -1.98768809    -0.53214872
   19.00000000     0.30000000     4.96064484     3.53228552    -1.96302829    -0.52283242
   20.00000000     0.31000000     4.95658852     3.53382421    -1.93857170    -0.51368304
   21.00000000     0.32000000     4.95214698     3.53540722    -1.91401225    -0.50456849
   22.00000000     0.33000000     4.94713905     3.53703280    -1.88914358    -0.49538547
   23.00000000     0.34000000     4.94162715     3.53870145    -1.86400134    -0.48614833
   24.00000000     0.35000000     4.93571978     3.54041518    -1.83866119    -0.47689599
   25.00000000     0.36000000     4.92946600     3.54217974    -1.81311677    -0.46764800
   26.00000000     0.37000000     4.92288966     3.54400249    -1.78733520    -0.45841168
   27.00000000     0.38000000     4.91597295     3.54589337    -1.76125945    -0.44916482
   28.00000000     0.39000000     4.90869478     3.54786039    -1.73483615    -0.43988345
   29.00000000     0.40000000     4.90106226     3.54990132    -1.70805074    -0.43056613
   30.00000000     0.41000000     4.89309112     3.55201220    -1.68090496    -0.42121728
   31.00000000     0.42000000     4.88480331     3.55419234    -1.65342701    -0.41184242
   32.00000000     0.43000000     4.87622962     3.55643972    -1.62565942    -0.40245009
   33.00000000     0.44000000     4.86742987     3.55874354    -1.59767572    -0.39305993
   34.00000000     0.45000000     4.85847986     3.56109179    -1.56956936    -0.38370116
   35.00000000     0.46000000     4.84949013     3.56347650    -1.54148251    -0.37443006
   36.00000000     0.47000000     4.84057297     3.56588893    -1.51356746    -0.36530386
   37.00000000     0.48000000     4.83181291     3.56831350    -1.48596848    -0.35635635
   38.00000000     0.49000000     4.82327612     3.57073579    -1.45880101    -0.34761138
   39.00000000     0.50000000     4.81498302     3.57315303    -1.43207336    -0.33907651
   40.00000000     0.51000000     4.80692439     3.57557041    -1.40573575    -0.33074586
   41.00000000     0.52000000     4.79901826     3.57801346    -1.37961311    -0.32257623
   42.00000000     0.53000000     4.79115837     3.58052115    -1.35345293    -0.31451152
   43.00000000     0.54000000     4.78321422     3.58316583    -1.32681806    -0.30648140
   44.00000000     0.55000000     4.77507770     3.58601329    -1.29931827    -0.29842702
   45.00000000     0.56000000     4.76675464     3.58906978    -1.27093548    -0.29034983
   46.00000000     0.57000000     4.75830378     3.59232601    -1.24176968    -0.28227854
   47.00000000     0.58000000     4.74988145     3.59577015    -1.21202082    -0.27429073
   48.00000000     0.59000000     4.74167839     3.59939253    -1.18191123    -0.26648019
   49.00000000     0.60000000     4.73392515     3.60319474    -1.15165268    -0.25895670
   50.00000000     0.61000000     4.72679371     3.60716709    -1.12144657    -0.25180100
   51.00000000     0.62000000     4.72018190     3.61124337    -1.09146337    -0.24496178
   52.00000000     0.63000000     4.71393315     3.61535637    -1.06182242    -0.23836135
   53.00000000     0.64000000     4.70794752     3.61949126    -1.03246937    -0.23194876
   54.00000000     0.65000000     4.70215643     3.62364545    -1.00333043    -0.22568792
   55.00000000     0.66000000     4.69656026     3.62781293    -0.97442756    -0.21957537
   56.00000000     0.67000000     4.69118762     3.63199427    -0.94578834    -0.21362229
   57.00000000     0.68000000     4.68611115     3.63621992    -0.91736721    -0.20786558
   58.00000000     0.69000000     4.68138426     3.64051674    -0.88911230    -0.20233275
   59.00000000     0.70000000     4.67693933     3.64486741    -0.86101968    -0.19698805
   60.00000000     0.71000000     4.67268392     3.64924348    -0.83310404    -0.19178266
   61.00000000     0.72000000     4.66854734     3.65361611    -0.80540645    -0.18667867
   62.00000000     0.73000000     4.66447169     3.65795938    -0.77797025    -0.18164480
   63.00000000     0.74000000     4.66042853     3.66225924    -0.75082156    -0.17666542
   64.00000000     0.75000000     4.65640024     3.66650660    -0.72397763    -0.17173065
   65.00000000     0.76000000     4.65238290     3.67070018    -0.69743769    -0.16683809
   66.00000000     0.77000000     4.64837606     3.67484068    -0.67119644    -0.16198717
   67.00000000     0.78000000     4.64437926     3.67892877    -0.64524859    -0.15717735
   68.00000000     0.79000000     4.64039204     3.68296517    -0.61958883    -0.15240807
   69.00000000     0.80000000     4.63641393     3.68695055    -0.59421187    -0.14767879
   70.00000000     0.81000000     4.63244448     3.69088561    -0.56911240    -0.14298896
   71.00000000     0.82000000     4.62848322     3.69477103    -0.54428515    -0.13833802
   72.00000000     0.83000000     4.62452969     3.69860751    -0.51972480    -0.13372542
   73.00000000     0.84000000     4.62058344     3.70239574    -0.49542606    -0.12915062
   74.00000000     0.85000000     4.61664399     3.70613641    -0.47138364    -0.12461306
   75.00000000     0.86000000     4.61271088     3.70983020    -0.44759223    -0.12011219
   76.00000000     0.87000000     4.60878367     3.71347781    -0.42404654    -0.11564746
   77.00000000     0.88000000     4.60486187     3.71707994    -0.40074127    -0.11121832
   78.00000000     0.89000000     4.60094504     3.72063726    -0.37767113    -0.10682422
