#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =     30.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     4.55179953     3.49336441    -2.10783188    -0.51737476
    2.00000000     0.13000000     4.55063823     3.49693047    -2.05772205    -0.49946221
    3.00000000     0.14000000     4.54928133     3.50018699    -2.01105676    -0.48264566
    4.00000000     0.15000000     4.54792056     3.50316794    -1.96767111    -0.46691422
    5.00000000     0.16000000     4.54662033     3.50590509    -1.92729957    -0.45220038
    6.00000000     0.17000000     4.54541325     3.50842965    -1.88965145    -0.43842252
    7.00000000     0.18000000     4.54433191     3.51077285    -1.85443605    -0.42549899
    8.00000000     0.19000000     4.54340891     3.51296589    -1.82136268    -0.41334817
    9.00000000     0.20000000     4.54267683     3.51504000    -1.79014065    -0.40188841
   10.00000000     0.21000000     4.54207873     3.51702186    -1.76043632    -0.39100611
   11.00000000     0.22000000     4.54119951     3.51892000    -1.73174423    -0.38045975
   12.00000000     0.23000000     4.53975524     3.52073908    -1.70372164    -0.37008291
   13.00000000     0.24000000     4.53834481     3.52248633    -1.67684849    -0.36013741
   14.00000000     0.25000000     4.53757105     3.52417001    -1.65160319    -0.35088615
   15.00000000     0.26000000     4.53716958     3.52580000    -1.62763566    -0.34216827
   16.00000000     0.27000000     4.53676004     3.52738533    -1.60449141    -0.33376795
   17.00000000     0.28000000     4.53636536     3.52893000    -1.58212697    -0.32567349
   18.00000000     0.29000000     4.53608795     3.53043821    -1.56057917    -0.31791458
   19.00000000     0.30000000     4.53594510     3.53192000    -1.53979510    -0.31048255
   20.00000000     0.31000000     4.53592775     3.53338306    -1.51970439    -0.30335629
   21.00000000     0.32000000     4.53600674     3.53481999    -1.50025674    -0.29650336
   22.00000000     0.33000000     4.53615456     3.53622346    -1.48140875    -0.28989335
   23.00000000     0.34000000     4.53637043     3.53760146    -1.46312460    -0.28351521
   24.00000000     0.35000000     4.53665231     3.53896365    -1.44536431    -0.27735882
   25.00000000     0.36000000     4.53696663     3.54031101    -1.42806360    -0.27139831
   26.00000000     0.37000000     4.53727972     3.54164325    -1.41115849    -0.26560732
   27.00000000     0.38000000     4.53758906     3.54296385    -1.39461058    -0.25997299
   28.00000000     0.39000000     4.53789783     3.54427672    -1.37838867    -0.25448599
   29.00000000     0.40000000     4.53820084     3.54558375    -1.36246461    -0.24913730
   30.00000000     0.41000000     4.53849118     3.54688663    -1.34681148    -0.24391828
   31.00000000     0.42000000     4.53876328     3.54818821    -1.33140402    -0.23882164
   32.00000000     0.43000000     4.53901341     3.54949135    -1.31621930    -0.23384031
   33.00000000     0.44000000     4.53924373     3.55079791    -1.30124208    -0.22896686
   34.00000000     0.45000000     4.53945537     3.55210979    -1.28645409    -0.22419346
   35.00000000     0.46000000     4.53963948     3.55343000    -1.27181722    -0.21951087
   36.00000000     0.47000000     4.53978274     3.55476089    -1.25729383    -0.21490924
   37.00000000     0.48000000     4.53986397     3.55610099    -1.24286801    -0.21037748
