#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =     30.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   38.00000000     0.49000000     4.53986280     3.55745009    -1.22852016    -0.20590375
   39.00000000     0.50000000     4.53977022     3.55881685    -1.21419439    -0.20147433
   40.00000000     0.51000000     4.53958075     3.56021030    -1.19983507    -0.19707769
   41.00000000     0.52000000     4.53929172     3.56163193    -1.18542402    -0.19271305
   42.00000000     0.53000000     4.53890153     3.56308328    -1.17094745    -0.18838118
   43.00000000     0.54000000     4.53841003     3.56457371    -1.15637174    -0.18407830
   44.00000000     0.55000000     4.53781668     3.56611146    -1.14166534    -0.17979917
   45.00000000     0.56000000     4.53711779     3.56769249    -1.12682469    -0.17553733
   46.00000000     0.57000000     4.53631159     3.56931376    -1.11184417    -0.17128840
   47.00000000     0.58000000     4.53540714     3.57098836    -1.09668184    -0.16705764
   48.00000000     0.59000000     4.53441510     3.57273102    -1.08129242    -0.16285079
   49.00000000     0.60000000     4.53334193     3.57454680    -1.06565347    -0.15866597
   50.00000000     0.61000000     4.53219370     3.57644119    -1.04974133    -0.15450131
   51.00000000     0.62000000     4.53097906     3.57843117    -1.03350436    -0.15036275
   52.00000000     0.63000000     4.52970657     3.58053346    -1.01688904    -0.14625563
   53.00000000     0.64000000     4.52838172     3.58275206    -0.99986220    -0.14217522
   54.00000000     0.65000000     4.52700514     3.58508564    -0.98240855    -0.13811522
   55.00000000     0.66000000     4.52556122     3.58752417    -0.96456401    -0.13407298
   56.00000000     0.67000000     4.52402565     3.59005451    -0.94637120    -0.13004152
   57.00000000     0.68000000     4.52235561     3.59265965    -0.92784848    -0.12599280
   58.00000000     0.69000000     4.52051500     3.59533648    -0.90896219    -0.12190140
   59.00000000     0.70000000     4.51851313     3.59814139    -0.88949504    -0.11777343
   60.00000000     0.71000000     4.51637451     3.60113770    -0.86921808    -0.11362373
   61.00000000     0.72000000     4.51413920     3.60435680    -0.84803938    -0.10947026
   62.00000000     0.73000000     4.51184743     3.60781766    -0.82591581    -0.10532994
   63.00000000     0.74000000     4.50952464     3.61152135    -0.80286250    -0.10121232
   64.00000000     0.75000000     4.50718884     3.61546328    -0.77891130    -0.09712378
   65.00000000     0.76000000     4.50484322     3.61963403    -0.75410275    -0.09306541
   66.00000000     0.77000000     4.50248724     3.62402297    -0.72847959    -0.08903696
   67.00000000     0.78000000     4.50012037     3.62861948    -0.70208453    -0.08503817
   68.00000000     0.79000000     4.49774207     3.63341293    -0.67496030    -0.08106880
   69.00000000     0.80000000     4.49535181     3.63839269    -0.64714962    -0.07712861
   70.00000000     0.81000000     4.49294905     3.64354813    -0.61869521    -0.07321734
   71.00000000     0.82000000     4.49053326     3.64886863    -0.58963980    -0.06933475
   72.00000000     0.83000000     4.48810390     3.65434356    -0.56002611    -0.06548059
   73.00000000     0.84000000     4.48566045     3.65996229    -0.52989686    -0.06165462
   74.00000000     0.85000000     4.48320235     3.66571421    -0.49929478    -0.05785659
   75.00000000     0.86000000     4.48072909     3.67158867    -0.46826259    -0.05408624
   76.00000000     0.87000000     4.47824012     3.67757506    -0.43684301    -0.05034334
   77.00000000     0.88000000     4.47573492     3.68366274    -0.40507877    -0.04662764
   78.00000000     0.89000000     4.47321294     3.68984110    -0.37301259    -0.04293888
