#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    400.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   41.00000000     0.52000000     4.79372827     3.57484674    -1.38697239    -0.31992913
   42.00000000     0.53000000     4.78454290     3.57777997    -1.35778395    -0.31119964
   43.00000000     0.54000000     4.77558355     3.58086056    -1.32839131    -0.30266187
   44.00000000     0.55000000     4.76688108     3.58408596    -1.29882423    -0.29432745
   45.00000000     0.56000000     4.75841660     3.58742932    -1.26916665    -0.28618330
   46.00000000     0.57000000     4.75016192     3.59085996    -1.23950883    -0.27821216
   47.00000000     0.58000000     4.74210131     3.59435626    -1.20991220    -0.27040472
   48.00000000     0.59000000     4.73425361     3.59791493    -1.18040115    -0.26276897
   49.00000000     0.60000000     4.72676328     3.60159697    -1.15088079    -0.25537394
   50.00000000     0.61000000     4.71975732     3.60545646    -1.12126432    -0.24828024
   51.00000000     0.62000000     4.71316723     3.60945545    -1.09161681    -0.24145361
   52.00000000     0.63000000     4.70688835     3.61354005    -1.06203363    -0.23484147
   53.00000000     0.64000000     4.70086718     3.61768482    -1.03257964    -0.22841273
   54.00000000     0.65000000     4.69506779     3.62187253    -1.00330370    -0.22214532
   55.00000000     0.66000000     4.68947340     3.62609057    -0.97422132    -0.21603170
   56.00000000     0.67000000     4.68409735     3.63033772    -0.94532921    -0.21007944
   57.00000000     0.68000000     4.67905423     3.63465380    -0.91658212    -0.20434212
   58.00000000     0.69000000     4.67443994     3.63907273    -0.88794505    -0.19886388
   59.00000000     0.70000000     4.67017419     3.64356380    -0.85946590    -0.19360520
   60.00000000     0.71000000     4.66613670     3.64808133    -0.83120899    -0.18850683
   61.00000000     0.72000000     4.66222322     3.65258431    -0.80322168    -0.18351446
   62.00000000     0.73000000     4.65834497     3.65703757    -0.77554108    -0.17858080
   63.00000000     0.74000000     4.65445893     3.66142464    -0.74818036    -0.17368178
   64.00000000     0.75000000     4.65053995     3.66573658    -0.72114367    -0.16880274
   65.00000000     0.76000000     4.64658872     3.66997594    -0.69442296    -0.16394346
   66.00000000     0.77000000     4.64261234     3.67414816    -0.66800713    -0.15910732
   67.00000000     0.78000000     4.63861794     3.67825867    -0.64188508    -0.15429771
   68.00000000     0.79000000     4.63461263     3.68231292    -0.61604570    -0.14951802
   69.00000000     0.80000000     4.63060354     3.68631634    -0.59047789    -0.14477164
   70.00000000     0.81000000     4.62659778     3.69027436    -0.56517055    -0.14006195
   71.00000000     0.82000000     4.62260248     3.69419242    -0.54011257    -0.13539236
   72.00000000     0.83000000     4.61862474     3.69807596    -0.51529286    -0.13076623
   73.00000000     0.84000000     4.61467170     3.70193040    -0.49070030    -0.12618697
   74.00000000     0.85000000     4.61075047     3.70576119    -0.46632381    -0.12165797
   75.00000000     0.86000000     4.60686816     3.70957377    -0.44215226    -0.11718260
   76.00000000     0.87000000     4.60303191     3.71337356    -0.41817457    -0.11276426
   77.00000000     0.88000000     4.59924882     3.71716600    -0.39437962    -0.10840634
   78.00000000     0.89000000     4.59552601     3.72095653    -0.37075632    -0.10411223
