#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    400.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.17160182     3.47658594    -2.79471944    -0.82728568
    2.00000000     0.13000000     5.15475975     3.48422634    -2.71265500    -0.80152453
    3.00000000     0.14000000     5.13893274     3.49067887    -2.63875060    -0.77747026
    4.00000000     0.15000000     5.12408977     3.49611459    -2.57207054    -0.75499807
    5.00000000     0.16000000     5.11019490     3.50068712    -2.51176323    -0.73398891
    6.00000000     0.17000000     5.09721097     3.50454568    -2.45699813    -0.71432516
    7.00000000     0.18000000     5.08510079     3.50783952    -2.40694468    -0.69588921
    8.00000000     0.19000000     5.07382721     3.51071788    -2.36077234    -0.67856346
    9.00000000     0.20000000     5.06335304     3.51333000    -2.31765056    -0.66223028
   10.00000000     0.21000000     5.05362808     3.51579480    -2.27688549    -0.64677942
   11.00000000     0.22000000     5.04455000     3.51811000    -2.23833000    -0.63213000
   12.00000000     0.23000000     5.03601396     3.52025409    -2.20192498    -0.61820874
   13.00000000     0.24000000     5.02795729     3.52225000    -2.16741648    -0.60494324
   14.00000000     0.25000000     5.02033779     3.52412883    -2.13453988    -0.59227012
   15.00000000     0.26000000     5.01315315     3.52591000    -2.10318262    -0.58016105
   16.00000000     0.27000000     5.00637044     3.52760808    -2.07322709    -0.56857577
   17.00000000     0.28000000     4.99979451     3.52923000    -2.04438339    -0.55739113
   18.00000000     0.29000000     4.99335521     3.53078134    -2.01649295    -0.54654813
   19.00000000     0.30000000     4.98764469     3.53227000    -1.99009469    -0.53632734
   20.00000000     0.31000000     4.98279075     3.53370530    -1.96526235    -0.52677887
   21.00000000     0.32000000     4.97640143     3.53510000    -1.93951143    -0.51669143
   22.00000000     0.33000000     4.96663704     3.53647751    -1.91086746    -0.50512967
   23.00000000     0.34000000     4.95638698     3.53790050    -1.88195449    -0.49352349
   24.00000000     0.35000000     4.94861958     3.53942233    -1.85551536    -0.48334374
   25.00000000     0.36000000     4.94188993     3.54102000    -1.83016993    -0.47385996
   26.00000000     0.37000000     4.93419757     3.54266090    -1.80401919    -0.46406464
   27.00000000     0.38000000     4.92573315     3.54435035    -1.77721174    -0.45404318
   28.00000000     0.39000000     4.91708780     3.54609959    -1.75027807    -0.44408114
   29.00000000     0.40000000     4.90826335     3.54790564    -1.72322860    -0.43417167
   30.00000000     0.41000000     4.89915597     3.54976355    -1.69597434    -0.42425584
   31.00000000     0.42000000     4.88982840     3.55167452    -1.66854893    -0.41435851
   32.00000000     0.43000000     4.88036929     3.55364083    -1.64100652    -0.40451798
   33.00000000     0.44000000     4.87080446     3.55566269    -1.61336077    -0.39474223
   34.00000000     0.45000000     4.86114757     3.55774240    -1.58561101    -0.38503332
   35.00000000     0.46000000     4.85142666     3.55989247    -1.55773989    -0.37539989
   36.00000000     0.47000000     4.84167474     3.56212624    -1.52972746    -0.36585343
   37.00000000     0.48000000     4.83193045     3.56445007    -1.50156018    -0.35641023
   38.00000000     0.49000000     4.82223208     3.56687041    -1.47322347    -0.34708615
   39.00000000     0.50000000     4.81261073     3.56940104    -1.44469208    -0.33789037
   40.00000000     0.51000000     4.80309722     3.57205646    -1.41594297    -0.32883232
