#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    600.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.18561326     3.47568854    -2.81233194    -0.83428305
    2.00000000     0.13000000     5.16433880     3.48372316    -2.72424863    -0.80631148
    3.00000000     0.14000000     5.14527937     3.49044466    -2.64602937    -0.78064202
    4.00000000     0.15000000     5.12817977     3.49604968    -2.57641370    -0.75704040
    5.00000000     0.16000000     5.11281461     3.50071310    -2.51427457    -0.73529410
    6.00000000     0.17000000     5.09896598     3.50460438    -2.45851831    -0.71519601
    7.00000000     0.18000000     5.08641595     3.50789299    -2.40805125    -0.69653903
    8.00000000     0.19000000     5.07494660     3.51074837    -2.36177971    -0.67911606
    9.00000000     0.20000000     5.06434000     3.51334000    -2.31861000    -0.66272000
   10.00000000     0.21000000     5.05441281     3.51580110    -2.27765627    -0.64717372
   11.00000000     0.22000000     5.04512000     3.51812000    -2.23886389    -0.63242000
   12.00000000     0.23000000     5.03643439     3.52026385    -2.20229805    -0.61842040
   13.00000000     0.24000000     5.02826181     3.52226000    -2.16767181    -0.60509181
   14.00000000     0.25000000     5.02052039     3.52414474    -2.13466999    -0.59235639
   15.00000000     0.26000000     5.01324425     3.52593000    -2.10321638    -0.58020213
   16.00000000     0.27000000     5.00641458     3.52762343    -2.07321055    -0.56859325
   17.00000000     0.28000000     4.99968459     3.52924000    -2.04421612    -0.55733306
   18.00000000     0.29000000     4.99293596     3.53079402    -2.01602550    -0.54634027
   19.00000000     0.30000000     4.98729202     3.53229000    -1.98968202    -0.53615601
   20.00000000     0.31000000     4.98303615     3.53372922    -1.96540808    -0.52690389
   21.00000000     0.32000000     4.97585010     3.53511000    -1.93889136    -0.51641505
   22.00000000     0.33000000     4.96248875     3.53644448    -1.90683866    -0.50305683
   23.00000000     0.34000000     4.94860109     3.53780323    -1.87456786    -0.48963393
   24.00000000     0.35000000     4.93995207     3.53925247    -1.84752940    -0.47901031
   25.00000000     0.36000000     4.93387636     3.54078274    -1.82309264    -0.46984955
   26.00000000     0.37000000     4.92659991     3.54237141    -1.79757383    -0.46026219
   27.00000000     0.38000000     4.91834421     3.54401897    -1.77115782    -0.45034711
   28.00000000     0.39000000     4.91007743     3.54573012    -1.74475916    -0.44057547
   29.00000000     0.40000000     4.90175893     3.54750328    -1.71834252    -0.43091947
   30.00000000     0.41000000     4.89316602     3.54933653    -1.69169478    -0.42126141
   31.00000000     0.42000000     4.88435660     3.55123274    -1.66484152    -0.41162330
   32.00000000     0.43000000     4.87543050     3.55319503    -1.63784705    -0.40204872
   33.00000000     0.44000000     4.86637460     3.55522256    -1.61069179    -0.39252794
   34.00000000     0.45000000     4.85716221     3.55731547    -1.58334214    -0.38304404
   35.00000000     0.46000000     4.84782509     3.55948175    -1.55579223    -0.37360461
   36.00000000     0.47000000     4.83840511     3.56173119    -1.52803818    -0.36422261
   37.00000000     0.48000000     4.82892604     3.56407280    -1.50005643    -0.35490802
