#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    600.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   38.00000000     0.49000000     4.81940999     3.56651457    -1.47182480    -0.34567096
   39.00000000     0.50000000     4.80989055     3.56906106    -1.44334633    -0.33652528
   40.00000000     0.51000000     4.80040743     3.57171700    -1.41463170    -0.32748688
   41.00000000     0.52000000     4.79101339     3.57449128    -1.38569701    -0.31857638
   42.00000000     0.53000000     4.78176459     3.57739269    -1.35656340    -0.30981651
   43.00000000     0.54000000     4.77271773     3.58042560    -1.32726680    -0.30123387
   44.00000000     0.55000000     4.76392233     3.58359143    -1.29784501    -0.29285167
   45.00000000     0.56000000     4.75539849     3.58688427    -1.26832854    -0.28467568
   46.00000000     0.57000000     4.74714804     3.59029351    -1.23874981    -0.27670313
   47.00000000     0.58000000     4.73912908     3.59379691    -1.20915608    -0.26891454
   48.00000000     0.59000000     4.73132674     3.59738445    -1.17957509    -0.26130356
   49.00000000     0.60000000     4.72387805     3.60110664    -1.14994151    -0.25393319
   50.00000000     0.61000000     4.71690978     3.60500778    -1.12020122    -0.24686068
   51.00000000     0.62000000     4.71035572     3.60904692    -1.09043805    -0.24005113
   52.00000000     0.63000000     4.70411364     3.61316926    -1.06075701    -0.23345295
   53.00000000     0.64000000     4.69812999     3.61735000    -1.03120999    -0.22703999
   54.00000000     0.65000000     4.69236689     3.62157233    -1.00183163    -0.22079316
   55.00000000     0.66000000     4.68680047     3.62582160    -0.97264085    -0.21469604
   56.00000000     0.67000000     4.68143929     3.63009563    -0.94364044    -0.20874874
   57.00000000     0.68000000     4.67640774     3.63444000    -0.91478453    -0.20301472
   58.00000000     0.69000000     4.67181195     3.63889350    -0.88603633    -0.19754848
   59.00000000     0.70000000     4.66756908     3.64342000    -0.85744396    -0.19230535
   60.00000000     0.71000000     4.66355356     3.64796807    -0.82907223    -0.18721880
   61.00000000     0.72000000     4.65965777     3.65250000    -0.80096777    -0.18223388
   62.00000000     0.73000000     4.65579052     3.65698592    -0.77316671    -0.17730462
   63.00000000     0.74000000     4.65190837     3.66141342    -0.74568152    -0.17240918
   64.00000000     0.75000000     4.64798628     3.66577631    -0.71851589    -0.16753486
   65.00000000     0.76000000     4.64402525     3.67007552    -0.69166222    -0.16268109
   66.00000000     0.77000000     4.64003278     3.67431381    -0.66511007    -0.15785038
   67.00000000     0.78000000     4.63601640     3.67849393    -0.63884901    -0.15304524
   68.00000000     0.79000000     4.63198358     3.68261863    -0.61286862    -0.14826816
   69.00000000     0.80000000     4.62794186     3.68669066    -0.58715846    -0.14352164
   70.00000000     0.81000000     4.62389872     3.69071277    -0.56170810    -0.13880819
   71.00000000     0.82000000     4.61986168     3.69468771    -0.53650711    -0.13413030
   72.00000000     0.83000000     4.61583823     3.69861823    -0.51154506    -0.12949048
   73.00000000     0.84000000     4.61183589     3.70250707    -0.48681152    -0.12489123
   74.00000000     0.85000000     4.60786216     3.70635699    -0.46229606    -0.12033505
   75.00000000     0.86000000     4.60392455     3.71017074    -0.43798824    -0.11582443
   76.00000000     0.87000000     4.60003056     3.71395107    -0.41387764    -0.11136189
   77.00000000     0.88000000     4.59618769     3.71770072    -0.38995381    -0.10694991
   78.00000000     0.89000000     4.59240346     3.72142245    -0.36620635    -0.10259101
