#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    190.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   31.00000000     0.42000000     4.89089203     3.55389766    -1.66072064    -0.41488640
   32.00000000     0.43000000     4.88202209     3.55605470    -1.63301222    -0.40534565
   33.00000000     0.44000000     4.87298910     3.55824044    -1.60525604    -0.39583955
   34.00000000     0.45000000     4.86386800     3.56044607    -1.57754677    -0.38639640
   35.00000000     0.46000000     4.85473067     3.56266546    -1.54997884    -0.37705295
   36.00000000     0.47000000     4.84563627     3.56489564    -1.52262186    -0.36783950
   37.00000000     0.48000000     4.83659617     3.56714390    -1.49544632    -0.35875202
   38.00000000     0.49000000     4.82760871     3.56942208    -1.46839044    -0.34977971
   39.00000000     0.50000000     4.81866784     3.57175014    -1.44136244    -0.34091892
   40.00000000     0.51000000     4.80975619     3.57415420    -1.41423480    -0.33216170
   41.00000000     0.52000000     4.80081555     3.57667685    -1.38676706    -0.32347555
   42.00000000     0.53000000     4.79180258     3.57936251    -1.35872863    -0.31483421
   43.00000000     0.54000000     4.78277447     3.58224644    -1.33004131    -0.30626095
   44.00000000     0.55000000     4.77380982     3.58534797    -1.30071034    -0.29779077
   45.00000000     0.56000000     4.76497247     3.58863206    -1.27092221    -0.28945623
   46.00000000     0.57000000     4.75633013     3.59205486    -1.24090148    -0.28129188
   47.00000000     0.58000000     4.74798077     3.59559180    -1.21084356    -0.27334266
   48.00000000     0.59000000     4.74002977     3.59923342    -1.18089456    -0.26565677
   49.00000000     0.60000000     4.73258180     3.60301126    -1.15103225    -0.25828478
   50.00000000     0.61000000     4.72569209     3.60694915    -1.12121440    -0.25125260
   51.00000000     0.62000000     4.71921857     3.61099902    -1.09148699    -0.24448504
   52.00000000     0.63000000     4.71299845     3.61510204    -1.06191618    -0.23789723
   53.00000000     0.64000000     4.70698327     3.61922808    -1.03256064    -0.23146680
   54.00000000     0.65000000     4.70115659     3.62335926    -1.00346572    -0.22518720
   55.00000000     0.66000000     4.69551583     3.62749795    -0.97463102    -0.21905292
   56.00000000     0.67000000     4.69008121     3.63165780    -0.94603304    -0.21306942
   57.00000000     0.68000000     4.68495039     3.63587720    -0.91760160    -0.20728520
   58.00000000     0.69000000     4.68020365     3.64018737    -0.88927591    -0.20174084
   59.00000000     0.70000000     4.67577430     3.64456590    -0.86107932    -0.19640249
   60.00000000     0.71000000     4.67156287     3.64897689    -0.83305958    -0.19121915
   61.00000000     0.72000000     4.66748578     3.65338396    -0.80527797    -0.18614588
   62.00000000     0.73000000     4.66347225     3.65775449    -0.77779207    -0.18114397
   63.00000000     0.74000000     4.65948681     3.66207136    -0.75063136    -0.17619340
   64.00000000     0.75000000     4.65550735     3.66632408    -0.72381226    -0.17128149
   65.00000000     0.76000000     4.65152994     3.67051303    -0.69732712    -0.16640593
   66.00000000     0.77000000     4.64755516     3.67464135    -0.67116229    -0.16156706
   67.00000000     0.78000000     4.64358362     3.67871217    -0.64530413    -0.15676519
   68.00000000     0.79000000     4.63961589     3.68272862    -0.61973898    -0.15200065
   69.00000000     0.80000000     4.63565258     3.68669382    -0.59445318    -0.14727374
   70.00000000     0.81000000     4.63169428     3.69061090    -0.56943310    -0.14258481
   71.00000000     0.82000000     4.62774158     3.69448300    -0.54466506    -0.13793415
   72.00000000     0.83000000     4.62379507     3.69831323    -0.52013544    -0.13332210
   73.00000000     0.84000000     4.61985536     3.70210474    -0.49583056    -0.12874897
   74.00000000     0.85000000     4.61592303     3.70586065    -0.47173678    -0.12421508
   75.00000000     0.86000000     4.61199868     3.70958408    -0.44784045    -0.11972076
   76.00000000     0.87000000     4.60808290     3.71327816    -0.42412791    -0.11526632
   77.00000000     0.88000000     4.60417628     3.71694604    -0.40058552    -0.11085209
   78.00000000     0.89000000     4.60027943     3.72059082    -0.37719962    -0.10647838
