#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    190.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.06444259     3.48243218    -2.66417999    -0.77370436
    2.00000000     0.13000000     5.06072473     3.48834528    -2.60214215    -0.75450590
    3.00000000     0.14000000     5.05627275     3.49350616    -2.54477194    -0.73613907
    4.00000000     0.15000000     5.05124559     3.49801118    -2.49162678    -0.71857463
    5.00000000     0.16000000     5.04577750     3.50194818    -2.44228841    -0.70177879
    6.00000000     0.17000000     5.03999655     3.50540289    -2.39634468    -0.68571666
    7.00000000     0.18000000     5.03403078     3.50846106    -2.35338343    -0.67035332
    8.00000000     0.19000000     5.02800828     3.51120840    -2.31299249    -0.65565387
    9.00000000     0.20000000     5.02205711     3.51373064    -2.27475970    -0.64158339
   10.00000000     0.21000000     5.01627208     3.51609835    -2.23832724    -0.62810397
   11.00000000     0.22000000     5.01061498     3.51832141    -2.20355456    -0.61516559
   12.00000000     0.23000000     5.00503864     3.52039943    -2.17035218    -0.60272293
   13.00000000     0.24000000     4.99959304     3.52235177    -2.13861772    -0.59076152
   14.00000000     0.25000000     4.99433060     3.52420088    -2.10823559    -0.57926670
   15.00000000     0.26000000     4.98921647     3.52596198    -2.07905052    -0.56819224
   16.00000000     0.27000000     4.98421490     3.52764551    -2.05093159    -0.55749513
   17.00000000     0.28000000     4.97937376     3.52925000    -2.02388506    -0.54717688
   18.00000000     0.29000000     4.97475023     3.53077924    -1.99790818    -0.53724512
   19.00000000     0.30000000     4.97035497     3.53227000    -1.97282497    -0.52768748
   20.00000000     0.31000000     4.96610523     3.53376559    -1.94834455    -0.51844529
   21.00000000     0.32000000     4.96159101     3.53530262    -1.92388964    -0.50929463
   22.00000000     0.33000000     4.95642936     3.53690697    -1.89895226    -0.50002709
   23.00000000     0.34000000     4.95067282     3.53856836    -1.87358825    -0.49066141
   24.00000000     0.35000000     4.94446223     3.54027325    -1.84795818    -0.48126144
   25.00000000     0.36000000     4.93785607     3.54203124    -1.82207785    -0.47184416
   26.00000000     0.37000000     4.93088663     3.54385468    -1.79592596    -0.46241265
   27.00000000     0.38000000     4.92356353     3.54574375    -1.76947748    -0.45296124
   28.00000000     0.39000000     4.91589104     3.54769577    -1.74271338    -0.44348296
   29.00000000     0.40000000     4.90787467     3.54970861    -1.71564239    -0.43397430
   30.00000000     0.41000000     4.89952756     3.55177889    -1.68828995    -0.42443650
