#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    120.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   64.00000000     0.75000000     4.66024564     3.66738755    -0.72424228    -0.17364881
   65.00000000     0.76000000     4.65606449     3.67148413    -0.69787429    -0.16866845
   66.00000000     0.77000000     4.65184625     3.67553838    -0.67170378    -0.16370412
   67.00000000     0.78000000     4.64760307     3.67954964    -0.64574770    -0.15876222
   68.00000000     0.79000000     4.64334710     3.68351728    -0.62002297    -0.15384910
   69.00000000     0.80000000     4.63909047     3.68744066    -0.59454655    -0.14897116
   70.00000000     0.81000000     4.63484533     3.69131913    -0.56933537    -0.14413476
   71.00000000     0.82000000     4.63062381     3.69515204    -0.54440637    -0.13934628
   72.00000000     0.83000000     4.62643806     3.69893877    -0.51977648    -0.13461210
   73.00000000     0.84000000     4.62230023     3.70267866    -0.49546266    -0.12993860
   74.00000000     0.85000000     4.61822244     3.70637107    -0.47148183    -0.12533215
   75.00000000     0.86000000     4.61421685     3.71001535    -0.44785094    -0.12079912
   76.00000000     0.87000000     4.61029559     3.71361088    -0.42458693    -0.11634591
   77.00000000     0.88000000     4.60647082     3.71715699    -0.40170673    -0.11197887
   78.00000000     0.89000000     4.60275466     3.72065306    -0.37922729    -0.10770439
