#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    900.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.18770388     3.47556000    -2.81493925    -0.83532925
    2.00000000     0.13000000     5.16549121     3.48366962    -2.72560582    -0.80688891
    3.00000000     0.14000000     5.14579000     3.49044000    -2.64654722    -0.78090000
    4.00000000     0.15000000     5.12829187     3.49607362    -2.57642241    -0.75710044
    5.00000000     0.16000000     5.11271903     3.50075003    -2.51403076    -0.73525114
    6.00000000     0.17000000     5.09880133     3.50464305    -2.45820675    -0.71511878
    7.00000000     0.18000000     5.08626864     3.50792651    -2.40778487    -0.69647002
    8.00000000     0.19000000     5.07485082     3.51077422    -2.36159960    -0.67907154
    9.00000000     0.20000000     5.06427772     3.51336000    -2.31848543    -0.66269000
   10.00000000     0.21000000     5.05432813     3.51582004    -2.27750620    -0.64712984
   11.00000000     0.22000000     5.04497658     3.51814000    -2.23864316    -0.63234658
   12.00000000     0.23000000     5.03622554     3.52028393    -2.20200884    -0.61831858
   13.00000000     0.24000000     5.02799353     3.52228000    -2.16732353    -0.60496451
   14.00000000     0.25000000     5.02019151     3.52416547    -2.13425759    -0.59219830
   15.00000000     0.26000000     5.01278419     3.52595000    -2.10267419    -0.57997451
   16.00000000     0.27000000     5.00573445     3.52764042    -2.07245764    -0.56825087
   17.00000000     0.28000000     4.99894409     3.52926000    -2.04338409    -0.55695705
   18.00000000     0.29000000     4.99235679     3.53082535    -2.01529920    -0.54604429
   19.00000000     0.30000000     4.98614464     3.53231000    -1.98843464    -0.53557830
   20.00000000     0.31000000     4.98033507     3.53370818    -1.96279525    -0.52555364
   21.00000000     0.32000000     4.97414831     3.53514000    -1.93709232    -0.51556616
   22.00000000     0.33000000     4.96643420     3.53668771    -1.90982259    -0.50502774
   23.00000000     0.34000000     4.95536836     3.53815609    -1.87991801    -0.49301320
   24.00000000     0.35000000     4.94035419     3.53938296    -1.84740699    -0.47921181
   25.00000000     0.36000000     4.92638065     3.54061550    -1.81626864    -0.46610758
   26.00000000     0.37000000     4.91795827     3.54211533    -1.78994751    -0.45594619
   27.00000000     0.38000000     4.91209821     3.54379226    -1.76579916    -0.44722523
   28.00000000     0.39000000     4.90496067     3.54550497    -1.74053321    -0.43801699
   29.00000000     0.40000000     4.89680144     3.54725938    -1.71436453    -0.42844072
   30.00000000     0.41000000     4.88863556     3.54908945    -1.68815548    -0.41899567
   31.00000000     0.42000000     4.88041980     3.55099416    -1.66185316    -0.40965406
   32.00000000     0.43000000     4.87191160     3.55296568    -1.63523428    -0.40028908
   33.00000000     0.44000000     4.86312962     3.55500407    -1.60830925    -0.39090481
   34.00000000     0.45000000     4.85414279     3.55711124    -1.58113201    -0.38153064
   35.00000000     0.46000000     4.84495990     3.55928863    -1.55369674    -0.37216632
   36.00000000     0.47000000     4.83558566     3.56153837    -1.52598971    -0.36280981
   37.00000000     0.48000000     4.82606854     3.56386559    -1.49802501    -0.35348147
   38.00000000     0.49000000     4.81646991     3.56627751    -1.46982319    -0.34420785
   39.00000000     0.50000000     4.80685907     3.56878659    -1.44140271    -0.33501783
   40.00000000     0.51000000     4.79730697     3.57140586    -1.41278037    -0.32594136
   41.00000000     0.52000000     4.78788338     3.57414551    -1.38396858    -0.31701031
   42.00000000     0.53000000     4.77865216     3.57701663    -1.35497185    -0.30825456
   43.00000000     0.54000000     4.76965474     3.58003679    -1.32576756    -0.29969397
   44.00000000     0.55000000     4.76092176     3.58321807    -1.29634383    -0.29134280
   45.00000000     0.56000000     4.75246325     3.58654412    -1.26675883    -0.28320265
   46.00000000     0.57000000     4.74427242     3.58999012    -1.23708816    -0.27526630
