#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    900.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   47.00000000     0.58000000     4.73629593     3.59352580    -1.20740695    -0.26750376
   48.00000000     0.59000000     4.72851110     3.59713639    -1.17775930    -0.25990060
   49.00000000     0.60000000     4.72106456     3.60087473    -1.14806565    -0.25252728
   50.00000000     0.61000000     4.71409569     3.60479010    -1.11825286    -0.24545123
   51.00000000     0.62000000     4.70754569     3.60885000    -1.08839712    -0.23864284
   52.00000000     0.63000000     4.70131552     3.61300502    -1.05860227    -0.23205240
   53.00000000     0.64000000     4.69534347     3.61722000    -1.02893347    -0.22564673
   54.00000000     0.65000000     4.68958258     3.62146791    -0.99943891    -0.21939979
   55.00000000     0.66000000     4.68400767     3.62574000    -0.97013767    -0.21329735
   56.00000000     0.67000000     4.67862921     3.63004164    -0.94102824    -0.20734319
   57.00000000     0.68000000     4.67357856     3.63441626    -0.91205604    -0.20160115
   58.00000000     0.69000000     4.66896778     3.63889930    -0.88317752    -0.19612554
   59.00000000     0.70000000     4.66471104     3.64345614    -0.85444647    -0.19087245
   60.00000000     0.71000000     4.66068003     3.64803767    -0.82593390    -0.18577681
   61.00000000     0.72000000     4.65677445     3.65260687    -0.79768228    -0.18078723
   62.00000000     0.73000000     4.65291189     3.65713386    -0.76972154    -0.17586115
   63.00000000     0.74000000     4.64905350     3.66160535    -0.74205978    -0.17097791
   64.00000000     0.75000000     4.64517603     3.66601400    -0.71469818    -0.16612470
   65.00000000     0.76000000     4.64127502     3.67035982    -0.68763199    -0.16129831
   66.00000000     0.77000000     4.63735070     3.67464461    -0.66085496    -0.15649797
   67.00000000     0.78000000     4.63340329     3.67887021    -0.63436083    -0.15172287
   68.00000000     0.79000000     4.62943301     3.68303841    -0.60814335    -0.14697222
   69.00000000     0.80000000     4.62544010     3.68715106    -0.58219628    -0.14224525
   70.00000000     0.81000000     4.62142477     3.69120997    -0.55651337    -0.13754114
   71.00000000     0.82000000     4.61738726     3.69521695    -0.53108837    -0.13285911
   72.00000000     0.83000000     4.61332780     3.69917383    -0.50591503    -0.12819838
   73.00000000     0.84000000     4.60924660     3.70308243    -0.48098709    -0.12355814
   74.00000000     0.85000000     4.60514389     3.70694456    -0.45629832    -0.11893761
   75.00000000     0.86000000     4.60101991     3.71076206    -0.43184246    -0.11433600
   76.00000000     0.87000000     4.59687488     3.71453673    -0.40761326    -0.10975251
   77.00000000     0.88000000     4.59270901     3.71827039    -0.38360448    -0.10518635
   78.00000000     0.89000000     4.58852255     3.72196488    -0.35980986    -0.10063673
