# mass             age              teff              Lbol            radius           logg             MKO_Y            MKO_J            MKO_H            MKO_K            MKO_Lp           MKO_Mp           W1               W2               W3               W4               IRAC_CH1         IRAC_CH2         
  0.02500000       1.06081836E-02   2662.79706664    -2.50376315      0.26355522       3.99461116       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       1.34339933E-02   2595.37327075    -2.69387488      0.22289235       4.14016471       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       1.70125428E-02   2522.97431816    -2.85485157      0.19595972       4.25202128       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       2.15443469E-02   2443.16698652    -3.00008514      0.17679894       4.34139729       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       2.72833338E-02   2357.70133947    -3.13676031      0.16220786       4.41621240       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       3.45510729E-02   2261.54110641    -3.27343471      0.15062459       4.48056437       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       4.37547938E-02   2150.41612214    -3.41710384      0.14119913       4.53669247       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       5.54102033E-02   2035.31303285    -3.56162193      0.13345970       4.58565421       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       7.01703829E-02   1911.54925667    -3.71229410      0.12720706       4.62733180       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       8.88623816E-02   1807.74218763    -3.84530991      0.12204114       4.66334240       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02500000       1.12533558E-01   1676.95302052    -4.00754255      0.11765664       4.69512251       13.83392633      12.38165190      11.78769249      11.58264676      10.35017427      11.27218274      11.09354278      10.93474818      9.90724995       9.86085250       10.69922543      10.86020676     
  0.02500000       1.42510267E-01   1565.89412724    -4.15349559      0.11406451       4.72205422       14.13104370      12.69566333      12.14094676      12.04893639      10.70078675      11.59695892      11.57246376      11.22717937      10.09529935      10.01926978      11.13203411      11.15338342     
  0.02500000       1.80472177E-01   1465.47685766    -4.29206862      0.11102829       4.74548746       14.35587455      12.96973256      12.50665917      12.53705823      11.08265046      11.89886662      12.08014392      11.49697023      10.27519177      10.16358772      11.60331158      11.42933478     
  0.02500000       2.28546386E-01   1369.52545974    -4.43090533      0.10835475       4.76665923       14.55547383      13.22140240      12.91691273      13.04765127      11.48034125      12.19456405      12.58546016      11.75996676      10.45399928      10.30340622      12.08629746      11.70303967     
  0.02500000       2.89426612E-01   1276.71691062    -4.57167467      0.10602579       4.78553203       14.76873862      13.46766589      13.38657657      13.54715229      11.87222687      12.48741419      13.05995567      12.02200836      10.63276107      10.44580738      12.55263755      11.97840746     
  0.02500000       3.66524124E-01   1201.43453662    -4.69465027      0.10392161       4.80294325       14.97037597      13.70452900      13.81255663      13.95960600      12.18456068      12.74496855      13.43040946      12.24866598      10.79044574      10.57540389      12.91714697      12.21526309     
  0.02500000       4.64158883E-01   1103.19682667    -4.85820504      0.10210174       4.81828850       15.27929513      14.05742374      14.35193922      14.47555940      12.55792200      13.06646996      13.88424935      12.52877576      10.98415287      10.73225015      13.35269866      12.50671944     
  0.02500000       5.87801607E-01   1025.18023647    -4.99905436      0.10053481       4.83172184       15.56433744      14.38806944      14.77963125      14.89396355      12.85881740      13.32181182      14.26648120      12.75414859      11.14898720      10.86479030      13.70765783      12.74034537     
  0.02500000       7.44380301E-01   952.86971843     -5.13820401      0.09914470       4.84381555       15.88261120      14.73771644      15.20139005      15.33514808      13.15927060      13.56460939      14.65077683      12.97171715      11.31975108      10.99889362      14.06235357      12.96530786     
  0.02500000       9.42668455E-01   887.46925619     -5.27260822      0.09790747       4.85472274       16.22416156      15.09708503      15.60990816      15.77759743      13.45573298      13.79906416      15.03036984      13.18201879      11.49157136      11.13234404      14.41298224      13.18195452     
  0.02500000       1.19377664E+00   825.06469211     -5.40935694      0.09677726       4.86480763       16.59368452      15.47887736      16.01516932      16.23915567      13.74866403      13.99146251      15.40968496      13.37154728      11.66836307      11.26537931      14.75860373      13.37613142     
  0.02500000       1.51177507E+00   761.19574054     -5.55850955      0.09575758       4.87400794       17.02652606      15.90819292      16.46567988      16.81352884      14.06695097      14.14905697      15.83052972      13.56192487      11.87561747      11.41142313      15.13246104      13.56894091     
  0.02500000       1.91448198E+00   701.79723992     -5.70777492      0.09486553       4.88213739       17.47365520      16.34883752      16.92849512      17.42884975      14.39780612      14.29015920      16.27394004      13.74932745      12.09152812      11.56013660      15.52388645      13.75828065     
  0.02500000       2.42446202E+00   657.87051652     -5.82748410      0.09405722       4.88957000       17.86254367      16.72693311      17.32730470      17.98195635      14.66838393      14.37332297      16.63821668      13.89654104      12.28240809      11.68599286      15.84382544      13.90518329     
  0.02500000       3.07029063E+00   614.23612971     -5.95378853      0.09329669       4.89662181       18.29590869      17.14977872      17.77707756      18.62929728      14.95957290      14.42883821      17.03561096      14.04653514      12.49961662      11.82141944      16.18866486      14.05230265     
  0.02500000       3.88815518E+00   570.63711189     -6.08827451      0.09259156       4.90321139       18.77320497      17.62767546      18.29114721      19.37192387      15.28105220      14.50043717      17.47292355      14.21598397      12.73709084      11.96169872      16.56684269      14.21822436     
  0.02500000       4.92388263E+00   531.68000293     -6.21718288      0.09194631       4.90928564       19.26161363      18.13438786      18.82658535      20.13117189      15.60085603      14.59547452      17.89266214      14.40103417      12.97134514      12.09325316      16.93291120      14.40109695     
  0.02500000       6.23550734E+00   497.20190303     -6.33932830      0.09134565       4.91497850       19.74565612      18.65437012      19.36140418      20.90145478      15.90459338      14.69040802      18.30609622      14.57151795      13.20443743      12.21866063      17.29204652      14.56768522     
  0.02500000       7.89652287E+00   466.32488549     -6.45605548      0.09078486       4.92032735       20.24084174      19.21719008      19.91930338      21.73818902      16.21682218      14.78199521      18.75817361      14.72697156      13.44589601      12.34640283      17.68218288      14.71487626     
  0.02500000       1.00000000E+01   439.09367139     -6.56559702      0.09026391       4.92532595       20.74609714      19.83591315      20.46891092      22.51916853      16.52192363      14.92022465      19.13482938      14.94336893      13.66319107      12.45526100      18.01532406      14.93272486     
  0.02600000       1.00000000E-03   2743.55317641    -2.07623415      0.40614977       3.63601827       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       1.26638017E-03   2736.30732392    -2.14521606      0.37713348       3.70039990       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       1.60371874E-03   2729.15228274    -2.20568422      0.35360811       3.75634606       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       2.03091762E-03   2723.80927021    -2.24731868      0.33838519       3.79456601       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       2.57191381E-03   2720.81557805    -2.26891757      0.33079749       3.81426320       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       3.25702066E-03   2719.28875086    -2.27971791      0.32708223       3.82407432       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       4.12462638E-03   2717.75428656    -2.28988246      0.32364323       3.83325513       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       5.22334507E-03   2715.44152761    -2.30451735      0.31877619       3.84641645       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       6.61474064E-03   2711.08470124    -2.32908880      0.31087950       3.86820394       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       8.37677640E-03   2700.34394041    -2.37958001      0.29566171       3.91179762       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       1.06081836E-02   2672.31920550    -2.50875668      0.26017406       4.02285962       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       1.34339933E-02   2607.66210985    -2.69027980      0.22170954       4.16182178       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       1.70125428E-02   2541.24197634    -2.84088393      0.19628693       4.26760577       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       2.15443469E-02   2466.58369103    -2.97927026      0.17766763       4.35417100       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       2.72833338E-02   2386.27360726    -3.11035967      0.16322917       4.42779393       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       3.45510729E-02   2297.19773099    -3.24080411      0.15157700       4.49212322       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       4.37547938E-02   2188.69617724    -3.38149451      0.14200645       4.54877377       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       5.54102033E-02   2075.72623966    -3.52321313      0.13411744       4.59841774       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       7.01703829E-02   1958.12676041    -3.66736590      0.12766475       4.64124722       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       8.88623816E-02   1846.74212165    -3.80581445      0.12237894       4.67797539       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02600000       1.12533558E-01   1724.73072451    -3.95738876      0.11783802       4.71081679       13.72322164      12.27193550      11.67015276      11.43209959      10.24594575      11.16383218      10.94529579      10.83869070      9.85706005       9.81982582       10.56769058      10.76467767     
  0.02600000       1.42510267E-01   1608.17521006    -4.10699312      0.11409387       4.73886388       14.04198467      12.59851440      12.02639970      11.89887146      10.59386143      11.49692682      11.42050667      11.13738985      10.04823960      9.98304215       10.99729688      11.06325162     
  0.02600000       1.80472177E-01   1503.21430386    -4.24842109      0.11096265       4.76303495       14.29467373      12.88868605      12.38503409      12.38260485      10.97112020      11.80426544      11.93261461      11.41281968      10.23023979      10.13032570      11.46612091      11.34305495     
  0.02600000       2.28546386E-01   1410.20628329    -4.38115944      0.10821534       4.78481089       14.49082895      13.13651852      12.76055400      12.86293332      11.34297323      12.09212208      12.41130220      11.66888385      10.40327485      10.26816540      11.91904321      11.60729973     
  0.02600000       2.89426612E-01   1308.88992787    -4.53022169      0.10580787       4.80435226       14.71248316      13.39702068      13.24295742      13.40107975      11.76727226      12.39831904      12.92931319      11.94464450      10.59133852      10.41595433      12.42750081      11.89729869     
  0.02600000       3.66524124E-01   1233.24593848    -4.65130135      0.10367490       4.82204119       14.89912431      13.61772446      13.65718671      13.81254353      12.08127805      12.65480777      13.30647336      12.17182868      10.74793341      10.54448776      12.79588655      12.13438317     
  0.02600000       4.64158883E-01   1143.09141734    -4.79938010      0.10176302       4.83820830       15.16723175      13.92382071      14.16103398      14.29339158      12.43368889      12.95020206      13.72759652      12.43104486      10.92886358      10.69182898      13.20610417      12.40478063     
  0.02600000       5.87801607E-01   1055.70210580    -4.95138106      0.10014920       4.85209268       15.46756928      14.27320579      14.63386258      14.74953192      12.76224207      13.23019394      14.13940725      12.67760243      11.10549059      10.83426743      13.59205140      12.66066794     
  0.02600000       7.44380301E-01   980.23455483     -5.09269626      0.09872474       4.86453603       15.77621568      14.61914084      15.05990901      15.18601998      13.06337464      13.47649138      14.52553908      12.89862501      11.27534597      10.96843837      13.94767140      12.88918597     
  0.02600000       9.42668455E-01   912.72416124     -5.22787025      0.09745934       4.87574099       16.10842604      14.97167189      15.47063941      15.62775671      13.35903804      13.71012510      14.90409655      13.10951237      11.44638715      11.10203240      14.29720656      13.10663836     
  0.02600000       1.19377664E+00   850.32854889     -5.36116556      0.09631015       4.88604363       16.46399887      15.34053838      15.86946252      16.07268012      13.64764230      13.91515543      15.27595005      13.30344756      11.61876212      11.23336263      14.63777262      13.30560728     
  0.02600000       1.51177507E+00   785.65840140     -5.50808280      0.09526241       4.89554456       16.87930611      15.75879351      16.30831306      16.60908176      13.95717626      14.07863678      15.68263084      13.49091618      11.81614290      11.37548326      15.00161591      13.49623425     
  0.02600000       1.91448198E+00   724.55976507     -5.65716789      0.09434018       4.90399424       17.32443979      16.19513266      16.76675043      17.21929074      14.28329540      14.21986914      16.11881970      13.67840225      12.03197059      11.52413936      15.38584163      13.68510122     
  0.02600000       2.42446202E+00   675.48308858     -5.78655690      0.09352284       4.91155227       17.72654280      16.58922065      17.18108066      17.78144339      14.57288700      14.32520977      16.50832776      13.83823201      12.22770458      11.65635864      15.72882712      13.84570473     
  0.02600000       3.07029063E+00   631.91001569     -5.90956178      0.09275483       4.91871448       18.14571315      16.99621529      17.61221883      18.39706681      14.85264501      14.38867773      16.88817184      13.98700999      12.43639989      11.78833589      16.05954909      13.99232016     
  0.02600000       3.88815518E+00   587.80893125     -6.04196093      0.09203832       4.92545020       18.60465421      17.45021135      18.09807807      19.10116199      15.16229921      14.44542045      17.31264956      14.14563771      12.66757915      11.92837431      16.42629140      14.14716004     
  0.02600000       4.92388263E+00   545.92472915     -6.17657302      0.09138323       4.93165458       19.10497070      17.96421350      18.64740141      19.88830725      15.49283043      14.53708515      17.75374155      14.33118350      12.91247287      12.06726526      16.80874752      14.32977394     
  0.02600000       6.23550734E+00   510.96578494     -6.29729794      0.09077937       4.93741322       19.57334757      18.46147870      19.16192952      20.61535526      15.78788265      14.63911309      18.14081233      14.50902242      13.13526865      12.18853691      17.14673767      14.50587666     
  0.02600000       7.89652287E+00   479.55722389     -6.41288554      0.09021808       4.94280038       20.04656633      18.98547246      19.69462098      21.41232780      16.08799035      14.72119768      18.57631019      14.65583533      13.37101076      12.31435271      17.52181786      14.64483391     
  0.02600000       1.00000000E+01   451.13192096     -6.52410720      0.08969483       4.94785272       20.54787683      19.58678767      20.24711787      22.20761284      16.38874051      14.86882370      18.96702106      14.85464110      13.59118516      12.42750330      17.86597929      14.84206560     
  0.02700000       1.00000000E-03   2755.60303864    -2.05230750      0.41384905       3.63609711       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       1.26638017E-03   2748.82084181    -2.11992105      0.38473441       3.69945646       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       1.60371874E-03   2742.53011100    -2.17720138      0.36185021       3.75272243       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       2.03091762E-03   2738.08799321    -2.21416160      0.34790026       3.78686937       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       2.57191381E-03   2735.78709213    -2.23243385      0.34123076       3.80368200       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       3.25702066E-03   2734.44864935    -2.24251085      0.33762177       3.81291713       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       4.12462638E-03   2733.02621761    -2.25318913      0.33384102       3.82269920       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       5.22334507E-03   2730.84391505    -2.26917213      0.32827713       3.83729738       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       6.61474064E-03   2726.79897318    -2.29683933      0.31893175       3.86238310       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       8.37677640E-03   2715.37700508    -2.35808890      0.29972286       3.91633847       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       1.06081836E-02   2681.84717555    -2.51207028      0.25735241       4.04872470       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       1.34339933E-02   2621.09803799    -2.68198424      0.22155150       4.17883101       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       1.70125428E-02   2560.48613736    -2.82408265      0.19712029       4.28031663       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       2.15443469E-02   2490.34475331    -2.95698905      0.17881565       4.36496913       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       2.72833338E-02   2414.12657181    -3.08394533      0.16441317       4.43790697       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       3.45510729E-02   2329.02373379    -3.21064545      0.15267032       4.50227103       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       4.37547938E-02   2226.63211791    -3.34614036      0.14291013       4.55965409       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       5.54102033E-02   2116.00566229    -3.48500771      0.13486235       4.60999830       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       7.01703829E-02   2003.44722222    -3.62392052      0.12820568       4.65396533       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       8.88623816E-02   1884.67690911    -3.76789395      0.12274557       4.69176752       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02700000       1.12533558E-01   1775.43769280    -3.90523204      0.11808768       4.72537034       13.59006217      12.15229257      11.55122467      11.28718002      10.14993460      11.05227962      10.81238757      10.73797891      9.80480199       9.77454516       10.44905228      10.66508347     
  0.02700000       1.42510267E-01   1651.21515212    -4.06054811      0.11416909       4.75468120       13.95408162      12.50215934      11.91131575      11.75201726      10.49150189      11.39578415      11.27681909      11.04609604      10.00041874      9.94489253       10.86927122      10.97198424     
  0.02700000       1.80472177E-01   1543.86680179    -4.20237613      0.11092552       4.77971619       14.22574814      12.79953928      12.26194374      12.21788026      10.84778954      11.70644797      11.76299240      11.32611198      10.18286259      10.09614035      11.31069544      11.25416213     
  0.02700000       2.28546386E-01   1447.50819049    -4.33663672      0.10811055       4.80204297       14.43141864      13.05826203      12.62882148      12.69746222      11.22329979      11.99688468      12.25287927      11.58568222      10.35770041      10.23611007      11.77151681      11.52099374     
  0.02700000       2.89426612E-01   1349.51439112    -4.47871314      0.10561560       4.82232252       14.63684553      13.31059868      13.06535881      13.21650807      11.62890611      12.29227134      12.75979033      11.85051708      10.53903574      10.37818870      12.26141069      11.79784866     
  0.02700000       3.66524124E-01   1262.71807277    -4.61221376      0.10344455       4.84036347       14.84316454      13.54599245      13.51877589      13.67940254      11.98824188      12.56975121      13.19203223      12.09917087      10.70932479      10.51615069      12.68613937      12.05844840     
  0.02700000       4.64158883E-01   1184.36183127    -4.74029912      0.10146640       4.85713396       15.05976713      13.79716865      13.95999484      14.10329440      12.30354668      12.83188801      13.56733410      12.33072157      10.87153481      10.64949874      13.05325510      12.29992547     
  0.02700000       5.87801607E-01   1085.24260048    -4.90661960      0.09978654       4.87163463       15.38116635      14.16749262      14.49605846      14.61755513      12.67184197      13.14618593      14.02141297      12.60706668      11.06606378      10.80649625      13.48386792      12.58700844     
  0.02700000       7.44380301E-01   1007.77540035    -5.04809809      0.09832332       4.88446498       15.67629959      14.50544763      14.92181000      15.04226242      12.97114058      13.39326627      14.40465016      12.82848348      11.23278866      10.93942400      13.83746951      12.81614632     
  0.02700000       9.42668455E-01   938.47246991     -5.18336536      0.09702935       4.89597207       15.99693415      14.85091889      15.33147012      15.47798963      13.26327541      13.62280881      14.77897466      13.03754479      11.40154335      11.07156971      14.18252099      13.03181288     
  0.02700000       1.19377664E+00   874.45499006     -5.31664059      0.09586120       4.90649244       16.34589123      15.21361550      15.73412205      15.92237304      13.55369378      13.83889698      15.15216911      13.23803639      11.57387262      11.20394456      14.52527440      13.23774365     
  0.02700000       1.51177507E+00   809.90784005     -5.45959365      0.09478829       4.91626868       16.73892105      15.61551489      16.15777896      16.41842356      13.85518013      14.01278709      15.54562872      13.42408534      11.76048255      11.34181833      14.88029897      13.42781274     
  0.02700000       1.91448198E+00   746.99641840     -5.60882105      0.09383764       4.92502380       17.18211067      16.04968766      16.61337607      17.01764532      14.17463688      14.15422700      15.97133988      13.61069991      11.97408488      11.48951953      15.25524739      13.61571406     
  0.02700000       2.42446202E+00   692.39968612     -5.74841673      0.09300424       4.93277248       17.60601379      16.46599116      17.05072247      17.60672916      14.48462846      14.27567803      16.38827576      13.78372158      12.18032712      11.63006543      15.62218002      13.78977712     
  0.02700000       3.07029063E+00   648.98021310     -5.86817565      0.09223127       4.94002159       18.00306129      16.85159332      17.45786894      18.18044031      14.75473537      14.34702306      16.75391634      13.92915873      12.37723834      11.75736157      15.94154444      13.93386244     
  0.02700000       3.88815518E+00   604.55332010     -5.99823435      0.09150508       4.94688756       18.45342235      17.29302175      17.92788305      18.86129663      15.05389089      14.40178600      17.16362342      14.08440675      12.60416706      11.89656984      16.29592061      14.08554893     
  0.02700000       4.92388263E+00   561.56372827     -6.13269132      0.09083846       4.95323848       18.93986147      17.78568029      18.45739932      19.62728192      15.37736959      14.48108031      17.60218631      14.26012940      12.84671428      12.03675537      16.67444430      14.25768083     
  0.02700000       6.23550734E+00   524.88515410     -6.25589766      0.09023102       4.95906622       19.40876168      18.27939544      18.97348680      20.35474262      15.67804045      14.58346161      17.99398407      14.44205183      13.07159087      12.16109845      17.01646826      14.43815379     
  0.02700000       7.89652287E+00   492.47162067     -6.37204986      0.08966810       4.96450210       19.87187876      18.78390320      19.48966002      21.10812922      15.96872037      14.67556868      18.39862438      14.59972684      13.29853759      12.28264101      17.36686944      14.59089617     
  0.02700000       1.00000000E+01   464.43253473     -6.47900797      0.08914179       4.96961529       20.33027817      19.31303053      20.00503187      21.88082511      16.25560641      14.77490357      18.80841231      14.75085121      13.52058253      12.39964978      17.72136027      14.73532396     
  0.02800000       1.00000000E-03   2767.26730698    -2.02914462      0.42146025       3.63606204       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       1.26638017E-03   2761.04991659    -2.09524140      0.39233910       3.69825087       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       1.60371874E-03   2755.39746945    -2.14904003      0.37028267       3.74850604       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       2.03091762E-03   2751.75163620    -2.18182205      0.35751562       3.77898267       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       2.57191381E-03   2749.87951910    -2.19762950      0.35154269       3.79361667       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       3.25702066E-03   2748.72096593    -2.20733511      0.34793221       3.80258365       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       4.12462638E-03   2747.30451891    -2.21885660      0.34370042       3.81321274       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       5.22334507E-03   2745.06947548    -2.23654128      0.33732095       3.82948623       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       6.61474064E-03   2740.87990444    -2.26831374      0.32620273       3.85859762       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       8.37677640E-03   2728.50447693    -2.34364041      0.30182569       3.92606014       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02800000       1.06081836E-02   2692.06139104    -2.51166890      0.25551592       4.07073661       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      
