age,mass,teff,Lbol,logg,radius
4.0000,0.043,882.,-5.336,5.144,0.0919
4.0000,0.045,904.,-5.298,5.169,0.0914
4.0000,0.048,937.,-5.243,5.204,0.0906
4.0000,0.050,960.,-5.205,5.226,0.0902
4.0000,0.053,998.,-5.143,5.257,0.0896
4.0000,0.055,1029.,-5.093,5.276,0.0893
4.0000,0.058,1074.,-5.023,5.303,0.0889
4.0000,0.060,1129.,-4.937,5.318,0.0888
4.0000,0.063,1234.,-4.779,5.336,0.0892
4.0000,0.064,1262.,-4.738,5.341,0.0894
4.0000,0.065,1301.,-4.682,5.345,0.0897
4.0000,0.066,1349.,-4.616,5.349,0.0900
4.0000,0.067,1409.,-4.537,5.352,0.0903
4.0000,0.068,1461.,-4.469,5.353,0.0909
4.0000,0.069,1512.,-4.403,5.353,0.0915
4.0000,0.070,1575.,-4.327,5.354,0.0921
4.0000,0.071,1641.,-4.249,5.354,0.0928
4.0000,0.072,1708.,-4.174,5.354,0.0934
4.0000,0.073,1784.,-4.091,5.353,0.0942
4.0000,0.074,1848.,-4.017,5.346,0.0956
4.0000,0.075,1906.,-3.953,5.342,0.0967
4.0000,0.077,2045.,-3.822,5.344,0.0977
4.0000,0.080,2216.,-3.654,5.332,0.1010
4.0000,0.085,2427.,-3.445,5.307,0.1071
6.0000,0.009,288.,-7.154,4.338,0.1064
6.0000,0.010,307.,-7.047,4.391,0.1055
6.0000,0.011,338.,-6.887,4.435,0.1052
6.0000,0.012,353.,-6.819,4.481,0.1043
6.0000,0.013,362.,-6.781,4.524,0.1032
6.0000,0.014,377.,-6.717,4.563,0.1025
6.0000,0.015,394.,-6.650,4.599,0.1017
6.0000,0.016,410.,-6.585,4.632,0.1011
6.0000,0.017,426.,-6.523,4.664,0.1004
6.0000,0.018,443.,-6.461,4.694,0.0998
6.0000,0.019,459.,-6.405,4.723,0.0992
6.0000,0.020,475.,-6.352,4.751,0.0986
6.0000,0.022,508.,-6.245,4.802,0.0975
6.0000,0.024,541.,-6.144,4.849,0.0965
6.0000,0.026,573.,-6.052,4.892,0.0956
6.0000,0.028,605.,-5.965,4.931,0.0948
6.0000,0.030,633.,-5.893,4.969,0.0939
6.0000,0.033,674.,-5.796,5.021,0.0928
6.0000,0.035,700.,-5.735,5.053,0.0921
6.0000,0.038,741.,-5.646,5.098,0.0911
6.0000,0.040,771.,-5.583,5.126,0.0905
6.0000,0.043,811.,-5.504,5.165,0.0897
6.0000,0.045,835.,-5.457,5.190,0.0892
6.0000,0.048,870.,-5.394,5.225,0.0885
6.0000,0.050,891.,-5.355,5.247,0.0880
6.0000,0.053,927.,-5.293,5.278,0.0875
6.0000,0.055,953.,-5.246,5.296,0.0873
6.0000,0.058,999.,-5.166,5.321,0.0871
6.0000,0.060,1038.,-5.099,5.334,0.0872
6.0000,0.063,1143.,-4.927,5.351,0.0877
6.0000,0.064,1196.,-4.845,5.355,0.0880
6.0000,0.065,1242.,-4.774,5.357,0.0885
6.0000,0.066,1286.,-4.709,5.358,0.0890
6.0000,0.067,1344.,-4.628,5.360,0.0895
6.0000,0.068,1421.,-4.525,5.361,0.0901
6.0000,0.069,1487.,-4.438,5.358,0.0910
6.0000,0.070,1555.,-4.352,5.357,0.0918
6.0000,0.071,1628.,-4.265,5.356,0.0925
6.0000,0.072,1701.,-4.183,5.355,0.0933
6.0000,0.073,1775.,-4.102,5.355,0.0940
6.0000,0.074,1842.,-4.024,5.348,0.0954
6.0000,0.075,1906.,-3.953,5.342,0.0967
6.0000,0.077,2043.,-3.824,5.344,0.0977
6.0000,0.080,2215.,-3.655,5.332,0.1010
6.0000,0.085,2427.,-3.445,5.308,0.1071
8.0000,0.010,283.,-7.201,4.399,0.1046
8.0000,0.011,307.,-7.059,4.445,0.1040
8.0000,0.012,322.,-6.984,4.490,0.1032
8.0000,0.013,332.,-6.941,4.533,0.1022
8.0000,0.014,346.,-6.875,4.572,0.1014
8.0000,0.015,361.,-6.808,4.608,0.1007
8.0000,0.016,376.,-6.743,4.642,0.1000
8.0000,0.017,391.,-6.681,4.674,0.0993
8.0000,0.018,408.,-6.613,4.704,0.0987
8.0000,0.019,421.,-6.564,4.733,0.0981
8.0000,0.020,438.,-6.502,4.761,0.0975
8.0000,0.022,468.,-6.396,4.812,0.0963
8.0000,0.024,498.,-6.297,4.860,0.0953
8.0000,0.026,528.,-6.204,4.903,0.0943
8.0000,0.028,558.,-6.116,4.943,0.0935
8.0000,0.030,587.,-6.037,4.981,0.0926
8.0000,0.033,629.,-5.929,5.034,0.0914
8.0000,0.035,654.,-5.867,5.066,0.0907
8.0000,0.038,691.,-5.780,5.111,0.0897
8.0000,0.040,712.,-5.736,5.140,0.0890
8.0000,0.043,750.,-5.654,5.181,0.0882
8.0000,0.045,777.,-5.597,5.206,0.0876
8.0000,0.048,816.,-5.519,5.241,0.0869
8.0000,0.050,841.,-5.471,5.262,0.0865
8.0000,0.053,878.,-5.402,5.293,0.0860
8.0000,0.055,905.,-5.351,5.311,0.0858
8.0000,0.058,953.,-5.261,5.334,0.0858
8.0000,0.060,993.,-5.188,5.346,0.0861
8.0000,0.063,1080.,-5.033,5.359,0.0868
8.0000,0.064,1132.,-4.949,5.363,0.0872
8.0000,0.065,1205.,-4.834,5.364,0.0877
8.0000,0.066,1264.,-4.744,5.363,0.0885
8.0000,0.067,1321.,-4.661,5.363,0.0892
8.0000,0.068,1398.,-4.557,5.364,0.0897
8.0000,0.069,1476.,-4.453,5.360,0.0908
8.0000,0.070,1550.,-4.359,5.358,0.0917
8.0000,0.071,1625.,-4.269,5.357,0.0925
8.0000,0.072,1700.,-4.184,5.355,0.0933
8.0000,0.073,1773.,-4.104,5.355,0.0940
8.0000,0.074,1841.,-4.026,5.348,0.0953
8.0000,0.075,1905.,-3.954,5.342,0.0967
8.0000,0.077,2043.,-3.824,5.344,0.0977
8.0000,0.080,2215.,-3.655,5.332,0.1010
8.0000,0.085,2427.,-3.445,5.308,0.1071
10.0000,0.011,286.,-7.193,4.452,0.1032
10.0000,0.012,300.,-7.114,4.497,0.1024
10.0000,0.013,311.,-7.063,4.539,0.1014
10.0000,0.014,324.,-6.996,4.578,0.1007
10.0000,0.015,338.,-6.928,4.614,0.0999
10.0000,0.016,352.,-6.864,4.648,0.0992
10.0000,0.017,366.,-6.801,4.681,0.0986
10.0000,0.018,381.,-6.742,4.711,0.0979
10.0000,0.019,395.,-6.684,4.740,0.0973
10.0000,0.020,409.,-6.628,4.768,0.0966
10.0000,0.022,437.,-6.522,4.820,0.0955
10.0000,0.024,466.,-6.423,4.868,0.0944
10.0000,0.026,493.,-6.333,4.912,0.0934
10.0000,0.028,520.,-6.248,4.953,0.0924
10.0000,0.030,548.,-6.165,4.991,0.0916
10.0000,0.033,592.,-6.045,5.044,0.0904
10.0000,0.035,619.,-5.974,5.077,0.0896
10.0000,0.038,654.,-5.887,5.122,0.0886
10.0000,0.040,675.,-5.838,5.151,0.0880
10.0000,0.043,706.,-5.769,5.191,0.0871
10.0000,0.045,729.,-5.719,5.217,0.0865
10.0000,0.048,769.,-5.635,5.252,0.0858
10.0000,0.050,796.,-5.578,5.274,0.0853
10.0000,0.053,837.,-5.496,5.304,0.0849
10.0000,0.055,866.,-5.438,5.322,0.0847
10.0000,0.058,918.,-5.337,5.345,0.0847
10.0000,0.060,961.,-5.254,5.356,0.0851
10.0000,0.063,1053.,-5.083,5.365,0.0863
10.0000,0.064,1099.,-5.005,5.367,0.0867
10.0000,0.065,1172.,-4.889,5.370,0.0872
10.0000,0.066,1247.,-4.770,5.367,0.0881
10.0000,0.067,1313.,-4.672,5.364,0.0891
10.0000,0.068,1389.,-4.570,5.366,0.0896
10.0000,0.069,1471.,-4.459,5.361,0.0907
10.0000,0.070,1548.,-4.361,5.358,0.0917
10.0000,0.071,1624.,-4.271,5.357,0.0925
10.0000,0.072,1699.,-4.185,5.355,0.0933
10.0000,0.073,1772.,-4.105,5.355,0.0939
10.0000,0.074,1841.,-4.026,5.348,0.0953
10.0000,0.075,1905.,-3.954,5.342,0.0967
10.0000,0.077,2043.,-3.824,5.344,0.0977
10.0000,0.080,2215.,-3.655,5.332,0.1009
10.0000,0.085,2426.,-3.446,5.308,0.1071
