#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    500.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.18180998     3.47592832    -2.80756615    -0.83238235
    2.00000000     0.13000000     5.16195578     3.48384577    -2.72137095    -0.80511840
    3.00000000     0.14000000     5.14389255     3.49048650    -2.64446005    -0.77994952
    4.00000000     0.15000000     5.12745013     3.49604133    -2.57569072    -0.75668083
    5.00000000     0.16000000     5.11247382     3.50067920    -2.51403372    -0.73513361
    6.00000000     0.17000000     5.09881277     3.50456355    -2.45848824    -0.71513322
    7.00000000     0.18000000     5.08631612     3.50785784    -2.40805345    -0.69650497
    8.00000000     0.19000000     5.07483302     3.51072550    -2.36172852    -0.67907423
    9.00000000     0.20000000     5.06421264     3.51333000    -2.31851264    -0.66266632
   10.00000000     0.21000000     5.05431937     3.51579937    -2.27758546    -0.64712833
   11.00000000     0.22000000     5.04507869     3.51812000    -2.23884869    -0.63239434
   12.00000000     0.23000000     5.03642658     3.52025926    -2.20231387    -0.61841247
   13.00000000     0.24000000     5.02828000     3.52225000    -2.16771000    -0.60510000
   14.00000000     0.25000000     5.02057261     3.52413360    -2.13474484    -0.59238131
   15.00000000     0.26000000     5.01332390     3.52592000    -2.10332390    -0.58024000
   16.00000000     0.27000000     5.00650945     3.52761384    -2.07333571    -0.56864073
   17.00000000     0.28000000     4.99984329     3.52923000    -2.04440329    -0.55741329
   18.00000000     0.29000000     4.99322507     3.53078356    -2.01633903    -0.54648202
   19.00000000     0.30000000     4.98755829     3.53228000    -1.98997829    -0.53628415
   20.00000000     0.31000000     4.98306597     3.53372193    -1.96548636    -0.52691833
   21.00000000     0.32000000     4.97624507     3.53511000    -1.93932507    -0.51661603
   22.00000000     0.33000000     4.96444087     3.53645871    -1.90875472    -0.50403293
   23.00000000     0.34000000     4.95211796     3.53784000    -1.87793300    -0.49138898
   24.00000000     0.35000000     4.94384218     3.53931935    -1.85114627    -0.48095608
   25.00000000     0.36000000     4.93746515     3.54087895    -1.82629829    -0.47164981
   26.00000000     0.37000000     4.92996944     3.54248867    -1.80047135    -0.46195162
   27.00000000     0.38000000     4.92157560     3.54415243    -1.77384466    -0.45196280
   28.00000000     0.39000000     4.91310348     3.54587932    -1.74717849    -0.44208508
   29.00000000     0.40000000     4.90453234     3.54766504    -1.72046051    -0.43230200
   30.00000000     0.41000000     4.89568896     3.54950447    -1.69353145    -0.42252083
   31.00000000     0.42000000     4.88663093     3.55140240    -1.66641682    -0.41276202
   32.00000000     0.43000000     4.87745282     3.55336441    -1.63917453    -0.40306452
   33.00000000     0.44000000     4.86816632     3.55538903    -1.61180719    -0.39342816
   34.00000000     0.45000000     4.85876928     3.55747550    -1.58430279    -0.38384696
   35.00000000     0.46000000     4.84928699     3.55963273    -1.55664607    -0.37433092
   36.00000000     0.47000000     4.83975030     3.56187191    -1.52881771    -0.36489269
   37.00000000     0.48000000     4.83018489     3.56420356    -1.50078519    -0.35553970
   38.00000000     0.49000000     4.82061754     3.56663785    -1.47251993    -0.34627946
   39.00000000     0.50000000     4.81108458     3.56918446    -1.44402229    -0.33712506
   40.00000000     0.51000000     4.80162423     3.57185200    -1.41529828    -0.32809177
   41.00000000     0.52000000     4.79227278     3.57464556    -1.38634778    -0.31919778
   42.00000000     0.53000000     4.78306882     3.57756915    -1.35717629    -0.31046186
   43.00000000     0.54000000     4.77406223     3.58062603    -1.32781810    -0.30190212
   44.00000000     0.55000000     4.76529610     3.58381547    -1.29831989    -0.29353347
   45.00000000     0.56000000     4.75677511     3.58712145    -1.26874931    -0.28535862
   46.00000000     0.57000000     4.74849197     3.59052498    -1.23917110    -0.27737469
   47.00000000     0.58000000     4.74042986     3.59401048    -1.20961747    -0.26956842
   48.00000000     0.59000000     4.73260044     3.59757739    -1.18009089    -0.26194071
   49.00000000     0.60000000     4.72513868     3.60128180    -1.15050754    -0.25455934
   50.00000000     0.61000000     4.71816250     3.60517071    -1.12080270    -0.24748384
   51.00000000     0.62000000     4.71159809     3.60919812    -1.09107436    -0.24067373
   52.00000000     0.63000000     4.70533900     3.61330440    -1.06144157    -0.23407144
   53.00000000     0.64000000     4.69933987     3.61746831    -1.03194493    -0.22765104
   54.00000000     0.65000000     4.69357053     3.62167734    -1.00260693    -0.22139558
   55.00000000     0.66000000     4.68800069     3.62591563    -0.97345598    -0.21529253
   56.00000000     0.67000000     4.68263166     3.63017846    -0.94450567    -0.20934455
   57.00000000     0.68000000     4.67759134     3.63450904    -0.91570423    -0.20361067
   58.00000000     0.69000000     4.67299016     3.63894512    -0.88700710    -0.19814069
   59.00000000     0.70000000     4.66874211     3.64345456    -0.85846386    -0.19289106
   60.00000000     0.71000000     4.66471837     3.64798962    -0.83014285    -0.18779780
   61.00000000     0.72000000     4.66081521     3.65251000    -0.80209314    -0.18280864
   62.00000000     0.73000000     4.65694681     3.65698188    -0.77435261    -0.17787990
   63.00000000     0.74000000     4.65307362     3.66139000    -0.74693362    -0.17299053
   64.00000000     0.75000000     4.64917324     3.66572627    -0.71983925    -0.16812795
   65.00000000     0.76000000     4.64524528     3.66999271    -0.69306086    -0.16329081
   66.00000000     0.77000000     4.64129485     3.67419388    -0.66658692    -0.15848057
   67.00000000     0.78000000     4.63732708     3.67833431    -0.64040589    -0.15369870
   68.00000000     0.79000000     4.63334711     3.68241857    -0.61450623    -0.14894663
   69.00000000     0.80000000     4.62936004     3.68645120    -0.58887641    -0.14422584
   70.00000000     0.81000000     4.62537102     3.69043676    -0.56350487    -0.13953778
   71.00000000     0.82000000     4.62138515     3.69437979    -0.53838008    -0.13488390
   72.00000000     0.83000000     4.61740757     3.69828485    -0.51349051    -0.13026567
   73.00000000     0.84000000     4.61344340     3.70215648    -0.48882460    -0.12568453
   74.00000000     0.85000000     4.60949776     3.70599925    -0.46437083    -0.12114196
   75.00000000     0.86000000     4.60557578     3.70981768    -0.44011765    -0.11663940
   76.00000000     0.87000000     4.60168259     3.71361635    -0.41605352    -0.11217832
   77.00000000     0.88000000     4.59782330     3.71739980    -0.39216690    -0.10776016
   78.00000000     0.89000000     4.59400305     3.72117257    -0.36844625    -0.10338640
