#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =    300.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
    1.00000000     0.12000000     5.14460038     3.47825343    -2.76106318    -0.81377519
    2.00000000     0.13000000     5.13324849     3.48530658    -2.68682782    -0.79076364
    3.00000000     0.14000000     5.12182245     3.49133912    -2.61899606    -0.76891127
    4.00000000     0.15000000     5.11045762     3.49649065    -2.55692786    -0.74817788
    5.00000000     0.16000000     5.09926006     3.50088754    -2.50002215    -0.72851628
    6.00000000     0.17000000     5.08832853     3.50465286    -2.44768758    -0.70987751
    7.00000000     0.18000000     5.07776177     3.50790967    -2.39933283    -0.69221264
    8.00000000     0.19000000     5.06765853     3.51078104    -2.35436656    -0.67547271
    9.00000000     0.20000000     5.05811755     3.51339002    -2.31219744    -0.65960878
   10.00000000     0.21000000     5.04919623     3.51583665    -2.27231209    -0.64456434
   11.00000000     0.22000000     5.04078655     3.51812878    -2.23450899    -0.63025266
   12.00000000     0.23000000     5.03276833     3.52025888    -2.19865493    -0.61658993
   13.00000000     0.24000000     5.02513822     3.52225000    -2.16457822    -0.60353411
   14.00000000     0.25000000     5.01790690     3.52412933    -2.13210114    -0.59105011
   15.00000000     0.26000000     5.01102419     3.52591000    -2.10106016    -0.57908859
   16.00000000     0.27000000     5.00444061     3.52760241    -2.07131075    -0.56760336
   17.00000000     0.28000000     4.99817003     3.52922000    -2.04277003    -0.55657501
   18.00000000     0.29000000     4.99221842     3.53077353    -2.01536198    -0.54598086
   19.00000000     0.30000000     4.98649658     3.53226000    -1.98897658    -0.53575829
   20.00000000     0.31000000     4.98081971     3.53368346    -1.96337904    -0.52579914
   21.00000000     0.32000000     4.97471571     3.53509000    -1.93786965    -0.51585285
   22.00000000     0.33000000     4.96784747     3.53653087    -1.91186744    -0.50573694
   23.00000000     0.34000000     4.96070510     3.53803593    -1.88573137    -0.49568357
   24.00000000     0.35000000     4.95376936     3.53962136    -1.85986767    -0.48592097
   25.00000000     0.36000000     4.94665633     3.54126986    -1.83393183    -0.47624690
   26.00000000     0.37000000     4.93890819     3.54296173    -1.80751428    -0.46642288
   27.00000000     0.38000000     4.93063601     3.54470108    -1.78069590    -0.45649590
   28.00000000     0.39000000     4.92204557     3.54649491    -1.75364491    -0.44656053
   29.00000000     0.40000000     4.91315249     3.54833787    -1.72638837    -0.43661625
   30.00000000     0.41000000     4.90394263     3.55022341    -1.69892499    -0.42664821
   31.00000000     0.42000000     4.89447279     3.55215243    -1.67128124    -0.41667943
   32.00000000     0.43000000     4.88480965     3.55412767    -1.64348942    -0.40673832
   33.00000000     0.44000000     4.87498834     3.55615174    -1.61557734    -0.39683715
   34.00000000     0.45000000     4.86503998     3.55822926    -1.58756159    -0.38698577
   35.00000000     0.46000000     4.85501129     3.56037297    -1.55941842    -0.37720040
   36.00000000     0.47000000     4.84495194     3.56259630    -1.53112270    -0.36749950
   37.00000000     0.48000000     4.83490791     3.56490721    -1.50268419    -0.35790395
   38.00000000     0.49000000     4.82492523     3.56731389    -1.47411491    -0.34843488
   39.00000000     0.50000000     4.81505390     3.56983076    -1.44540113    -0.33911189
   40.00000000     0.51000000     4.80534209     3.57247226    -1.41652609    -0.32995386
   41.00000000     0.52000000     4.79582651     3.57524677    -1.38748677    -0.32097826
   42.00000000     0.53000000     4.78654283     3.57816189    -1.35828100    -0.31220197
   43.00000000     0.54000000     4.77753393     3.58122837    -1.32889628    -0.30364092
   44.00000000     0.55000000     4.76882908     3.58445072    -1.29933309    -0.29530393
   45.00000000     0.56000000     4.76039602     3.58780548    -1.26965411    -0.28717233
   46.00000000     0.57000000     4.75219277     3.59126339    -1.23993484    -0.27922394
   47.00000000     0.58000000     4.74419989     3.59479997    -1.21023998    -0.27144995
   48.00000000     0.59000000     4.73643081     3.59840585    -1.18060883    -0.26385685
   49.00000000     0.60000000     4.72900795     3.60212739    -1.15099000    -0.25649898
   50.00000000     0.61000000     4.72203542     3.60600360    -1.12134160    -0.24942181
   51.00000000     0.62000000     4.71543519     3.60998863    -1.09175046    -0.24258771
   52.00000000     0.63000000     4.70910259     3.61402768    -1.06231072    -0.23594647
   53.00000000     0.64000000     4.70300831     3.61811531    -1.03301706    -0.22948062
   54.00000000     0.65000000     4.69714249     3.62225509    -1.00385183    -0.22318168
   55.00000000     0.66000000     4.69149765     3.62643740    -0.97484740    -0.21704415
   56.00000000     0.67000000     4.68608960     3.63065885    -0.94603113    -0.21107457
   57.00000000     0.68000000     4.68102487     3.63495418    -0.91736023    -0.20532441
   58.00000000     0.69000000     4.67638959     3.63935197    -0.88879668    -0.19983521
   59.00000000     0.70000000     4.67209738     3.64381790    -0.86039176    -0.19456369
   60.00000000     0.71000000     4.66802532     3.64830472    -0.83221318    -0.18944819
   61.00000000     0.72000000     4.66407679     3.65277631    -0.80430524    -0.18443839
   62.00000000     0.73000000     4.66017231     3.65720341    -0.77670061    -0.17949219
   63.00000000     0.74000000     4.65627468     3.66157322    -0.74940895    -0.17458895
   64.00000000     0.75000000     4.65236233     3.66587895    -0.72243214    -0.16971620
   65.00000000     0.76000000     4.64843381     3.67012158    -0.69576383    -0.16487245
   66.00000000     0.77000000     4.64449274     3.67430400    -0.66939564    -0.16005900
   67.00000000     0.78000000     4.64054273     3.67842911    -0.64331919    -0.15527713
   68.00000000     0.79000000     4.63658738     3.68249982    -0.61752609    -0.15052811
   69.00000000     0.80000000     4.63263032     3.68651902    -0.59200796    -0.14581324
   70.00000000     0.81000000     4.62867513     3.69048961    -0.56675641    -0.14113379
   71.00000000     0.82000000     4.62472544     3.69441449    -0.54176307    -0.13649104
   72.00000000     0.83000000     4.62078486     3.69829656    -0.51701953    -0.13188629
   73.00000000     0.84000000     4.61685699     3.70213872    -0.49251743    -0.12732080
   74.00000000     0.85000000     4.61294544     3.70594386    -0.46824837    -0.12279587
   75.00000000     0.86000000     4.60905382     3.70971490    -0.44420397    -0.11831278
   76.00000000     0.87000000     4.60518575     3.71345472    -0.42037584    -0.11387281
   77.00000000     0.88000000     4.60134483     3.71716623    -0.39675561    -0.10947724
   78.00000000     0.89000000     4.59753467     3.72085232    -0.37333488    -0.10512735
