# logAge Mass logTe Mbol logg C/O
-0.5054055187 1.9000000000 3.5446300000 -2.7204500000 0.8450936010 0.0000000000
-0.4613823529 1.9000000000 3.5446311725 -2.7203821033 0.8451254498 0.0000000000
-0.4173591943 1.9000000000 3.5446381580 -2.7202947474 0.8451883339 0.0000000000
-0.3733360416 1.9000000000 3.5446478366 -2.7201912513 0.8452684470 0.0000000000
-0.3293128937 1.9000000000 3.5446570889 -2.7200749345 0.8453519828 0.0000000000
-0.2852897497 1.9000000000 3.5446630585 -2.7199489094 0.8454262713 0.0000000000
-0.2412666101 1.9000000000 3.5446669005 -2.7198131381 0.8454959476 0.0000000000
-0.1972434768 1.9000000000 3.5446728187 -2.7196650826 0.8455788425 0.0000000000
-0.1532203534 1.9000000000 3.5446820412 -2.7195002583 0.8456816623 0.0000000000
-0.1091972459 1.9000000000 3.5446917617 -2.7193117070 0.8457959648 0.0000000000
-0.0651741586 1.9000000000 3.5447004130 -2.7190951117 0.8459172082 0.0000000000
-0.0211510925 1.9000000000 3.5447098916 -2.7188525790 0.8460521358 0.0000000000
0.0228719507 1.9000000000 3.5447220617 -2.7185858383 0.8462075123 0.0000000000
0.0668949642 1.9000000000 3.5447366690 -2.7182913825 0.8463837241 0.0000000000
0.1109179404 1.9000000000 3.5447530462 -2.7179649445 0.8465798078 0.0000000000
0.1549408773 1.9000000000 3.5447715420 -2.7176067837 0.8467970554 0.0000000000
0.1989637741 1.9000000000 3.5447928650 -2.7172185484 0.8470376417 0.0000000000
0.2429866102 1.9000000000 3.5448159673 -2.7167907235 0.8473011808 0.0000000000
0.2870093492 1.9000000000 3.5448384553 -2.7163050798 0.8475853902 0.0000000000
0.3310319629 1.9000000000 3.5448603263 -2.7157515215 0.8478942976 0.0000000000
0.3750544336 1.9000000000 3.5448848573 -2.7151312733 0.8482405207 0.0000000000
0.4190767430 1.9000000000 3.5449145148 -2.7144448558 0.8486337176 0.0000000000
0.4630988683 1.9000000000 3.5449493275 -2.7136892686 0.8490752035 0.0000000000
0.5071207773 1.9000000000 3.5449886737 -2.7128590151 0.8495646899 0.0000000000
0.5511424001 1.9000000000 3.5450306530 -2.7119401800 0.8501001408 0.0000000000
0.5951636583 1.9000000000 3.5450734935 -2.7109177276 0.8506804840 0.0000000000
0.6391844853 1.9000000000 3.5451190948 -2.7097852938 0.8513158626 0.0000000000
0.6832048179 1.9000000000 3.5451709400 -2.7085401408 0.8520213048 0.0000000000
0.7272245562 1.9000000000 3.5452300179 -2.7071717658 0.8528049663 0.0000000000
0.7712435685 1.9000000000 3.5452952961 -2.7056632303 0.8536694930 0.0000000000
0.8152616440 1.9000000000 3.5453664398 -2.7039930141 0.8546221544 0.0000000000
0.8592784640 1.9000000000 3.5454441608 -2.7021335979 0.8556768048 0.0000000000
0.9032938588 1.9000000000 3.5455299954 -2.7000764905 0.8568429863 0.0000000000
0.9473080339 1.9000000000 3.5456272689 -2.6978597344 0.8581187829 0.0000000000
0.9913210742 1.9000000000 3.5457392806 -2.6955088274 0.8595071925 0.0000000000
1.0353323073 1.9000000000 3.5458680853 -2.6929655461 0.8610397237 0.0000000000
1.0793408956 1.9000000000 3.5460148976 -2.6901550616 0.8627511665 0.0000000000
1.1233463243 1.9000000000 3.5461768533 -2.6870513843 0.8646404604 0.0000000000
1.1673482012 1.9000000000 3.5463494587 -2.6836498572 0.8666914930 0.0000000000
1.2113455686 1.9000000000 3.5465340841 -2.6799063509 0.8689273972 0.0000000000
1.2553369806 1.9000000000 3.5467368664 -2.6757434866 0.8714036718 0.0000000000
