# logAge Mass logTe Mbol logg C/O
4.1860800861 1.3000000000 3.6700800000 0.4612250000 2.4547533523 0.0000000000
4.1942741039 1.3000000000 3.6700747904 0.4610582432 2.4546658112 0.0000000000
4.2024681259 1.3000000000 3.6700697320 0.4608953183 2.4545804077 0.0000000000
4.2106621519 1.3000000000 3.6700648235 0.4607362049 2.4544971283 0.0000000000
4.2188561819 1.3000000000 3.6700600636 0.4605808830 2.4544159598 0.0000000000
4.2270502159 1.3000000000 3.6700554508 0.4604293324 2.4543368887 0.0000000000
4.2352442536 1.3000000000 3.6700509840 0.4602815329 2.4542599016 0.0000000000
4.2434382951 1.3000000000 3.6700466618 0.4601374642 2.4541849853 0.0000000000
4.2516323401 1.3000000000 3.6700424828 0.4599971063 2.4541121262 0.0000000000
4.2598263887 1.3000000000 3.6700384458 0.4598604389 2.4540413111 0.0000000000
4.2680204408 1.3000000000 3.6700345494 0.4597274418 2.4539725266 0.0000000000
4.2762144961 1.3000000000 3.6700307923 0.4595980949 2.4539057593 0.0000000000
4.2844085547 1.3000000000 3.6700271731 0.4594723779 2.4538409958 0.0000000000
4.2926026165 1.3000000000 3.6700236905 0.4593502708 2.4537782227 0.0000000000
4.3007966813 1.3000000000 3.6700203433 0.4592317532 2.4537174268 0.0000000000
4.3089907491 1.3000000000 3.6700171300 0.4591168051 2.4536585945 0.0000000000
4.3171848198 1.3000000000 3.6700140494 0.4590054062 2.4536017126 0.0000000000
4.3253788932 1.3000000000 3.6700111002 0.4588975364 2.4535467676 0.0000000000
4.3335729694 1.3000000000 3.6700082810 0.4587931754 2.4534937463 0.0000000000
4.3417670481 1.3000000000 3.6700055904 0.4586923031 2.4534426351 0.0000000000
4.3499611293 1.3000000000 3.6700030272 0.4585948993 2.4533934208 0.0000000000
4.3581552130 1.3000000000 3.6700005900 0.4585009438 2.4533460900 0.0000000000
4.3663492989 1.3000000000 3.6699982776 0.4584104165 2.4533006293 0.0000000000
4.3745433871 1.3000000000 3.6699960885 0.4583232971 2.4532570253 0.0000000000
4.3827374774 1.3000000000 3.6699940215 0.4582395655 2.4532152646 0.0000000000
4.3909315698 1.3000000000 3.6699920753 0.4581592014 2.4531753339 0.0000000000
4.3991256641 1.3000000000 3.6699902484 0.4580821848 2.4531372199 0.0000000000
4.4073197602 1.3000000000 3.6699885397 0.4580084954 2.4531009091 0.0000000000
4.4155138581 1.3000000000 3.6699869477 0.4579381129 2.4530663881 0.0000000000
4.4237079577 1.3000000000 3.6699854711 0.4578710174 2.4530336436 0.0000000000
4.4319020588 1.3000000000 3.6699841087 0.4578071885 2.4530026623 0.0000000000
4.4400961615 1.3000000000 3.6699828590 0.4577466060 2.4529734307 0.0000000000
4.4482902655 1.3000000000 3.6699817208 0.4576892499 2.4529459355 0.0000000000
4.4564843708 1.3000000000 3.6699806928 0.4576350998 2.4529201632 0.0000000000
4.4646784773 1.3000000000 3.6699797735 0.4575841357 2.4528961006 0.0000000000
4.4728725849 1.3000000000 3.6699789618 0.4575363373 2.4528737343 0.0000000000
4.4810666935 1.3000000000 3.6699782562 0.4574916845 2.4528530508 0.0000000000
