# logAge Mass logTe Mbol logg C/O
1.6734692062 0.1400000000 3.5084200000 4.3047000000 2.3776880357 0.0000000000
1.7137778080 0.1400000000 3.5084346744 4.3047967534 2.3777854346 0.0000000000
1.7540862734 0.1400000000 3.5084428957 4.3049701443 2.3778876761 0.0000000000
1.7943946120 0.1400000000 3.5084456808 4.3052144731 2.3779965481 0.0000000000
1.8347028332 0.1400000000 3.5084440467 4.3055240402 2.3781138386 0.0000000000
1.8750109466 0.1400000000 3.5084390104 4.3058931461 2.3782413357 0.0000000000
1.9153189617 0.1400000000 3.5084315888 4.3063160911 2.3783808273 0.0000000000
1.9556268880 0.1400000000 3.5084227989 4.3067871757 2.3785341014 0.0000000000
1.9959347350 0.1400000000 3.5084136576 4.3073007002 2.3787029461 0.0000000000
2.0362425123 0.1400000000 3.5084051819 4.3078509650 2.3788891493 0.0000000000
2.0765502293 0.1400000000 3.5083983888 4.3084322706 2.3790944990 0.0000000000
2.1168578956 0.1400000000 3.5083942951 4.3090389173 2.3793207831 0.0000000000
2.1571655208 0.1400000000 3.5083939180 4.3096652055 2.3795697898 0.0000000000
2.1974731142 0.1400000000 3.5083982743 4.3103054358 2.3798433070 0.0000000000
2.2377806510 0.1400000000 3.5084071206 4.3109657087 2.3801428016 0.0000000000
2.2780878466 0.1400000000 3.5084108274 4.3117402743 2.3804674548 0.0000000000
2.3183945486 0.1400000000 3.5084061108 4.3126683942 2.3808198367 0.0000000000
2.3587008210 0.1400000000 3.5083988488 4.3137071958 2.3812063091 0.0000000000
2.3990067174 0.1400000000 3.5083935022 4.3148259279 2.3816324156 0.0000000000
2.4393122506 0.1400000000 3.5083904225 4.3160292704 2.3821014337 0.0000000000
2.4796174058 0.1400000000 3.5083892678 4.3173282114 2.3826163914 0.0000000000
2.5199219915 0.1400000000 3.5083890259 4.3187422556 2.3831810416 0.0000000000
2.5602257290 0.1400000000 3.5083883536 4.3202951119 2.3837994950 0.0000000000
2.6005283391 0.1400000000 3.5083859054 4.3220105186 2.3844758648 0.0000000000
2.6408295425 0.1400000000 3.5083803357 4.3239122141 2.3852142643 0.0000000000
2.6811291941 0.1400000000 3.5083718135 4.3260095657 2.3860191159 0.0000000000
2.7214276347 0.1400000000 3.5083663906 4.3282580844 2.3868968319 0.0000000000
2.7617242906 0.1400000000 3.5083632817 4.3306950959 2.3878592007 0.0000000000
2.8020180493 0.1400000000 3.5083573204 4.3334076016 2.3889203579 0.0000000000
2.8423086734 0.1400000000 3.5083489426 4.3364015905 2.3900844425 0.0000000000
2.8825966824 0.1400000000 3.5083439289 4.3396092465 2.3913474499 0.0000000000
2.9228812679 0.1400000000 3.5083408267 4.3430760321 2.3927217552 0.0000000000
2.9631613294 0.1400000000 3.5083368790 4.3468670572 2.3942223746 0.0000000000
3.0034352106 0.1400000000 3.5083290092 4.3510466350 2.3958627266 0.0000000000
3.0437010057 0.1400000000 3.5083141314 4.3556765950 2.3976551993 0.0000000000
3.0839594150 0.1400000000 3.5082986415 4.3606962694 2.3996011093 0.0000000000
3.1242111462 0.1400000000 3.5082908700 4.3660381941 2.4017067933 0.0000000000
