# logAge Mass logTe Mbol logg C/O
4.1860800861 1.7500000000 3.6797100000 0.5705500000 2.6660980487 0.0000000000
4.1944990486 1.7500000000 3.6797085739 0.5704777870 2.6660634592 0.0000000000
4.2029180118 1.7500000000 3.6797071761 0.5704070390 2.6660295686 0.0000000000
4.2113369759 1.7500000000 3.6797058065 0.5703377521 2.6659963756 0.0000000000
4.2197559406 1.7500000000 3.6797044653 0.5702699224 2.6659638788 0.0000000000
4.2281749061 1.7500000000 3.6797031524 0.5702035460 2.6659320767 0.0000000000
4.2365938724 1.7500000000 3.6797018679 0.5701386190 2.6659009679 0.0000000000
4.2450128393 1.7500000000 3.6797006119 0.5700751375 2.6658705511 0.0000000000
4.2534318069 1.7500000000 3.6796993843 0.5700130975 2.6658408249 0.0000000000
4.2618507751 1.7500000000 3.6796981853 0.5699524952 2.6658117878 0.0000000000
4.2702697441 1.7500000000 3.6796970148 0.5698933266 2.6657834384 0.0000000000
4.2786887136 1.7500000000 3.6796958729 0.5698355879 2.6657557754 0.0000000000
4.2871076838 1.7500000000 3.6796947597 0.5697792750 2.6657287973 0.0000000000
4.2955266545 1.7500000000 3.6796936751 0.5697243842 2.6657025028 0.0000000000
4.3039456259 1.7500000000 3.6796926193 0.5696709114 2.6656768904 0.0000000000
4.3123645978 1.7500000000 3.6796915922 0.5696188529 2.6656519588 0.0000000000
4.3207835702 1.7500000000 3.6796905940 0.5695682046 2.6656277064 0.0000000000
4.3292025432 1.7500000000 3.6796896246 0.5695189626 2.6656041320 0.0000000000
4.3376215167 1.7500000000 3.6796886841 0.5694711231 2.6655812342 0.0000000000
4.3460404907 1.7500000000 3.6796877725 0.5694246821 2.6655590114 0.0000000000
4.3544594652 1.7500000000 3.6796868899 0.5693796357 2.6655374624 0.0000000000
4.3628784402 1.7500000000 3.6796860363 0.5693359801 2.6655165857 0.0000000000
4.3712974156 1.7500000000 3.6796852117 0.5692937112 2.6654963800 0.0000000000
4.3797163915 1.7500000000 3.6796844162 0.5692528252 2.6654768437 0.0000000000
4.3881353677 1.7500000000 3.6796836499 0.5692133182 2.6654579756 0.0000000000
