# logAge Mass logTe Mbol logg C/O
1.5807084500 0.1000000000 3.4262400000 5.7447500000 2.4788600000 0.0000000000
1.6236210238 0.1000000000 3.4262399504 5.7448262501 2.4788903018 0.0000000000
1.6665336006 0.1000000000 3.4262405532 5.7449036872 2.4789236876 0.0000000000
1.7094461788 0.1000000000 3.4262417303 5.7449842441 2.4789606190 0.0000000000
1.7523587568 0.1000000000 3.4262434040 5.7450698538 2.4790015576 0.0000000000
1.7952713331 0.1000000000 3.4262454964 5.7451624491 2.4790469651 0.0000000000
1.8381839061 0.1000000000 3.4262479295 5.7452639630 2.4790973032 0.0000000000
1.8810964741 0.1000000000 3.4262506255 5.7453763283 2.4791530334 0.0000000000
1.9240090357 0.1000000000 3.4262535066 5.7455014779 2.4792146174 0.0000000000
1.9669215892 0.1000000000 3.4262564948 5.7456413448 2.4792825169 0.0000000000
2.0098341330 0.1000000000 3.4262595122 5.7457978618 2.4793571935 0.0000000000
2.0527466657 0.1000000000 3.4262624917 5.7459727075 2.4794390497 0.0000000000
2.0956591863 0.1000000000 3.4262654356 5.7461658922 2.4795280994 0.0000000000
2.1385716939 0.1000000000 3.4262683747 5.7463767532 2.4796242002 0.0000000000
2.1814841877 0.1000000000 3.4262713644 5.7466047630 2.4797273630 0.0000000000
2.2243966626 0.1000000000 3.4262751908 5.7468534165 2.4798421299 0.0000000000
2.2673091087 0.1000000000 3.4262814669 5.7471307946 2.4799781854 0.0000000000
2.3102215122 0.1000000000 3.4262906151 5.7474460393 2.4801408763 0.0000000000
2.3531338667 0.1000000000 3.4262995485 5.7478006465 2.4803184526 0.0000000000
2.3960461999 0.1000000000 3.4263041595 5.7481736518 2.4804860985 0.0000000000
2.4389584809 0.1000000000 3.4263079497 5.7485806454 2.4806640571 0.0000000000
2.4818706637 0.1000000000 3.4263159769 5.7490466985 2.4808825870 0.0000000000
2.5247827670 0.1000000000 3.4263239389 5.7495578091 2.4811188791 0.0000000000
2.5676947762 0.1000000000 3.4263371430 5.7501146827 2.4813944450 0.0000000000
2.6106066467 0.1000000000 3.4263535013 5.7507342436 2.4817077027 0.0000000000
2.6535183848 0.1000000000 3.4263612762 5.7514107528 2.4820094059 0.0000000000
2.6964298851 0.1000000000 3.4263702341 5.7521745668 2.4823507631 0.0000000000
2.7393409392 0.1000000000 3.4263787555 5.7530818994 2.4827477819 0.0000000000
2.7822519292 0.1000000000 3.4263955494 5.7540076485 2.4831852571 0.0000000000
2.8251626986 0.1000000000 3.4264140033 5.7549945452 2.4836538313 0.0000000000
2.8680730312 0.1000000000 3.4264305452 5.7560946034 2.4841600221 0.0000000000
