age,mass,teff,Lbol,logg,radius
10.0000,0.013,289,-7.196,4.549,0.1003
10.0000,0.014,301,-7.139,4.589,0.0994
10.0000,0.015,313,-7.077,4.626,0.0986
10.0000,0.016,325,-7.019,4.661,0.0978
10.0000,0.017,336,-6.963,4.694,0.0970
10.0000,0.018,348,-6.910,4.726,0.0963
10.0000,0.019,360,-6.860,4.756,0.0956
10.0000,0.020,371,-6.812,4.784,0.0949
10.0000,0.022,394,-6.721,4.838,0.0936
10.0000,0.024,416,-6.636,4.887,0.0923
10.0000,0.026,439,-6.556,4.933,0.0911
10.0000,0.028,462,-6.478,4.976,0.0900
10.0000,0.030,485,-6.403,5.017,0.0889
10.0000,0.033,520,-6.297,5.072,0.0875
10.0000,0.035,542,-6.233,5.107,0.0866
10.0000,0.038,575,-6.145,5.156,0.0853
10.0000,0.040,596,-6.091,5.186,0.0845
10.0000,0.043,626,-6.016,5.229,0.0834
10.0000,0.045,646,-5.968,5.257,0.0826
10.0000,0.048,678,-5.898,5.295,0.0816
10.0000,0.050,700,-5.847,5.320,0.0810
10.0000,0.053,739,-5.764,5.355,0.0801
10.0000,0.055,769,-5.701,5.377,0.0795
10.0000,0.058,813,-5.612,5.408,0.0788
10.0000,0.060,846,-5.546,5.427,0.0784
10.0000,0.063,909,-5.426,5.453,0.0780
10.0000,0.064,936,-5.375,5.460,0.0779
10.0000,0.065,965,-5.324,5.468,0.0779
10.0000,0.066,1000,-5.262,5.474,0.0779
10.0000,0.067,1043,-5.187,5.479,0.0780
10.0000,0.068,1092,-5.105,5.483,0.0782
10.0000,0.069,1155,-5.003,5.485,0.0786
10.0000,0.070,1234,-4.883,5.485,0.0792
10.0000,0.071,1331,-4.741,5.482,0.0801
10.0000,0.072,1451,-4.577,5.475,0.0813
10.0000,0.073,1590,-4.402,5.463,0.0830
10.0000,0.074,1732,-4.232,5.449,0.0849
10.0000,0.075,1863,-4.085,5.434,0.0869
10.0000,0.077,2075,-3.861,5.409,0.0907
10.0000,0.080,2299,-3.636,5.378,0.0958
10.0000,0.085,2538,-3.399,5.339,0.1033
