age,mass,teff,Lbol,logg,radius
3.0000,0.080,2251,-3.641,5.347,0.0993
3.0000,0.085,2445,-3.437,5.312,0.1066
4.0000,0.008,285,-7.163,4.276,0.1077
4.0000,0.009,303,-7.061,4.335,0.1068
4.0000,0.010,323,-6.960,4.388,0.1059
4.0000,0.011,343,-6.859,4.436,0.1051
4.0000,0.012,370,-6.732,4.479,0.1045
4.0000,0.013,377,-6.709,4.523,0.1033
4.0000,0.014,391,-6.657,4.563,0.1024
4.0000,0.015,406,-6.596,4.600,0.1016
4.0000,0.016,420,-6.545,4.635,0.1008
4.0000,0.017,436,-6.488,4.668,0.1000
4.0000,0.018,452,-6.432,4.699,0.0993
4.0000,0.019,470,-6.369,4.729,0.0986
4.0000,0.020,486,-6.316,4.757,0.0979
4.0000,0.022,519,-6.216,4.810,0.0966
4.0000,0.024,548,-6.132,4.859,0.0953
4.0000,0.026,580,-6.042,4.904,0.0942
4.0000,0.028,613,-5.956,4.946,0.0932
4.0000,0.030,645,-5.879,4.986,0.0922
4.0000,0.033,690,-5.773,5.040,0.0907
4.0000,0.035,720,-5.709,5.075,0.0898
4.0000,0.038,766,-5.612,5.122,0.0886
4.0000,0.040,798,-5.550,5.152,0.0879
4.0000,0.043,849,-5.451,5.193,0.0869
4.0000,0.045,881,-5.392,5.219,0.0863
4.0000,0.048,928,-5.312,5.256,0.0854
4.0000,0.050,965,-5.250,5.279,0.0849
4.0000,0.053,1017,-5.164,5.312,0.0842
4.0000,0.055,1050,-5.115,5.333,0.0837
4.0000,0.058,1110,-5.023,5.361,0.0832
4.0000,0.060,1158,-4.953,5.378,0.0830
4.0000,0.063,1240,-4.834,5.400,0.0829
4.0000,0.064,1275,-4.785,5.406,0.0830
4.0000,0.065,1310,-4.736,5.411,0.0831
4.0000,0.066,1350,-4.682,5.416,0.0833
4.0000,0.067,1396,-4.621,5.419,0.0836
4.0000,0.068,1445,-4.557,5.422,0.0840
4.0000,0.069,1501,-4.486,5.423,0.0845
4.0000,0.070,1563,-4.409,5.422,0.0852
4.0000,0.071,1630,-4.327,5.420,0.0860
4.0000,0.072,1704,-4.241,5.416,0.0870
4.0000,0.073,1785,-4.146,5.409,0.0883
4.0000,0.074,1860,-4.062,5.402,0.0896
4.0000,0.075,1938,-3.976,5.393,0.0911
4.0000,0.077,2080,-3.823,5.374,0.0944
4.0000,0.080,2249,-3.644,5.348,0.0992
4.0000,0.085,2444,-3.437,5.312,0.1065
6.0000,0.010,289,-7.161,4.397,0.1048
6.0000,0.011,306,-7.067,4.446,0.1039
6.0000,0.012,329,-6.946,4.489,0.1033
6.0000,0.013,337,-6.913,4.532,0.1022
6.0000,0.014,349,-6.862,4.572,0.1013
6.0000,0.015,363,-6.802,4.609,0.1005
6.0000,0.016,377,-6.741,4.644,0.0997
6.0000,0.017,391,-6.685,4.677,0.0990
6.0000,0.018,405,-6.629,4.708,0.0982
6.0000,0.019,418,-6.581,4.738,0.0975
6.0000,0.020,432,-6.529,4.767,0.0968
6.0000,0.022,461,-6.432,4.820,0.0955
6.0000,0.024,489,-6.339,4.869,0.0942
6.0000,0.026,516,-6.258,4.915,0.0930
6.0000,0.028,543,-6.179,4.958,0.0919
6.0000,0.030,569,-6.106,4.997,0.0909
6.0000,0.033,609,-6.004,5.053,0.0895
6.0000,0.035,638,-5.932,5.087,0.0886
6.0000,0.038,679,-5.836,5.135,0.0873
6.0000,0.040,706,-5.775,5.165,0.0866
6.0000,0.043,746,-5.690,5.207,0.0855
6.0000,0.045,774,-5.634,5.234,0.0848
6.0000,0.048,815,-5.553,5.272,0.0838
6.0000,0.050,845,-5.497,5.296,0.0833
6.0000,0.053,890,-5.414,5.329,0.0825
6.0000,0.055,922,-5.358,5.350,0.0820
6.0000,0.058,976,-5.266,5.380,0.0814
6.0000,0.060,1019,-5.194,5.397,0.0811
6.0000,0.063,1097,-5.067,5.420,0.0810
6.0000,0.064,1129,-5.017,5.427,0.0810
6.0000,0.065,1167,-4.959,5.433,0.0811
6.0000,0.066,1210,-4.894,5.437,0.0813
6.0000,0.067,1260,-4.821,5.441,0.0816
6.0000,0.068,1317,-4.739,5.442,0.0820
6.0000,0.069,1382,-4.648,5.443,0.0826
6.0000,0.070,1458,-4.548,5.441,0.0834
6.0000,0.071,1541,-4.441,5.436,0.0844
6.0000,0.072,1635,-4.326,5.430,0.0856
6.0000,0.073,1732,-4.209,5.420,0.0872
6.0000,0.074,1829,-4.098,5.409,0.0889
6.0000,0.075,1920,-3.997,5.398,0.0907
6.0000,0.077,2075,-3.828,5.376,0.0942
6.0000,0.080,2249,-3.644,5.348,0.0992
6.0000,0.085,2444,-3.438,5.312,0.1065
8.0000,0.011,284,-7.206,4.452,0.1032
8.0000,0.012,303,-7.100,4.496,0.1024
8.0000,0.013,311,-7.062,4.539,0.1014
8.0000,0.014,323,-7.000,4.579,0.1006
8.0000,0.015,336,-6.940,4.615,0.0998
8.0000,0.016,348,-6.887,4.651,0.0990
8.0000,0.017,361,-6.831,4.684,0.0982
8.0000,0.018,375,-6.770,4.715,0.0975
8.0000,0.019,388,-6.720,4.745,0.0968
8.0000,0.020,400,-6.669,4.773,0.0961
8.0000,0.022,426,-6.573,4.827,0.0947
8.0000,0.024,450,-6.490,4.877,0.0934
8.0000,0.026,475,-6.407,4.922,0.0923
8.0000,0.028,501,-6.325,4.965,0.0912
8.0000,0.030,525,-6.254,5.005,0.0902
8.0000,0.033,560,-6.157,5.060,0.0887
8.0000,0.035,583,-6.095,5.095,0.0878
8.0000,0.038,620,-6.002,5.143,0.0865
8.0000,0.040,644,-5.943,5.174,0.0857
8.0000,0.043,684,-5.850,5.216,0.0846
8.0000,0.045,709,-5.795,5.243,0.0839
8.0000,0.048,745,-5.719,5.282,0.0829
8.0000,0.050,773,-5.660,5.305,0.0823
8.0000,0.053,815,-5.579,5.339,0.0815
8.0000,0.055,841,-5.529,5.361,0.0810
8.0000,0.058,890,-5.436,5.391,0.0804
8.0000,0.060,929,-5.366,5.409,0.0800
8.0000,0.063,1004,-5.234,5.433,0.0798
8.0000,0.064,1036,-5.180,5.440,0.0798
8.0000,0.065,1073,-5.118,5.446,0.0799
8.0000,0.066,1117,-5.045,5.450,0.0801
8.0000,0.067,1167,-4.967,5.454,0.0803
8.0000,0.068,1228,-4.874,5.456,0.0808
8.0000,0.069,1300,-4.768,5.455,0.0814
8.0000,0.070,1385,-4.648,5.452,0.0822
8.0000,0.071,1483,-4.517,5.446,0.0834
8.0000,0.072,1593,-4.378,5.437,0.0849
8.0000,0.073,1710,-4.237,5.425,0.0867
8.0000,0.074,1817,-4.113,5.412,0.0886
8.0000,0.075,1915,-4.003,5.399,0.0905
8.0000,0.077,2075,-3.829,5.376,0.0942
8.0000,0.080,2249,-3.644,5.348,0.0992
8.0000,0.085,2444,-3.438,5.312,0.1065
10.0000,0.013,292,-7.173,4.544,0.1009
10.0000,0.014,304,-7.116,4.583,0.1000
10.0000,0.015,316,-7.056,4.620,0.0992
10.0000,0.016,328,-6.997,4.655,0.0984
10.0000,0.017,340,-6.942,4.688,0.0977
10.0000,0.018,352,-6.888,4.720,0.0969
10.0000,0.019,364,-6.836,4.750,0.0962
10.0000,0.020,376,-6.786,4.778,0.0955
10.0000,0.022,400,-6.691,4.832,0.0942
10.0000,0.024,423,-6.603,4.882,0.0929
10.0000,0.026,446,-6.521,4.928,0.0917
10.0000,0.028,469,-6.446,4.970,0.0906
10.0000,0.030,491,-6.377,5.010,0.0896
10.0000,0.033,523,-6.279,5.066,0.0881
10.0000,0.035,545,-6.217,5.101,0.0872
10.0000,0.038,579,-6.127,5.149,0.0859
10.0000,0.040,601,-6.069,5.180,0.0851
10.0000,0.043,636,-5.984,5.223,0.0840
10.0000,0.045,659,-5.930,5.250,0.0832
10.0000,0.048,694,-5.850,5.289,0.0823
10.0000,0.050,718,-5.797,5.313,0.0816
10.0000,0.053,756,-5.716,5.347,0.0808
10.0000,0.055,783,-5.660,5.369,0.0803
10.0000,0.058,829,-5.568,5.399,0.0796
10.0000,0.060,866,-5.497,5.417,0.0793
10.0000,0.063,937,-5.364,5.442,0.0790
10.0000,0.064,967,-5.307,5.449,0.0790
10.0000,0.065,1004,-5.242,5.455,0.0790
10.0000,0.066,1047,-5.168,5.460,0.0792
10.0000,0.067,1098,-5.081,5.463,0.0795
10.0000,0.068,1161,-4.980,5.465,0.0799
10.0000,0.069,1238,-4.862,5.464,0.0805
10.0000,0.070,1333,-4.723,5.461,0.0815
10.0000,0.071,1444,-4.571,5.453,0.0828
10.0000,0.072,1569,-4.409,5.442,0.0844
10.0000,0.073,1696,-4.254,5.428,0.0864
10.0000,0.074,1812,-4.119,5.413,0.0885
10.0000,0.075,1913,-4.005,5.400,0.0905
10.0000,0.077,2074,-3.829,5.376,0.0942
10.0000,0.080,2249,-3.644,5.348,0.0992
10.0000,0.085,2444,-3.438,5.312,0.1065
15.0000,0.016,295,-7.190,4.663,0.0975
15.0000,0.017,305,-7.134,4.696,0.0968
15.0000,0.018,316,-7.080,4.728,0.0960
15.0000,0.019,328,-7.025,4.758,0.0953
15.0000,0.020,338,-6.976,4.787,0.0946
15.0000,0.022,360,-6.881,4.841,0.0933
15.0000,0.024,380,-6.798,4.890,0.0920
15.0000,0.026,401,-6.716,4.936,0.0908
15.0000,0.028,421,-6.641,4.979,0.0897
15.0000,0.030,441,-6.573,5.019,0.0886
15.0000,0.033,469,-6.481,5.075,0.0872
15.0000,0.035,487,-6.424,5.110,0.0862
15.0000,0.038,515,-6.339,5.159,0.0849
15.0000,0.040,534,-6.284,5.190,0.0841
15.0000,0.043,565,-6.199,5.233,0.0830
15.0000,0.045,585,-6.146,5.260,0.0823
15.0000,0.048,615,-6.070,5.299,0.0812
15.0000,0.050,637,-6.017,5.324,0.0806
15.0000,0.053,670,-5.938,5.359,0.0797
15.0000,0.055,690,-5.892,5.381,0.0792
15.0000,0.058,731,-5.800,5.412,0.0785
15.0000,0.060,764,-5.728,5.431,0.0781
15.0000,0.063,828,-5.591,5.456,0.0777
15.0000,0.064,856,-5.534,5.463,0.0777
15.0000,0.065,891,-5.464,5.469,0.0777
15.0000,0.066,933,-5.383,5.474,0.0779
15.0000,0.067,984,-5.287,5.478,0.0781
15.0000,0.068,1050,-5.169,5.480,0.0785
15.0000,0.069,1137,-5.025,5.479,0.0792
15.0000,0.070,1248,-4.851,5.473,0.0803
15.0000,0.071,1386,-4.652,5.463,0.0819
15.0000,0.072,1540,-4.447,5.447,0.0839
15.0000,0.073,1686,-4.266,5.430,0.0862
15.0000,0.074,1810,-4.121,5.414,0.0884
15.0000,0.075,1912,-4.006,5.400,0.0905
15.0000,0.077,2074,-3.830,5.376,0.0942
15.0000,0.080,2248,-3.645,5.348,0.0992
15.0000,0.085,2444,-3.438,5.312,0.1065
