mass,logg,Lbol,age,teff,radius
0.33,4.77398724,-1.71776036,70.0,3440.290292597198,0.39011427298992846
0.34,4.77244606,-1.69750519,70.0,3451.6935420309665,0.3966869741904316
0.35,4.77078938,-1.6775141,70.0,3463.106918653024,0.4032459646267638
0.36,4.7690013,-1.65772928,70.0,3474.5905968158604,0.4098069788588725
0.37,4.76706309,-1.63808706,70.0,3486.2134974607798,0.41638809111465425
0.38,4.76496612,-1.61851885,70.0,3498.05650122251,0.42299768445851293
0.39,4.76270548,-1.59896509,70.0,3510.188911708814,0.42964251485126614
0.4,4.76028097,-1.5794072,70.0,3522.6208393782704,0.4363319952518389
0.41,4.75768877,-1.55982689,70.0,3535.356793548901,0.4430770239602154
0.42,4.75490585,-1.54016597,70.0,3548.441011423818,0.4498905180333508
0.43,4.75190766,-1.52035992,70.0,3561.929423097024,0.45678682588345754
0.44,4.74868282,-1.50035873,70.0,3575.8848065557136,0.4637823640687398
0.45,4.74522407,-1.48011926,70.0,3590.3674667248947,0.4708928649634494
0.46,4.7415276,-1.45961116,70.0,3605.418144355125,0.47812684680527395
0.47,4.73758471,-1.43878744,70.0,3621.1024311351953,0.4854950429614632
0.48,4.73336369,-1.41752165,70.0,3637.603340328581,0.493024101163156
0.49,4.72883642,-1.39568202,70.0,3655.1306911277084,0.5007396252777941
0.5,4.72401208,-1.37319497,70.0,3673.8745281628585,0.5086420606246922
0.51,4.71890733,-1.34999213,70.0,3694.0305263739983,0.5167279936360781
0.52,4.71353142,-1.32596773,70.0,3715.8307126076234,0.5250060281145894
0.53,4.70789152,-1.30100333,70.0,3739.5383380113294,0.533485745792827
0.54,4.70199394,-1.27496732,70.0,3765.4913995318198,0.5421669376933276
0.55,4.69586135,-1.24772765,70.0,3794.0796159829256,0.5510385339637442
0.56,4.68958248,-1.21916391,70.0,3825.799622745458,0.5600558526232559
0.57,4.68324079,-1.18924663,70.0,3860.9518894410444,0.5691750966965946
0.58,4.67683241,-1.15829866,70.0,3898.880730338859,0.5783992884295804
0.59,4.67036595,-1.12654071,70.0,3939.173503337961,0.5877226525276054
0.6,4.6639872,-1.09343285,70.0,3983.465865239672,0.5970509586494077
0.61,4.65788218,-1.05852771,70.0,4033.352041327112,0.6062556792634928
0.62,4.65226063,-1.02250902,70.0,4087.907875129393,0.6151764194309642
0.63,4.64728895,-0.98620688,70.0,4145.71029471188,0.6236756236626345
0.64,4.64293638,-0.94990604,70.0,4206.083789231964,0.6317616365111396
0.65,4.63920455,-0.91375115,70.0,4268.740455644493,0.6394211098921396
0.66,4.6364217,-0.87787209,70.0,4334.259402567157,0.6463892869978235
0.67,4.6349056,-0.84270136,70.0,4402.462141635287,0.6524004471045247
0.68,4.63460535,-0.80989678,70.0,4469.025163233879,0.6574721027957978
0.69,4.63542394,-0.7811896,70.0,4529.0527609290675,0.6616633051594344
0.7,4.63744853,-0.75737956,70.0,4580.387702528017,0.6648920190775569
0.71,4.64069631,-0.73874294,70.0,4622.040323268551,0.6671308129627728
0.72,4.64472055,-0.72439371,70.0,4654.896939038605,0.6687120513352263
0.73,4.64898427,-0.71318421,70.0,4680.386629247057,0.670043887996466
0.74,4.65305337,-0.70408259,70.0,4699.983248037428,0.6714606089701707
0.75,4.65657954,-0.6961673,70.0,4715.151593585115,0.6732338127157336
0.76,4.65945462,-0.68884215,70.0,4727.174453798797,0.6754527901511079
0.77,4.6616305,-0.68159227,70.0,4737.302091535455,0.6781622483610595
0.78,4.66305907,-0.67390282,70.0,4746.799085242618,0.6814085522079472
0.79,4.66369219,-0.66525893,70.0,4756.9413841329015,0.6852400529944981
0.8,4.66348177,-0.65514575,70.0,4769.015895791175,0.6897074386850008
0.81,4.66237969,-0.64304843,70.0,4784.32429848712,0.6948641567502671
0.82,4.66033783,-0.62845211,70.0,4804.190056408823,0.7007668835517958
0.83,4.65730808,-0.61084194,70.0,4829.96885158171,0.7074760135282757
0.84,4.65324232,-0.58970305,70.0,4863.063158983632,0.7150561891114169
0.85,4.64809244,-0.5645206,70.0,4904.940686533804,0.7235770105067337
0.86,4.64181033,-0.53477973,70.0,4957.157755302428,0.733113673964829
0.87,4.63434786,-0.49996558,70.0,5021.387070675826,0.7437477416041363
0.88,4.62565693,-0.4595633,70.0,5099.451786029566,0.7555680934362513
0.89,4.61568941,-0.41305803,70.0,5193.366234729759,0.7686718733670992
0.12,3.9612341,-1.52345762,5.0,3103.2044544915357,0.5996605517241681
0.13,3.96583792,-1.48099742,5.0,3125.426211082608,0.6207791329575955
0.14,3.96872266,-1.44009297,5.0,3146.2128463495783,0.6421458349458338
0.15,3.97111396,-1.40160441,5.0,3165.8037558651813,0.6629631204688234
0.16,3.97341457,-1.36562891,5.0,3184.3655729818715,0.6829717339939272
0.17,3.97582148,-1.33207286,5.0,3202.049932587956,0.7020586102022087
0.18,3.97853169,-1.30084269,5.0,3219.0132179915595,0.7201133793959643
0.19,3.98174221,-1.27184479,5.0,3235.415859456398,0.737029532115587
0.2,3.98565002,-1.24498558,5.0,3251.42222490113,0.7527053276803821
0.21,3.9898801,-1.21966792,5.0,3267.123488864219,0.7675275089946281
0.22,3.99176919,-1.19328058,5.0,3282.303606926648,0.7838937467104119
0.23,3.98951053,-1.16406053,5.0,3296.7937637403784,0.8036044814370533
0.24,3.98701141,-1.13565167,5.0,3310.9384702939697,0.8232526171043403
0.25,3.98818722,-1.11168985,5.0,3325.109639857137,0.8390926366262542
0.26,3.99127163,-1.09037165,5.0,3339.2511945127835,0.8526750984127205
0.27,3.99375522,-1.06919316,5.0,3353.241713217877,0.8664315336707886
0.28,3.99583774,-1.04828768,5.0,3367.1395813677286,0.8802149083319274
0.29,3.99821163,-1.02826951,5.0,3381.033158472305,0.8933570314324756
0.3,4.00083077,-1.00903973,5.0,3394.945133978124,0.9058986657309984
0.31,4.00351113,-0.99037059,5.0,3408.880051911827,0.9180297598686801
0.32,4.0062555,-0.97223216,5.0,3422.835282208984,0.9297679894894505
0.33,4.00910129,-0.95463421,5.0,3436.8049880291064,0.9410949869238173
0.34,4.01203777,-0.93754733,5.0,3450.778154266253,0.9520268128250461
0.35,4.01503972,-0.92092895,5.0,3464.7497332261973,0.9625940436112409
0.36,4.01807222,-0.90472284,5.0,3478.7430364742645,0.972845826234004
0.37,4.02110372,-0.88888618,5.0,3492.7536888332797,0.9828303972602808
0.38,4.02412567,-0.87344351,5.0,3506.6348125179293,0.9925661496729389
0.39,4.02713402,-0.8584067,5.0,3520.281067881882,1.002065753547024
0.4,4.03011955,-0.84366978,5.0,3533.906379803226,1.0113475343564253
0.41,4.03308196,-0.82913628,5.0,3547.729097863991,1.0204210054094447
0.42,4.03606175,-0.81486573,5.0,3561.6522182632216,1.0292520010108894
0.43,4.0390996,-0.80090511,5.0,3575.596141914133,1.0378032824892756
0.44,4.04219613,-0.78709524,5.0,3589.8779208649835,1.046072848869342
0.45,4.0453306,-0.77326535,5.0,3604.805275879915,1.0540842397948613
0.46,4.04843685,-0.75940425,5.0,3620.2344767709483,1.0619265278717878
0.47,4.05144379,-0.74554163,5.0,3635.92695706201,1.069698360075456
0.48,4.05430604,-0.73171083,5.0,3651.731434680958,1.0774619941033288
0.49,4.0569951,-0.71796796,5.0,3667.48207597324,1.0852601592192788
0.5,4.05952447,-0.7044563,5.0,3682.872042382328,1.093090449950176
0.51,4.06191917,-0.69132178,5.0,3697.6026552313224,1.1009337612295038
0.52,4.06420845,-0.67863354,5.0,3711.5661906565733,1.1087504267586492
0.53,4.06642718,-0.66640785,5.0,3724.783887614869,1.1164940423407845
0.54,4.06862867,-0.65452606,5.0,3737.6043797002108,1.124114811038438
0.55,4.07085764,-0.64286601,5.0,3750.3693436744957,1.1315717066461843
0.56,4.07310615,-0.63142647,5.0,3763.047063780499,1.1388655342603755
0.57,4.07535955,-0.62021307,5.0,3775.5789838983915,1.1460056004404686
0.58,4.07762906,-0.60913784,5.0,3788.1788062737014,1.1529915912413728
0.59,4.07992755,-0.59810644,5.0,3801.0803488390316,1.1598215663661522
0.6,4.08224853,-0.58709245,5.0,3814.314685503779,1.1664962849670526
0.61,4.08457956,-0.57609591,5.0,3827.839767347634,1.1730236006719426
0.62,4.08690364,-0.56515454,5.0,3841.5258504986123,1.1794367613824968
0.63,4.08920861,-0.55430772,5.0,3855.253587772713,1.1857644069449322
0.64,4.09150601,-0.54356372,5.0,3869.0386664420453,1.1919883203282844
0.65,4.09380134,-0.53291622,5.0,3882.910944397429,1.198096529066681
0.66,4.0960521,-0.5223316,5.0,3896.8180660290104,1.2041518299360077
0.67,4.09822084,-0.5117857,5.0,3910.7012483500466,1.2102124042935345
0.68,4.1003384,-0.50131955,5.0,3924.560965917456,1.2162388448094177
0.69,4.10243863,-0.49097235,5.0,3938.4065042545058,1.2221864654132433
0.7,4.10449946,-0.48071074,5.0,3952.220713875406,1.2280920783111615
0.71,4.10649359,-0.47049719,5.0,3965.9833808930143,1.233999603065771
0.72,4.10842909,-0.46034992,5.0,3979.6870328437662,1.239896574030512
0.73,4.11032255,-0.45029959,5.0,3993.3288890880062,1.2457565519965519
0.74,4.11218959,-0.44037079,5.0,4006.9110354827894,1.2515557793032612
0.75,4.11404168,-0.43057998,5.0,4020.436156302479,1.2572772580621903
0.76,4.11587482,-0.42091709,5.0,4033.90494244318,1.2629300589540504
0.77,4.11768113,-0.41136539,5.0,4047.317268544272,1.2685299635114555
0.78,4.11945273,-0.40190819,5.0,4060.6732075256255,1.2740930890155608
0.79,4.12118174,-0.39252876,5.0,4073.9728460228735,1.2796357949529449
0.8,4.12286029,-0.38321041,5.0,4087.216190234505,1.285174855580399
0.81,4.1244805,-0.37393641,5.0,4100.403258776002,1.2907272231544045
0.82,4.12603449,-0.36469007,5.0,4113.534177365903,1.296310205119531
0.83,4.12751438,-0.35545466,5.0,4126.608990260666,1.3019414083789196
0.84,4.12891229,-0.34621348,5.0,4139.627849345182,1.3076387144904265
0.85,4.13022035,-0.33694982,5.0,4152.590824355259,1.3134203774669533
0.86,4.13143068,-0.32764696,5.0,4165.498093169536,1.3193048530835145
0.87,4.1325354,-0.31828821,5.0,4178.349654620037,1.3253111141273517
0.88,4.13352663,-0.30885684,5.0,4191.14580801624,1.3314583021450863
0.89,4.1343965,-0.29933614,5.0,4203.886673526479,1.3377660494613088
0.12,4.8391399,-2.41081484,80.0,3086.376474786536,0.21825040083688446
0.13,4.83829371,-2.35758597,80.0,3118.030578528096,0.22735992640239117
0.14,4.83716813,-2.30832882,80.0,3146.6211685127164,0.23627400340297208
0.15,4.83586283,-2.26270836,80.0,3172.4678527765464,0.24497365392714412
0.16,4.83443124,-2.22037504,80.0,3195.8757031364676,0.25345323570179557
0.17,4.8329152,-2.18097568,80.0,3217.158515931623,0.2617150876105761
0.18,4.83135657,-2.14415709,80.0,3236.6441954492534,0.2697674644413799
0.19,4.82979718,-2.10956612,80.0,3254.673441191544,0.27762443006844895
0.2,4.82827891,-2.07684956,80.0,3271.5973670277467,0.2853057667933898
0.21,4.82680805,-2.04567639,80.0,3287.713538201758,0.29283981242540186
0.22,4.82524875,-2.01580408,80.0,3303.0733652220733,0.3002731638714114
0.23,4.8235064,-1.98707434,80.0,3317.6880614905895,0.30763829093910355
0.24,4.82179357,-1.95957725,80.0,3331.654824012063,0.314873687337819
0.25,4.82032213,-1.93339584,80.0,3345.0812424347655,0.3219137816994533
0.26,4.81899398,-1.90833662,80.0,3358.0231050674674,0.32879333853268605
0.27,4.81765985,-1.88415986,80.0,3370.53382608686,0.3355697466302883
0.28,4.81627581,-1.86071761,80.0,3382.708307587777,0.3422704217543635
0.29,4.81482404,-1.83789273,80.0,3394.649893059006,0.348913979395159
0.3,4.81328589,-1.81559974,80.0,3406.4502452579954,0.3555101871833211
0.31,4.81164466,-1.79376293,80.0,3418.182528355485,0.3620680724888765
0.32,4.80989216,-1.77231424,80.0,3429.8553137928684,0.36860081403497175
0.33,4.80801901,-1.75118704,80.0,3441.479048965011,0.37512346386885664
0.34,4.80600243,-1.7303131,80.0,3453.1382012503295,0.3816515583311135
0.35,4.80382009,-1.70962766,80.0,3464.919506695057,0.3881999543661741
0.36,4.80146484,-1.6890817,80.0,3476.840356792756,0.39477767046922685
0.37,4.79893264,-1.66862407,80.0,3488.9237652695924,0.40139259847293407
0.38,4.79621694,-1.64817961,80.0,3501.2849741673435,0.4080529575962465
0.39,4.79330704,-1.62767541,80.0,3514.034815678845,0.4147701177931677
0.4,4.79017818,-1.60707168,80.0,3527.1699026652077,0.4215667988375861
0.41,4.78680751,-1.58633389,80.0,3540.67822423154,0.42846530434385904
0.42,4.78319354,-1.56541532,80.0,3554.6312123282246,0.43547080080552136
0.43,4.77933687,-1.54426684,80.0,3569.117535080149,0.4425865074183347
0.44,4.77522481,-1.52284177,80.0,3584.208455156485,0.44982605789770846
0.45,4.77083767,-1.5010844,80.0,3599.9737995270443,0.45720900974534484
0.46,4.76614098,-1.47890026,80.0,3616.4934261602275,0.4647661715567692
0.47,4.76110581,-1.45618803,80.0,3633.878898060791,0.4725256737282644
0.48,4.75574015,-1.43285781,80.0,3652.3558975127094,0.48048809315029894
0.49,4.75005795,-1.40881643,80.0,3672.179061839428,0.4886507278582816
0.5,4.74406015,-1.3839463,80.0,3693.5922474907143,0.497028051112373
0.51,4.73774967,-1.35812826,80.0,3716.8509009053346,0.5056344666121829
0.52,4.73115055,-1.33126145,80.0,3742.2543337722877,0.5144636800603373
0.53,4.72430463,-1.30323834,80.0,3770.166064538106,0.5234969551422152
0.54,4.71730385,-1.27390649,80.0,3801.143978672199,0.5326881920409863
0.55,4.71024295,-1.24319248,80.0,3835.6023849766575,0.5419868505477998
0.56,4.70317759,-1.21138388,80.0,3873.1209556541635,0.5513611987542538
0.57,4.69616527,-1.17874463,80.0,3913.328808193418,0.5607750206101579
0.58,4.68930969,-1.14508322,80.0,3956.9657391266137,0.570157025385121
0.59,4.68276281,-1.11023691,80.0,4004.841014529295,0.5793999321364425
0.6,4.67682331,-1.07461341,80.0,4056.7895609318452,0.5882961415562264
0.61,4.67174946,-1.03878381,80.0,4112.17624552936,0.596654279573763
0.62,4.66749113,-1.00340232,80.0,4169.486576684879,0.6044832204515075
0.63,4.66400468,-0.96914256,80.0,4227.085672637666,0.6117895718181081
0.64,4.66158086,-0.93667271,80.0,4283.976107217205,0.618346960009943
0.65,4.66053537,-0.90679021,80.0,4338.837849160621,0.6239057239033029
0.66,4.66094928,-0.88081509,80.0,4388.448943370331,0.6283843495110968
0.67,4.66274585,-0.85981425,80.0,4429.7182090013885,0.6318195938169294
0.68,4.66545166,-0.84331941,80.0,4462.395510604624,0.6345409288713587
0.69,4.66846894,-0.83022935,80.0,4487.5823371828965,0.6369773210743102
0.7,4.67109904,-0.81844637,80.0,4508.741743103218,0.6396393451743042
0.71,4.67270774,-0.80579358,80.0,4529.8016955392695,0.6429994034458981
0.72,4.67301947,-0.79077386,80.0,4553.970992965523,0.647277126236696
0.73,4.67189475,-0.77226206,80.0,4583.918737819065,0.6525994748904279
0.74,4.66937982,-0.74994122,80.0,4620.737634750419,0.6589598892732521
0.75,4.66558859,-0.72383761,80.0,4664.834388689624,0.6663031247867045
0.76,4.66071986,-0.69454227,80.0,4715.336383988914,0.6745072467615724
0.77,4.65499369,-0.66278747,80.0,4771.020471124567,0.6834294983638382
0.78,4.64863014,-0.62930543,80.0,4830.617273555415,0.6929207551337954
0.79,4.64184925,-0.59482842,80.0,4892.798493361158,0.7028239945892336
0.8,4.63487107,-0.56008868,80.0,4956.1675514930375,0.7129731582476058
0.81,4.62791566,-0.52581846,80.0,5019.254187611572,0.7231922942458017
0.82,4.62120307,-0.49275001,80.0,5080.51291842732,0.7332951625119842
0.83,4.61495335,-0.46161557,80.0,5138.326538029091,0.7430853513141991
0.84,4.60938655,-0.4331474,80.0,5191.014237156193,0.7523567816471094
0.85,4.60472272,-0.40807773,80.0,5236.844760581545,0.7608948768848972
0.86,4.60118191,-0.38713883,80.0,5274.056402854729,0.7684782671488642
0.87,4.59898417,-0.37106294,80.0,5300.880452985213,0.7748810674994346
0.88,4.59834956,-0.3605823,80.0,5315.572549652645,0.779875810523297
0.89,4.59949813,-0.35642916,80.0,5316.446770774254,0.783237026534895
0.12,4.90159468,-2.47892859,100.0,3076.3313409719003,0.20310743893551972
0.13,4.90073629,-2.4245182,100.0,3109.930116007162,0.2115863174694546
0.14,4.89951633,-2.37421254,100.0,3140.162623477593,0.2199058739282653
0.15,4.89802978,-2.32764209,100.0,3167.368330244107,0.22805105726001235
0.16,4.89633784,-2.28443786,100.0,3191.8810619288006,0.23601646972025697
0.17,4.89449325,-2.24423102,100.0,3214.0474196457817,0.2438030138569673
0.18,4.89254876,-2.20665273,100.0,3234.2311080054556,0.2514166063864821
0.19,4.89055712,-2.17133415,100.0,3252.810476113586,0.25886812017496347
0.2,4.88857108,-2.13790645,100.0,3270.1762492198227,0.26617328223301207
0.21,4.88661412,-2.10603448,100.0,3286.664621676649,0.2733539664376631
0.22,4.88459269,-2.07551791,100.0,3302.358515482741,0.2804423902443965
0.23,4.88243779,-2.04622771,100.0,3317.2849622795407,0.2874610516027482
0.24,4.88029572,-2.0181853,100.0,3331.5024731195085,0.2943690457381199
0.25,4.87831496,-1.99140435,100.0,3345.0870191904087,0.30112311889965343
0.26,4.87643746,-1.96571725,100.0,3358.1492958644226,0.30774880838359264
0.27,4.87455778,-1.94091544,100.0,3370.803684805881,0.31429069258730624
0.28,4.87258754,-1.91680813,100.0,3383.1402337539366,0.32078639428657435
0.29,4.87046011,-1.8932276,100.0,3395.252830947409,0.3272671541866296
0.3,4.86817872,-1.87008087,100.0,3407.273221090251,0.3337379853920272
0.31,4.86575513,-1.84729415,100.0,3419.3191613326685,0.3402010424097705
0.32,4.86316538,-1.82479583,100.0,3431.4082413978545,0.3466748289953437
0.33,4.86038051,-1.8025158,100.0,3443.545375142039,0.3531806731714745
0.34,4.85738725,-1.78038776,100.0,3455.786549869837,0.35973002675485194
0.35,4.85417333,-1.75834372,100.0,3468.2046006381906,0.3663340353872065
0.36,4.8507148,-1.73630504,100.0,3480.8871200998706,0.37301182519460613
0.37,4.84699148,-1.71419537,100.0,3493.922037364124,0.37978212484400864
0.38,4.84300987,-1.69195821,100.0,3507.3807980031884,0.38665030758435665
0.39,4.83877567,-1.66954247,100.0,3521.3258104581373,0.39362128065853547
0.4,4.83426466,-1.64689899,100.0,3535.7973012729462,0.40071229681329745
0.41,4.82944782,-1.62397381,100.0,3550.844713227525,0.40794442274176096
0.42,4.82430693,-1.60069209,100.0,3566.576962355833,0.41533862422100487
0.43,4.81882584,-1.57697954,100.0,3583.099018446736,0.4229154975828071
0.44,4.81298573,-1.5527849,100.0,3600.4333846592344,0.43069146951523096
0.45,4.80677204,-1.52805162,100.0,3618.6274223697937,0.43868201535439466
0.46,4.80018973,-1.50267889,100.0,3637.910497227163,0.44690120945583733
0.47,4.79324923,-1.47655672,100.0,3658.557204770656,0.4553603686501657
0.48,4.78596304,-1.44958282,100.0,3680.824745944438,0.4640592993673978
0.49,4.77835496,-1.4216664,100.0,3704.9710600069816,0.4729912318395735
0.5,4.7704917,-1.39275515,100.0,3731.258346899781,0.48213554430626354
0.51,4.76246179,-1.36280532,100.0,3759.987749972517,0.4914574466949082
0.52,4.75439787,-1.33176904,100.0,3791.595245422639,0.500882732476862
0.53,4.74644314,-1.29968564,100.0,3826.3675078014307,0.5103250302688759
0.54,4.73873871,-1.26694733,100.0,3863.8046427494983,0.5197035100084647
0.55,4.73141691,-1.23397096,100.0,3903.31930928739,0.5289371855089522
0.56,4.72457709,-1.20091887,100.0,3944.8338849540246,0.5379494279179292
0.57,4.71836388,-1.16803424,100.0,3988.1872431484944,0.5466296314095469
0.58,4.71313588,-1.13613808,100.0,4032.3381992308846,0.5547304555955722
0.59,4.70921301,-1.10618331,100.0,4075.7899115109694,0.5620197921500267
0.6,4.70654625,-1.07907268,100.0,4116.218213511624,0.5685014412013404
0.61,4.70496658,-1.05546993,100.0,4151.509919964378,0.5742627812782398
0.62,4.70419357,-1.03513315,100.0,4181.465231336075,0.5794663483192191
