# mass             age              teff             Lbol             radius           logg             MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
  0.04100000       1.34339933E-02   2804.23188331    -2.48729967      0.24218545       4.28290250       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       1.70125428E-02   2779.81991762    -2.58554269      0.22009957       4.36596062       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       2.15443469E-02   2742.72818945    -2.68573012      0.20146460       4.44280251       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       2.72833338E-02   2706.60013725    -2.78023345      0.18555030       4.51427490       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       3.45510729E-02   2658.39790852    -2.87860774      0.17174583       4.58142738       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       4.37547938E-02   2603.59597677    -2.97773103      0.15973882       4.64437940       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       5.54102033E-02   2539.31430249    -3.08012386      0.14925566       4.70333900       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       7.01703829E-02   2467.08377265    -3.18569113      0.14002875       4.75876543       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       8.88623816E-02   2385.34181752    -3.29638790      0.13186562       4.81093729       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       1.12533558E-01   2289.05289360    -3.41580343      0.12480197       4.85875740       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       1.42510267E-01   2178.70152489    -3.54480987      0.11874993       4.90193332       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       1.80472177E-01   2070.54978870    -3.67190601      0.11358184       4.94058133       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       2.28546386E-01   1953.94500062    -3.80700884      0.10916855       4.97500465       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       2.89426612E-01   1835.73857146    -3.94622972      0.10536152       5.00583427       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04100000       3.66524124E-01   1716.83467334    -4.08960619      0.10213442       5.03285486       10.02713892      9.98792340       10.12807532      10.12726225     
  0.04100000       4.64158883E-01   1605.17849255    -4.23024242      0.09937097       5.05667913       10.21469346      10.14138938      10.27336749      10.27321365     
  0.04100000       5.87801607E-01   1498.73613445    -4.37069876      0.09696690       5.07795185       10.41152187      10.29703666      10.41716122      10.41831037     
  0.04100000       7.44380301E-01   1410.07287388    -4.49603743      0.09482550       5.09734851       10.59522630      10.44344175      10.55089774      10.55329981     
  0.04100000       9.42668455E-01   1304.22607318    -4.64891615      0.09295366       5.11466562       10.81582606      10.61560016      10.70384571      10.70835186     
  0.04100000       1.19377664E+00   1226.96430342    -4.77073997      0.09128564       5.13039349       11.00106697      10.76122740      10.83224150      10.83800706     
  0.04100000       1.51177507E+00   1125.27250452    -4.93528592      0.08979901       5.14465511       11.24412218      10.94874035      10.99130068      10.99757560     
  0.04100000       1.91448198E+00   1044.27607560    -5.07715203      0.08855683       5.15675394       11.45116463      11.10903656      11.12478309      11.13006206     
  0.04100000       2.42446202E+00   970.76549952     -5.21509816      0.08742773       5.16789971       11.66766921      11.27686832      11.26057881      11.26262967     
  0.04100000       3.07029063E+00   893.89893627     -5.36848999      0.08641810       5.17798865       11.92147635      11.47254738      11.41581514      11.41295768     
  0.04100000       3.88815518E+00   830.12086400     -5.50590905      0.08554342       5.18682490       12.15587744      11.65285849      11.55561401      11.54599205     
  0.04100000       4.92388263E+00   776.67701956     -5.62941511      0.08476758       5.19473852       12.38563700      11.83187118      11.69126880      11.66907177     
  0.04100000       6.23550734E+00   729.81844349     -5.74485899      0.08405551       5.20206571       12.61141238      12.00850516      11.82467614      11.78737481     
  0.04100000       7.89652287E+00   688.69965247     -5.85237019      0.08340130       5.20885249       12.82666455      12.17741262      11.95175339      11.89923611     
  0.04100000       1.00000000E+01   653.74053450     -5.94944545      0.08277491       5.21540064       13.03830906      12.34550028      12.07639292      12.00494769     
  0.04200000       1.00000000E-03   2890.82738980    -1.75808625      0.52763834       3.61699195       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       1.26638017E-03   2889.63016205    -1.79312991      0.50719969       3.65130634       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       1.60371874E-03   2888.99815147    -1.81052282      0.49735769       3.66832649       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       2.03091762E-03   2888.61419821    -1.82061535      0.49173890       3.67819448       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       2.57191381E-03   2888.15391378    -1.83239527      0.48526921       3.68969810       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       3.25702066E-03   2887.45049084    -1.85057528      0.47545316       3.70744852       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       4.12462638E-03   2886.03535773    -1.88392667      0.45798261       3.73996568       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       5.22334507E-03   2882.54153258    -1.96612479      0.41764772       3.82004343       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       6.61474064E-03   2874.52024902    -2.12058895      0.35156212       3.96966204       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       8.37677640E-03   2857.98077309    -2.25332558      0.30524518       4.09236689       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       1.06081836E-02   2837.54515814    -2.36884675      0.27109126       4.19543537       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       1.34339933E-02   2813.23252039    -2.47484913      0.24411178       4.28648919       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       1.70125428E-02   2792.51998710    -2.57011453      0.22201131       4.36891423       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       2.15443469E-02   2755.95827699    -2.66976678      0.20323077       4.44568725       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       2.72833338E-02   2720.67421875    -2.76358536      0.18718730       4.51711229       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       3.45510729E-02   2675.39992144    -2.86006515      0.17322587       4.58444030       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       4.37547938E-02   2621.85690881    -2.95845462      0.16105497       4.64771653       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       5.54102033E-02   2560.31938731    -3.05920344      0.15039612       4.70719224       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       7.01703829E-02   2490.31994070    -3.16317329      0.14103564       4.76300608       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       8.88623816E-02   2411.25483882    -3.27202300      0.13271417       4.81582989       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       1.12533558E-01   2318.85903787    -3.38855579      0.12548569       4.86447544       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       1.42510267E-01   2209.16824790    -3.51695578      0.11925840       4.90868735       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       1.80472177E-01   2103.30758891    -3.64177043      0.11395355       4.94820937       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       2.28546386E-01   1986.16892236    -3.77667554      0.10941051       4.98354719       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       2.89426612E-01   1868.67678589    -3.91421493      0.10550049       5.01515487       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04200000       3.66524124E-01   1749.00330563    -4.05703617      0.10217087       5.04301054       9.99398308       9.96206426       10.10322058      10.10207287     
  0.04200000       4.64158883E-01   1635.70638544    -4.19783971      0.09933374       5.06747082       10.17863632      10.11498969      10.24933950      10.24897750     
  0.04200000       5.87801607E-01   1527.33478691    -4.33875949      0.09686922       5.08929256       10.37398676      10.27051570      10.39397384      10.39475450     
  0.04200000       7.44380301E-01   1434.05637271    -4.46794333      0.09469586       5.10900195       10.56130676      10.41931482      10.53047272      10.53261019     
  0.04200000       9.42668455E-01   1332.80553669    -4.61300538      0.09276768       5.12687057       10.77188920      10.58438214      10.67781522      10.68180524     
  0.04200000       1.19377664E+00   1247.61115664    -4.74366045      0.09108370       5.14278239       10.96746040      10.73761337      10.81329173      10.81890513     
  0.04200000       1.51177507E+00   1153.33388437    -4.89490102      0.08955182       5.15751480       11.19410617      10.91345251      10.96361900      10.97000248     
  0.04200000       1.91448198E+00   1064.10699658    -5.04721273      0.08827746       5.16996391       11.41572060      11.08430128      11.10646065      11.11225016     
  0.04200000       2.42446202E+00   990.45309705     -5.18316315      0.08713121       5.18131606       11.62533799      11.24702321      11.23888973      11.24204070     
  0.04200000       3.07029063E+00   912.96009726     -5.33503672      0.08609837       5.19167371       11.87455751      11.43938792      11.39178047      11.39027514     
  0.04200000       3.88815518E+00   846.69097259     -5.47499700      0.08520889       5.20069374       12.11002027      11.62036283      11.53311873      11.52574995     
  0.04200000       4.92388263E+00   791.65612748     -5.59977499      0.08442370       5.20873474       12.33873026      11.79812048      11.66818038      11.64960095     
  0.04200000       6.23550734E+00   745.38856410     -5.71182437      0.08370277       5.21618385       12.55500445      11.96740761      11.79618962      11.76360661     
  0.04200000       7.89652287E+00   703.04826771     -5.82037628      0.08303580       5.22313278       12.77123676      12.13677044      11.92392539      11.87633321     
  0.04200000       1.00000000E+01   667.79447379     -5.91641938      0.08239958       5.22981353       12.97364902      12.29728601      12.04362218      11.97952069     
  0.04300000       1.00000000E-03   2898.33923358    -1.74099843      0.53534595       3.61461394       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       1.26638017E-03   2897.15490170    -1.77398208      0.51580768       3.64690761       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       1.60371874E-03   2896.59629657    -1.79013274      0.50649844       3.66272694       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       2.03091762E-03   2896.23596578    -1.80012788      0.50082463       3.67251188       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       2.57191381E-03   2895.81860523    -1.81236138      0.49396769       3.68448583       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       3.25702066E-03   2895.13471149    -1.83160637      0.48337546       3.70331368       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       4.12462638E-03   2893.77976450    -1.86777466      0.46409921       3.73866142       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       5.22334507E-03   2890.00861486    -1.96032505      0.41827508       3.82895874       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       6.61474064E-03   2882.55910037    -2.11385229      0.35233181       3.97797940       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       8.37677640E-03   2866.00786144    -2.24384155      0.30686022       4.09800302       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       1.06081836E-02   2846.98027010    -2.35691009      0.27302621       4.19947595       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       1.34339933E-02   2822.26916068    -2.46238958      0.24605217       4.28983056       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       1.70125428E-02   2803.92697822    -2.55553274      0.22393293       4.37164871       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       2.15443469E-02   2769.29688382    -2.65384642      0.20500807       4.44834346       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       2.72833338E-02   2734.27289735    -2.74736906      0.18882354       4.51977241       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       3.45510729E-02   2691.87274066    -2.84197588      0.17471392       4.58723006       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       4.37547938E-02   2639.63101377    -2.93964408      0.16237649       4.65083726       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       5.54102033E-02   2580.69126899    -3.03880866      0.15154934       4.71077585       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       7.01703829E-02   2512.65326150    -3.14146088      0.14204685       4.76702113       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       8.88623816E-02   2435.33637275    -3.24912004      0.13358036       4.82039854       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       1.12533558E-01   2347.04248832    -3.36273460      0.12618860       4.86984453       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       1.42510267E-01   2240.86059689    -3.48838132      0.11978725       4.91506243       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       1.80472177E-01   2133.05884409    -3.61439731      0.11434540       4.95544730       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       2.28546386E-01   2018.42101883    -3.74665470      0.10966869       4.99171886       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       2.89426612E-01   1900.90956262    -3.88318842      0.10565693       5.02408693       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04300000       3.66524124E-01   1780.70353288    -4.02539130      0.10222482       5.05277114       9.96204127       9.93696689       10.07866802      10.07707293     
  0.04300000       4.64158883E-01   1665.48189930    -4.16671794      0.09931027       5.07789542       10.14482912      10.09007907      10.22651240      10.22595366     
  0.04300000       5.87801607E-01   1555.92222540    -4.30728698      0.09678475       5.10026905       10.33744434      10.24478624      10.37137406      10.37176945     
  0.04300000       7.44380301E-01   1457.48114247    -4.44090787      0.09457447       5.12033559       10.52896142      10.39614796      10.51044343      10.51230987     
  0.04300000       9.42668455E-01   1361.41444588    -4.57769396      0.09259861       5.13867428       10.72910138      10.55391522      10.65225849      10.65570280     
  0.04300000       1.19377664E+00   1267.69130851    -4.71777505      0.09088787       5.15487128       10.93526292      10.71506382      10.79505950      10.80050489     
  0.04300000       1.51177507E+00   1181.21633241    -4.85560492      0.08932399       5.16994664       11.14433319      10.87809328      10.93588336      10.94233403     
  0.04300000       1.91448198E+00   1083.64814684    -5.01824834      0.08800812       5.18283722       11.38187681      11.06071541      11.08892407      11.09512115     
  0.04300000       2.42446202E+00   1010.00484427    -5.15205299      0.08684510       5.19439214       11.58452754      11.21822429      11.21795582      11.22216071     
  0.04300000       3.07029063E+00   932.83117810     -5.30074788      0.08579105       5.20499870       11.82608334      11.40490500      11.36666901      11.36633299     
  0.04300000       3.88815518E+00   863.21954758     -5.44471747      0.08488453       5.21422555       12.06679547      11.58999091      11.51197273      11.50630959     
  0.04300000       4.92388263E+00   806.88483220     -5.57013846      0.08408832       5.22241130       12.29202925      11.76451044      11.64523994      11.63007584     
  0.04300000       6.23550734E+00   760.70157030     -5.68007072      0.08336026       5.22996457       12.50118043      11.92817632      11.76916909      11.74118754     
  0.04300000       7.89652287E+00   718.49631901     -5.78633872      0.08267972       5.23708467       12.71255910      12.09389053      11.89426381      11.85161456     
  0.04300000       1.00000000E+01   681.78300306     -5.88429618      0.08203293       5.24390624       12.91260815      12.25168999      12.01272501      11.95518405     
  0.04400000       1.00000000E-03   2904.47235522    -1.72460664      0.54322559       3.61190779       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.26638017E-03   2903.62753926    -1.75556147      0.52451209       3.64235616       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.60371874E-03   2903.23908437    -1.77054877      0.51568135       3.65710468       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.03091762E-03   2903.00753796    -1.78051546      0.50989176       3.66691125       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.57191381E-03   2902.63287067    -1.79319349      0.50261727       3.67939242       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       3.25702066E-03   2902.10006496    -1.81346870      0.49120035       3.69934990       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       4.12462638E-03   2901.06453844    -1.85251536      0.46995391       3.73775666       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       5.22334507E-03   2897.34358770    -1.95556372      0.41844535       3.83858949       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       6.61474064E-03   2890.52634887    -2.10649964      0.35336814       3.98541300       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       8.37677640E-03   2874.04076689    -2.23410089      0.30859569       4.10309015       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.06081836E-02   2856.07853068    -2.34509499      0.27500680       4.20318006       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.34339933E-02   2831.50407921    -2.44977252      0.24802461       4.29287891       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.70125428E-02   2813.92352692    -2.54193590      0.22585852       4.37419594       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.15443469E-02   2782.66423178    -2.63791051      0.20680187       4.45075993       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.72833338E-02   2747.42046107    -2.73151539      0.19046215       4.52225102       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       3.45510729E-02   2707.25343209    -2.82467365      0.17620843       4.58981528       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       4.37547938E-02   2656.89244126    -2.92124207      0.16370640       4.65373723       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       5.54102033E-02   2600.40100037    -3.01889737      0.15271716       4.71409270       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       7.01703829E-02   2534.09114228    -3.12053438      0.14305905       4.77083807       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       8.88623816E-02   2458.77559001    -3.22679570      0.13446025       4.82468064       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.12533558E-01   2374.34576165    -3.33771922      0.12690498       4.87491185       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.42510267E-01   2271.95056236    -3.46043047      0.12034245       4.92103074       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       1.80472177E-01   2161.99080991    -3.58793474      0.11474997       4.96236183       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.28546386E-01   2050.75428496    -3.71684052      0.10994399       4.99952393       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       2.89426612E-01   1932.80534907    -3.85287667      0.10583123       5.03264056       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       3.66524124E-01   1812.15352925    -3.99436727      0.10229560       5.06215396       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04400000       4.64158883E-01   1694.56885190    -4.13672350      0.09930035       5.08796637       10.11305429      10.06630265      10.20443131      10.20365294     
  0.04400000       5.87801607E-01   1583.78969080    -4.27707029      0.09671457       5.11088350       10.30271410      10.21995064      10.34914462      10.34920204     
  0.04400000       7.44380301E-01   1480.37895262    -4.41486652      0.09446060       5.13136640       10.49800663      10.37399383      10.49107896      10.49264986     
  0.04400000       9.42668455E-01   1389.47150776    -4.54368153      0.09244664       5.15008538       10.68779337      10.52453077      10.62768488      10.63073384     
  0.04400000       1.19377664E+00   1287.22893767    -4.69304475      0.09069741       5.16667751       10.90471828      10.69373395      10.77774030      10.78298753     
  0.04400000       1.51177507E+00   1206.57485177    -4.82076982      0.08911352       5.18197990       11.09995253      10.84655350      10.91112620      10.91751335     
  0.04400000       1.91448198E+00   1103.84917153    -4.98872469      0.08774915       5.19538116       11.34706718      11.03644317      11.07062257      11.07714454     
  0.04400000       2.42446202E+00   1029.47266938    -5.12164242      0.08656960       5.20713616       11.54484108      11.19010894      11.19751207      11.20267291     
  0.04400000       3.07029063E+00   952.49887059     -5.26749489      0.08549597       5.21797559       11.77931948      11.37158633      11.34243921      11.34324915     
  0.04400000       3.88815518E+00   879.71039388     -5.41504937      0.08457017       5.22743254       12.02563268      11.56123824      11.49181427      11.48746394     
  0.04400000       4.92388263E+00   822.80420000     -5.53955852      0.08376248       5.23576780       12.24405890      11.72998773      11.62160519      11.60960944     
  0.04400000       6.23550734E+00   775.70504153     -5.64963240      0.08302714       5.24342678       12.45129977      11.89203357      11.74439029      11.72050664     
  0.04400000       7.89652287E+00   733.82130308     -5.75333324      0.08233427       5.25070566       12.65530846      12.05213905      11.86537700      11.82759092     
  0.04400000       1.00000000E+01   695.58321870     -5.85326811      0.08167419       5.25769725       12.85669748      12.21036016      11.98468268      11.93260118     
  0.04500000       1.00000000E-03   2910.28161455    -1.70855903      0.55116426       3.60906670       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       1.26638017E-03   2909.44398355    -1.73771059      0.53326308       3.63774377       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       1.60371874E-03   2909.09491206    -1.75173888      0.52485759       3.65154435       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       2.03091762E-03   2908.84111421    -1.76175996      0.51892910       3.66141107       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       2.57191381E-03   2908.50624077    -1.77496608      0.51121637       3.67441761       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       3.25702066E-03   2908.00666324    -1.79637849      0.49894340       3.69552462       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       4.12462638E-03   2907.00961833    -1.83859795      0.47559625       3.73715022       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       5.22334507E-03   2903.82205861    -1.95131124      0.41863142       3.84796313       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       6.61474064E-03   2898.43200591    -2.09834523      0.35474877       3.99178585       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       8.37677640E-03   2881.97491044    -2.22395742      0.31049764       4.10751199       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       1.06081836E-02   2864.88661680    -2.33323074      0.27707518       4.20643304       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       1.34339933E-02   2841.04190007    -2.43686062      0.25005811       4.29554633       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       1.70125428E-02   2823.35287249    -2.52868862      0.22779939       4.37652369       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       2.15443469E-02   2796.02991167    -2.62193923      0.20862578       4.45289104       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       2.72833338E-02   2760.32515265    -2.71591105      0.19211072       4.52452414       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       3.45510729E-02   2721.62854574    -2.80810613      0.17771312       4.59218848       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       4.37547938E-02   2673.72448841    -2.90318591      0.16504634       4.65641724       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       5.54102033E-02   2618.53098379    -3.00016479      0.15389825       4.71716115       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       7.01703829E-02   2554.82180114    -3.10020357      0.14407672       4.77444106       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       8.88623816E-02   2481.52184247    -3.20504240      0.13535190       4.82869994       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       1.12533558E-01   2400.71780708    -3.31353292      0.12763808       4.87966796       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       1.42510267E-01   2302.13596655    -3.43332105      0.12092162       4.92662100       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       1.80472177E-01   2190.24330448    -3.56217265      0.11517399       4.96892000       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       2.28546386E-01   2082.61325838    -3.68771309      0.11024470       5.00691305       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       2.89426612E-01   1963.77627116    -3.82369838      0.10602057       5.04084797       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       3.66524124E-01   1843.69221796    -3.96363674      0.10238355       5.07116652       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04500000       4.64158883E-01   1724.22380867    -4.10653985      0.09930436       5.09769107       10.08192524      10.04249044      10.18191499      10.18086242     
  0.04500000       5.87801607E-01   1611.66888907    -4.24730107      0.09665651       5.12116487       10.26888255      10.19529025      10.32676255      10.32656899     
  0.04500000       7.44380301E-01   1503.60008575    -4.38883698      0.09435338       5.14211258       10.46726060      10.35214801      10.47197167      10.47323403     
  0.04500000       9.42668455E-01   1414.04743609    -4.51450060      0.09230945       5.16113509       10.65209764      10.49921656      10.60651663      10.60925530     
  0.04500000       1.19377664E+00   1308.98664277    -4.66571783      0.09051238       5.17821107       10.87126641      10.67026326      10.75852076      10.76347230     
  0.04500000       1.51177507E+00   1226.76949891    -4.79385324      0.08891415       5.19368514       11.06561973      10.82239318      10.89214243      10.89847548     
  0.04500000       1.91448198E+00   1128.43971527    -4.95289280      0.08750287       5.20758226       11.30326443      11.00571124      11.04688755      11.05361949     
  0.04500000       2.42446202E+00   1048.47882532    -5.09254612      0.08630402       5.21956471       11.50872168      11.16479809      11.17894520      11.18470762     
  0.04500000       3.07029063E+00   971.82435018     -5.23548473      0.08521234       5.23062178       11.73507789      11.34016639      11.31971679      11.32179398     
  0.04500000       3.88815518E+00   896.11485085     -5.38610770      0.08426529       5.24032927       11.98570445      11.53335211      11.47206475      11.46888659     
  0.04500000       4.92388263E+00   838.67405364     -5.50965838      0.08344628       5.24881282       12.19810183      11.69710798      11.59903110      11.58969913     
  0.04500000       6.23550734E+00   790.35152951     -5.62051863      0.08270227       5.25659193       12.40478461      11.85849020      11.72149387      11.70127004     
  0.04500000       7.89652287E+00   748.97025114     -5.72138915      0.08199871       5.26401270       12.60011132      12.01184064      11.83763467      11.80466117     
  0.04500000       1.00000000E+01   709.99788833     -5.82138659      0.08132287       5.27120136       12.80148101      12.17006077      11.95708754      11.90982562     
  0.04600000       1.00000000E-03   2915.96753435    -1.69266678      0.55914927       3.60611906       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       1.26638017E-03   2915.26515303    -1.72011221      0.54202880       3.63312765       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       1.60371874E-03   2914.85414397    -1.73342128      0.53391408       3.64623001       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       2.03091762E-03   2914.60697577    -1.74355050      0.52781853       3.65620297       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       2.57191381E-03   2914.27143856    -1.75732150      0.51963582       3.66977437       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       3.25702066E-03   2913.73702462    -1.77999760      0.50642847       3.69213589       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       4.12462638E-03   2912.79553366    -1.82591906      0.48066602       3.73748548       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       5.22334507E-03   2909.74244783    -1.94804809      0.41849848       3.85778509       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       6.61474064E-03   2905.36168268    -2.09080751      0.35613779       3.99793876       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       8.37677640E-03   2889.84194820    -2.21395479      0.31239163       4.11177481       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       1.06081836E-02   2873.40510248    -2.32170165      0.27911160       4.20961851       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       1.34339933E-02   2850.76341532    -2.42393661      0.25208127       4.29809310       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       1.70125428E-02   2832.28290848    -2.51593892      0.22971211       4.37880598       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       2.15443469E-02   2808.33985079    -2.60675803      0.21044889       4.45488097       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       2.72833338E-02   2772.91984713    -2.70059299      0.19375260       4.52667832       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       3.45510729E-02   2735.42603374    -2.79202194      0.17921156       4.59444130       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       4.37547938E-02   2690.09815319    -2.88554766      0.16638656       4.65893831       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       5.54102033E-02   2636.04102266    -2.98192127      0.15508106       4.72005697       0.00000000       0.00000000       0.00000000       0.00000000      
  0.04600000       7.01703829E-02   2574.91516938    -3.08047474      0.14509780       4.77785185       0.00000000       0.00000000       0.00000000       0.00000000      
