# mass             age              teff             Lbol             radius           logg             MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
  0.01800000       1.60371874E-03   2580.93490237    -2.46301287      0.29401293       3.75695565       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       2.03091762E-03   2562.47797357    -2.53489662      0.27457368       3.81637028       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       2.57191381E-03   2536.36407393    -2.60687920      0.25796968       3.87055015       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       3.25702066E-03   2515.51601083    -2.66284262      0.24589351       3.91219461       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       4.12462638E-03   2502.20641028    -2.69899866      0.23838628       3.93912493       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       5.22334507E-03   2493.73045748    -2.72054332      0.23412519       3.95479138       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       6.61474064E-03   2487.79945647    -2.73517540      0.23132053       3.96525946       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       8.37677640E-03   2481.44542497    -2.75034129      0.22847979       3.97599271       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       1.06081836E-02   2471.81673851    -2.77255926      0.22444683       3.99146015       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       1.34339933E-02   2454.73776546    -2.80931051      0.21815048       4.01617576       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       1.70125428E-02   2419.30361325    -2.88021605      0.20698108       4.06182544       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       2.15443469E-02   2331.66567433    -3.03629572      0.18618537       4.15379603       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       2.72833338E-02   2179.83698522    -3.26802793      0.16314037       4.26856627       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       3.45510729E-02   2021.92080884    -3.47962086      0.14862398       4.34951101       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       4.37547938E-02   1870.33835694    -3.67440015      0.13879708       4.40892818       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01800000       5.54102033E-02   1729.46438355    -3.85724342      0.13151625       4.45572887       9.44623048       9.42457726       9.57594944       9.57685754      
  0.01800000       7.01703829E-02   1593.56671737    -4.03694108      0.12595250       4.49327395       9.69457462       9.63923620       9.78726157       9.78805522      
  0.01800000       8.88623816E-02   1468.00971715    -4.21045603      0.12154880       4.52418619       9.93720845       9.83684532       9.97043037       9.97036692      
  0.01800000       1.12533558E-01   1361.51114886    -4.36640674      0.11808234       4.54931777       10.16276582      10.01563646      10.12843692      10.12704115     
  0.01800000       1.42510267E-01   1269.26190435    -4.51041372      0.11511366       4.57143394       10.37358811      10.18202921      10.27379391      10.27200049     
  0.01800000       1.80472177E-01   1181.08041069    -4.65543582      0.11250380       4.59135323       10.58417598      10.34943525      10.41927235      10.41814991     
  0.01800000       2.28546386E-01   1092.17113414    -4.80876971      0.11027410       4.60874047       10.80047937      10.52152037      10.56917131      10.56789089     
  0.01800000       2.89426612E-01   1014.08838303    -4.95282923      0.10835600       4.62398092       11.00812978      10.68293441      10.70946997      10.70609555     
  0.01800000       3.66524124E-01   942.79593750     -5.09303093      0.10668210       4.63750417       11.21589606      10.84432574      10.84685556      10.84109181     
  0.01800000       4.64158883E-01   873.46540768     -5.23785954      0.10519994       4.64965624       11.43846662      11.01635912      10.99135285      10.98259173     
  0.01800000       5.87801607E-01   808.44117179     -5.38299511      0.10390688       4.66039858       11.66992190      11.19615369      11.13725278      11.12305994     
  0.01800000       7.44380301E-01   749.56106651     -5.52402051      0.10275867       4.67005015       11.90613824      11.38223145      11.28436105      11.26106234     
  0.01800000       9.42668455E-01   692.07510083     -5.67137731      0.10172901       4.67879726       12.16453784      11.58444674      11.44127031      11.40610351     
  0.01800000       1.19377664E+00   645.11855177     -5.80145384      0.10079089       4.68684428       12.42771066      11.78583283      11.59502249      11.54206196     
  0.01800000       1.51177507E+00   601.06884127     -5.93173063      0.09993493       4.69425220       12.69952216      11.99244659      11.75238375      11.67620523     
  0.01800000       1.91448198E+00   558.16117357     -6.06722213      0.09915120       4.70109083       13.00017104      12.22741375      11.92965154      11.81650356     
  0.01800000       2.42446202E+00   523.80271178     -6.18402444      0.09841839       4.70753426       13.26032772      12.44504300      12.08658521      11.93786517     
  0.01800000       3.07029063E+00   490.59778171     -6.30402368      0.09771646       4.71375133       13.54276675      12.68651930      12.26168555      12.06533388     
  0.01800000       3.88815518E+00   457.71881705     -6.43038471      0.09705918       4.71961354       13.83950152      12.94930491      12.44927283      12.19609088     
  0.01800000       4.92388263E+00   428.91144145     -6.54885271      0.09644313       4.72514414       14.13504776      13.20452604      12.63348382      12.32035347     
  0.01800000       6.23550734E+00   401.09042289     -6.67064319      0.09585683       4.73044063       14.48835002      13.52134876      12.84690576      12.45886789     
  0.01800000       7.89652287E+00   381.11535896     -6.76454664      0.09528672       4.73562199       14.77198998      13.77515799      13.01599768      12.56725417     
  0.01800000       1.00000000E+01   360.66932357     -6.86553472      0.09471978       4.74080534       15.10965730      14.06245594      13.21231210      12.69099373     
  0.01900000       1.00000000E-03   2636.38184852    -2.27650145      0.34926546       3.63085746       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       1.26638017E-03   2620.51960566    -2.35220340      0.32400162       3.69607563       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       1.60371874E-03   2603.33906248    -2.42662912      0.30133766       3.75906106       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       2.03091762E-03   2588.83657909    -2.49423888      0.28190329       3.81697028       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       2.57191381E-03   2569.92086166    -2.55734868      0.26602130       3.86733772       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       3.25702066E-03   2551.82555067    -2.60569787      0.25519942       3.90340991       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       4.12462638E-03   2541.04966882    -2.63417968      0.24906109       3.92455673       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       5.22334507E-03   2535.04520107    -2.65037439      0.24562265       3.93663206       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       6.61474064E-03   2530.23999933    -2.66343981      0.24287775       3.94639367       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       8.37677640E-03   2523.91505321    -2.68049880      0.23934473       3.95912119       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       1.06081836E-02   2514.02974502    -2.70694272      0.23399882       3.97874102       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       1.34339933E-02   2494.77632186    -2.75439947      0.22499053       4.01284015       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       1.70125428E-02   2443.10675313    -2.86203836      0.20726428       4.08411929       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       2.15443469E-02   2323.48182059    -3.07318622      0.17970341       4.20805520       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       2.72833338E-02   2185.91991131    -3.27836368      0.16031634       4.30721451       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       3.45510729E-02   2043.19615095    -3.46799210      0.14750830       4.37953715       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       4.37547938E-02   1898.32746626    -3.65158484      0.13832380       4.43537564       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01900000       5.54102033E-02   1777.83091914    -3.81120126      0.13123688       4.48105708       9.40345494       9.38968351       9.53905499       9.53966474      
  0.01900000       7.01703829E-02   1635.64600362    -3.99331565      0.12571649       4.51838462       9.64988447       9.60494695       9.75365485       9.75468034      
  0.01900000       8.88623816E-02   1512.76505006    -4.16023832      0.12127319       4.54963925       9.88133059       9.79712543       9.93567165       9.93591005      
  0.01900000       1.12533558E-01   1402.13951281    -4.31765127      0.11776566       4.57513158       10.10651982      9.97619964       10.09611287      10.09555830     
  0.01900000       1.42510267E-01   1307.50022180    -4.46135976      0.11478143       4.59742538       10.31519826      10.14058033      10.23978901      10.23825267     
  0.01900000       1.80472177E-01   1222.26122161    -4.59858093      0.11215358       4.61754187       10.51717867      10.30071041      10.38059161      10.37977089     
  0.01900000       2.28546386E-01   1133.33221388    -4.74776901      0.10985635       4.63551792       10.72956255      10.47026164      10.52754020      10.52706277     
  0.01900000       2.89426612E-01   1051.56291547    -4.89349992      0.10789778       4.65114329       10.93616910      10.63198164      10.66828434      10.66705005     
  0.01900000       3.66524124E-01   976.82669342     -5.03545252      0.10618738       4.66502239       11.14353453      10.79267118      10.80616932      10.80209044     
  0.01900000       4.64158883E-01   907.30836184     -5.17621620      0.10466928       4.67752981       11.35786680      10.95878564      10.94608089      10.93977184     
  0.01900000       5.87801607E-01   841.18733172     -5.31884577      0.10333218       4.68869711       11.58359288      11.13324140      11.08973987      11.07932413     
  0.01900000       7.44380301E-01   780.07856727     -5.45983540      0.10215070       4.69868536       11.81502950      11.31404747      11.23381581      11.21587499     
  0.01900000       9.42668455E-01   720.42345741     -5.60713021      0.10108682       4.70777896       12.06654597      11.51247297      11.38875706      11.36040847     
  0.01900000       1.19377664E+00   668.89311405     -5.74427925      0.10013386       4.71600603       12.32876257      11.71543752      11.54426982      11.50038980     
  0.01900000       1.51177507E+00   623.94643960     -5.87270424      0.09926159       4.72360544       12.59422776      11.91753810      11.69801079      11.63446262     
  0.01900000       1.91448198E+00   581.06565301     -6.00342676      0.09845935       4.73065394       12.88287398      12.13736519      11.86536646      11.77035321     
  0.01900000       2.42446202E+00   541.05357312     -6.13390981      0.09772045       4.73719695       13.16829611      12.36893024      12.03602528      11.90458159     
  0.01900000       3.07029063E+00   507.69756941     -6.25072523      0.09701830       4.74346048       13.43100046      12.59618250      12.19801214      12.02554912     
  0.01900000       3.88815518E+00   474.54573758     -6.37398120      0.09635533       4.74941637       13.74094584      12.85323976      12.38686503      12.15947718     
  0.01900000       4.92388263E+00   443.31075863     -6.49785374      0.09573657       4.75501213       14.01170088      13.10883621      12.56058262      12.27834062     
  0.01900000       6.23550734E+00   415.47392716     -6.61585557      0.09514886       4.76036068       14.34347644      13.39723346      12.76420146      12.41218499     
  0.01900000       7.89652287E+00   391.57850326     -6.72387747      0.09459020       4.76547556       14.66003299      13.66987204      12.95423823      12.53562653     
  0.01900000       1.00000000E+01   371.95806898     -6.81829617      0.09403498       4.77058895       14.97687769      13.95324331      13.13305317      12.64799150     
  0.01000000       1.00000000E-03   2336.63779778    -2.72871098      0.26417258       3.59464161       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       1.26638017E-03   2299.85270174    -2.81470872      0.24698150       3.65308818       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       1.60371874E-03   2258.39862612    -2.90364494      0.23120960       3.71040530       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       2.03091762E-03   2212.81619592    -2.99475584      0.21684823       3.76610419       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       2.57191381E-03   2152.73205709    -3.09599734      0.20391639       3.81951258       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       3.25702066E-03   2083.86829404    -3.20266433      0.19246376       3.86971865       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       4.12462638E-03   2015.85776807    -3.30765801      0.18225487       3.91705839       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       5.22334507E-03   1938.87701735    -3.41964863      0.17317794       3.96143106       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       6.61474064E-03   1856.80663105    -3.53593814      0.16516550       4.00257775       0.00000000       0.00000000       0.00000000       0.00000000      
  0.01000000       8.37677640E-03   1769.43036233    -3.65754816      0.15811838       4.04045045       8.97728345       8.96833306       9.11689948       9.11518146      
  0.01000000       1.06081836E-02   1678.48705199    -3.78361484      0.15197973       4.07484471       9.16162336       9.13757735       9.29414872       9.29414640      
  0.01000000       1.34339933E-02   1590.47011843    -3.90850879      0.14659792       4.10615941       9.34314643       9.29847021       9.45682830       9.45683866      
  0.01000000       1.70125428E-02   1511.34062409    -4.02612333      0.14179034       4.13512252       9.51788900       9.45017584       9.60456251       9.60346193      
  0.01000000       2.15443469E-02   1406.14337241    -4.17739940      0.13761818       4.16106389       9.73631653       9.62842444       9.77045405       9.76746576      
  0.01000000       2.72833338E-02   1327.09857213    -4.30105066      0.13399957       4.18420852       9.92472536       9.78054140       9.90565970       9.90067041      
  0.01000000       3.45510729E-02   1249.51090939    -4.42707345      0.13074220       4.20558299       10.11212660      9.93080128       10.03639634      10.03038110     
  0.01000000       4.37547938E-02   1173.56319954    -4.55563067      0.12782157       4.22520713       10.29907463      10.08013355      10.16209409      10.15533957     
  0.01000000       5.54102033E-02   1099.03693971    -4.68767123      0.12519145       4.24326591       10.48583937      10.22965005      10.28877267      10.28129677     
  0.01000000       7.01703829E-02   1030.07355230    -4.81679100      0.12282799       4.25982046       10.66726674      10.37323089      10.41440161      10.40433255     
  0.01000000       8.88623816E-02   965.38275806     -4.94471555      0.12069222       4.27505655       10.85040033      10.51780107      10.53950377      10.52633413     
  0.01000000       1.12533558E-01   902.51373462     -5.07586221      0.11873970       4.28922310       11.04923120      10.67312549      10.67605464      10.65923062     
  0.01000000       1.42510267E-01   836.47489490     -5.22072101      0.11699521       4.30207866       11.26239377      10.84015297      10.81871378      10.79704735     
  0.01000000       1.80472177E-01   775.15598005     -5.36445060      0.11545982       4.31355279       11.47707769      11.01057335      10.96061033      10.93183339     
  0.01000000       2.28546386E-01   719.97032287     -5.50314983      0.11408589       4.32395059       11.68901463      11.17969495      11.09897150      11.06318109     
  0.01000000       2.89426612E-01   672.17549245     -5.63198554      0.11284584       4.33344349       11.91140814      11.34835375      11.23374434      11.18827657     
  0.01000000       3.66524124E-01   627.50342319     -5.76035426      0.11169271       4.34236489       12.14290351      11.52201487      11.37069556      11.31353682     
  0.01000000       4.64158883E-01   583.01902447     -5.89637941      0.11063156       4.35065636       12.41556163      11.73442623      11.53552454      11.45169621     
  0.01000000       5.87801607E-01   542.65389833     -6.02864950      0.10966248       4.35829807       12.67800703      11.94971100      11.69775468      11.58626206     
  0.01000000       7.44380301E-01   511.08744082     -6.14005225      0.10874736       4.36557688       12.92758933      12.15641033      11.84919473      11.70517939     
  0.01000000       9.42668455E-01   479.21127846     -6.25890625      0.10787651       4.37256052       13.20134869      12.39897208      12.02780935      11.83805400     
  0.01000000       1.19377664E+00   447.54231994     -6.38426073      0.10705817       4.37917465       13.47121874      12.62965724      12.19429578      11.95684087     
  0.01000000       1.51177507E+00   419.79773795     -6.50177753      0.10628006       4.38551066       13.76779728      12.88732129      12.38177410      12.08594112     
  0.01000000       1.91448198E+00   393.83400074     -6.61873482      0.10554288       4.39155634       14.09940458      13.17601989      12.59443146      12.22795790     
  0.01000000       2.42446202E+00   371.76669394     -6.72482185      0.10482648       4.39747224       14.45189187      13.48479227      12.79267046      12.35270965     
  0.01000000       3.07029063E+00   349.58518687     -6.83746433      0.10413123       4.40325220       14.81610570      13.80074150      13.02123443      12.50088338     
  0.01000000       3.88815518E+00   335.58733026     -6.91432500      0.10343105       4.40911235       15.09619065      14.03809044      13.17522084      12.59928188     
  0.01000000       4.92388263E+00   320.06410441     -7.00269850      0.10270777       4.41520767       15.43063627      14.33068571      13.34465575      12.70400167     
  0.01000000       6.23550734E+00   303.47066746     -7.10135274      0.10198140       4.42137227       15.82285640      14.67442854      13.56315317      12.85068190     
  0.01000000       7.89652287E+00   288.81717557     -7.19348277      0.10125967       4.42754122       16.20922447      15.00759841      13.74206074      12.96995936     
  0.01000000       1.00000000E+01   273.52217503     -7.29431348      0.10053244       4.43380178       16.63201684      15.37909824      13.93122514      13.10164601     
  0.02100000       1.00000000E-03   2672.81806078    -2.21214344      0.36595015       3.63379277       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       1.26638017E-03   2660.78437044    -2.28521746      0.33946839       3.69903794       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       1.60371874E-03   2644.45999846    -2.36126868      0.31486238       3.76439395       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       2.03091762E-03   2628.31492878    -2.43132578      0.29403743       3.82382936       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       2.57191381E-03   2618.65040404    -2.48120480      0.27968230       3.86730589       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       3.25702066E-03   2612.56760797    -2.50956936      0.27196233       3.89161648       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       4.12462638E-03   2609.11410239    -2.52315490      0.26844418       3.90292592       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       5.22334507E-03   2606.44187130    -2.53298242      0.26597812       3.91094222       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       6.61474064E-03   2602.82605852    -2.54513506      0.26300865       3.92069381       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       8.37677640E-03   2596.47662382    -2.56382733      0.25866464       3.93515985       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       1.06081836E-02   2583.47352523    -2.59814624      0.25115565       3.96074794       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       1.34339933E-02   2555.72305817    -2.67052123      0.23612470       4.01435087       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       1.70125428E-02   2475.66605705    -2.85166850      0.20426986       4.14022678       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       2.15443469E-02   2363.06495092    -3.05255919      0.17790829       4.26024278       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       2.72833338E-02   2247.09485986    -3.22850888      0.16067098       4.34876048       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       3.45510729E-02   2120.38727724    -3.39830190      0.14840569       4.41773321       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       4.37547938E-02   1995.62672689    -3.55977106      0.13911807       4.47386805       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       5.54102033E-02   1864.65659793    -3.72424738      0.13185837       4.52042010       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02100000       7.01703829E-02   1738.80982932    -3.88491145      0.12603051       4.55968351       9.53417381       9.51226097       9.66217271       9.66296293      
  0.02100000       8.88623816E-02   1610.13192558    -4.05156004      0.12132012       4.59276923       9.76044490       9.70623476       9.85169881       9.85245530      
  0.02100000       1.12533558E-01   1497.00412399    -4.20561043      0.11753834       4.62027559       9.97426691       9.88062393       10.01437142      10.01468253     
  0.02100000       1.42510267E-01   1395.10542876    -4.35163818      0.11439278       4.64383722       10.18408021      10.04726886      10.16314962      10.16290514     
  0.02100000       1.80472177E-01   1299.41979832    -4.49599596      0.11166872       4.66477131       10.39239140      10.21075978      10.30617080      10.30547675     
  0.02100000       2.28546386E-01   1218.83994468    -4.62624679      0.10924601       4.68382259       10.58506791      10.36363969      10.44108534      10.44127692     
  0.02100000       2.89426612E-01   1129.00397395    -4.77632007      0.10712213       4.70087513       10.79879676      10.53348776      10.58838039      10.58892467     
  0.02100000       3.66524124E-01   1047.51046879    -4.92125886      0.10531452       4.71565772       11.00365861      10.69320460      10.72679208      10.72668559     
  0.02100000       4.64158883E-01   972.99863333     -5.06269502      0.10371933       4.72891448       11.21226691      10.85462092      10.86422614      10.86146678     
  0.02100000       5.87801607E-01   903.94684300     -5.20251028      0.10230129       4.74087154       11.42776824      11.02153167      11.00373525      10.99858545     
  0.02100000       7.44380301E-01   840.57192115     -5.33952693      0.10104648       4.75159151       11.64753873      11.19141460      11.14257216      11.13325927     
  0.02100000       9.42668455E-01   779.22841026     -5.48091052      0.09991670       4.76135739       11.88331916      11.37512909      11.28775996      11.27037709     
  0.02100000       1.19377664E+00   718.18924055     -5.63148145      0.09890066       4.77023520       12.14732747      11.58246114      11.44852220      11.41912607     
  0.02100000       1.51177507E+00   667.89828607     -5.76557138      0.09799894       4.77819081       12.40574705      11.78321520      11.60176001      11.55655072     
  0.02100000       1.91448198E+00   624.14995253     -5.89064963      0.09716850       4.78558252       12.67182706      11.98751983      11.75630850      11.68944472     
  0.02100000       2.42446202E+00   581.05117630     -6.02186656      0.09639694       4.79250702       12.96229687      12.20853071      11.92399312      11.82585411     
  0.02100000       3.07029063E+00   540.57054195     -6.15374738      0.09568697       4.79892793       13.25634723      12.44655164      12.09888620      11.96182199     
  0.02100000       3.88815518E+00   506.40033700     -6.27326715      0.09501852       4.80501704       13.52202610      12.67887364      12.26378450      12.08413267     
  0.02100000       4.92388263E+00   473.47008405     -6.39583822      0.09438989       4.81078261       13.83611563      12.93634927      12.45321545      12.21802684     
  0.02100000       6.23550734E+00   442.53231586     -6.51865571      0.09380071       4.81622131       14.10818499      13.19577856      12.62785710      12.33664643     
  0.02100000       7.89652287E+00   414.90080254     -6.63585543      0.09324215       4.82140892       14.43912383      13.48480770      12.82896974      12.46830290     
  0.02100000       1.00000000E+01   392.09621658     -6.73896154      0.09271538       4.82632996       14.74382444      13.74602197      13.01019062      12.58546611     
  0.02200000       1.00000000E-03   2689.66224840    -2.18190432      0.37417610       3.63468729       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       1.26638017E-03   2678.54634312    -2.25454274      0.34702524       3.70011737       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       1.60371874E-03   2664.95426445    -2.32766267      0.32227083       3.76439687       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       2.03091762E-03   2648.99179188    -2.39440188      0.30204022       3.82070877       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       2.57191381E-03   2639.46127795    -2.43802808      0.28932113       3.85807686       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       3.25702066E-03   2635.36173999    -2.45963722      0.28308587       3.87700131       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       4.12462638E-03   2633.40027508    -2.47040587      0.28002493       3.88644421       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       5.22334507E-03   2631.55733859    -2.47980616      0.27739242       3.89464793       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       6.61474064E-03   2628.90192293    -2.49285594      0.27380913       3.90594162       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       8.37677640E-03   2624.03419212    -2.51425296      0.26813372       3.92413406       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       1.06081836E-02   2611.97594407    -2.55644877      0.25778278       3.95832971       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       1.34339933E-02   2569.83819651    -2.66694703      0.23449755       4.04056033       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       1.70125428E-02   2479.24770587    -2.86980283      0.19947318       4.18106872       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       2.15443469E-02   2378.15283060    -3.04888019      0.17640078       4.28783851       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       2.72833338E-02   2271.93265251    -3.21085771      0.16040351       4.37041070       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       3.45510729E-02   2154.57093992    -3.36944229      0.14859023       4.43685860       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       4.37547938E-02   2033.63872521    -3.52536280      0.13938028       4.49243612       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       5.54102033E-02   1900.20614133    -3.69013600      0.13205732       4.53931400       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02200000       7.01703829E-02   1792.78396804    -3.83069721      0.12618919       4.57879373       9.47885199       9.46592743       9.61399404       9.61446616      
  0.02200000       8.88623816E-02   1656.44473585    -4.00188329      0.12137651       4.61256902       9.70572544       9.66331640       9.80997838       9.81080044      
  0.02200000       1.12533558E-01   1541.77955795    -4.15498788      0.11745966       4.64106049       9.91670172       9.83893739       9.97713730       9.97749699      
  0.02200000       1.42510267E-01   1438.68829932    -4.29942547      0.11423226       4.66525941       10.12171446      10.00251796      10.12575520      10.12596707     
  0.02200000       1.80472177E-01   1341.69469200    -4.44217185      0.11143874       4.68676515       10.32749623      10.16441875      10.26795521      10.26741831     
  0.02200000       2.28546386E-01   1254.95196960    -4.57761549      0.10898566       4.70609904       10.52608081      10.32112788      10.40605666      10.40620944     
  0.02200000       2.89426612E-01   1171.63162569    -4.71468885      0.10678534       4.72381442       10.72571843      10.47971639      10.54448599      10.54548330     
  0.02200000       3.66524124E-01   1081.57180621    -4.86901421      0.10491150       4.73919133       10.94309922      10.65030443      10.69234990      10.69317357     
  0.02200000       4.64158883E-01   1004.82905246    -5.01051142      0.10327713       4.75282916       11.14785335      10.80879717      10.82845789      10.82735360     
  0.02200000       5.87801607E-01   934.53171157     -5.14880313      0.10182418       4.76513547       11.35735310      10.97123717      10.96458203      10.96119307     
  0.02200000       7.44380301E-01   869.53283391     -5.28509632      0.10053603       4.77619390       11.57378060      11.13845024      11.10258495      11.09604000     
  0.02200000       9.42668455E-01   807.34507878     -5.42407386      0.09937545       4.78627887       11.80034844      11.31391991      11.24285977      11.23070186     
  0.02200000       1.19377664E+00   745.69538332     -5.57125885      0.09832635       4.79549720       12.05862198      11.51599699      11.40016717      11.37605419     
  0.02200000       1.51177507E+00   688.73072616     -5.71750703      0.09740191       4.80370199       12.32400027      11.72343805      11.55938923      11.52173588     
  0.02200000       1.91448198E+00   644.42703771     -5.84054709      0.09656105       4.81123295       12.58133611      11.92323970      11.71038472      11.65295413     
  0.02200000       2.42446202E+00   601.26688160     -5.96806628      0.09577718       4.81831287       12.85693898      12.13393672      11.86949900      11.78701288     
  0.02200000       3.07029063E+00   558.02444386     -6.10431656      0.09505204       4.82491400       13.16794244      12.37516303      12.05071158      11.92855495     
  0.02200000       3.88815518E+00   521.97836800     -6.22646608      0.09438142       4.83106392       13.43682714      12.60434636      12.21437500      12.05320663     
  0.02200000       4.92388263E+00   488.25409505     -6.34832580      0.09374946       4.83689939       13.72761322      12.85205426      12.39341637      12.18202908     
  0.02200000       6.23550734E+00   456.04235035     -6.47241447      0.09315609       4.84241438       14.02996749      13.11575169      12.57970331      12.31055880     
  0.02200000       7.89652287E+00   427.84659173     -6.58848207      0.09259905       4.84762383       14.31945944      13.37009586      12.76056671      12.43109217     
  0.02200000       1.00000000E+01   401.41889322     -6.70416344      0.09207545       4.85254921       14.66180759      13.68159183      12.96377744      12.56186065     
  0.02300000       1.00000000E-03   2704.96111076    -2.15321821      0.38237368       3.63516622       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       1.26638017E-03   2695.32318967    -2.22513332      0.35451578       3.70087174       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       1.60371874E-03   2683.74591543    -2.29526100      0.32984974       3.76351265       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       2.03091762E-03   2670.78301030    -2.35571118      0.31066559       3.81555805       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       2.57191381E-03   2661.33144304    -2.39401740      0.29937509       3.84771123       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       3.25702066E-03   2657.15353621    -2.41205256      0.29414610       3.86301655       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       4.12462638E-03   2655.04924648    -2.42188091      0.29130021       3.87146116       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       5.22334507E-03   2652.89741371    -2.43233568      0.28828178       3.88050835       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       6.61474064E-03   2649.93952043    -2.44752416      0.28391610       3.89376246       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       8.37677640E-03   2645.14431630    -2.47290809      0.27673601       3.91601108       0.00000000       0.00000000       0.00000000       0.00000000      
  0.02300000       1.06081836E-02   2633.40942409    -2.52611784      0.26261724       3.96149604       0.00000000       0.00000000       0.00000000       0.00000000      
