# logAge Mass logTe Mbol logg C/O
-0.5054055187 1.4500000000 3.5883300000 -2.4438500000 1.0131480022 0.0000000000
-0.4609887756 1.4500000000 3.5883346602 -2.4437590004 1.0132030428 0.0000000000
-0.4165720306 1.4500000000 3.5883391795 -2.4436674582 1.0132577371 0.0000000000
-0.3721552886 1.4500000000 3.5883436773 -2.4435669552 1.0133159295 0.0000000000
-0.3277385545 1.4500000000 3.5883482728 -2.4434490731 1.0133814640 0.0000000000
-0.2833218328 1.4500000000 3.5883530546 -2.4433063159 1.0134576942 0.0000000000
-0.2389051213 1.4500000000 3.5883577126 -2.4431432589 1.0135415491 0.0000000000
-0.1944884136 1.4500000000 3.5883617003 -2.4429725160 1.0136257972 0.0000000000
-0.1500717114 1.4500000000 3.5883657499 -2.4427939116 1.0137134371 0.0000000000
-0.1056550261 1.4500000000 3.5883720327 -2.4425926488 1.0138190735 0.0000000000
-0.0612383649 1.4500000000 3.5883811711 -2.4423602752 1.0139485766 0.0000000000
-0.0168217259 1.4500000000 3.5883907925 -2.4421014713 1.0140905836 0.0000000000
0.0275948902 1.4500000000 3.5883993649 -2.4418191622 1.0142377969 0.0000000000
0.0720114725 1.4500000000 3.5884089415 -2.4415065073 1.0144011652 0.0000000000
0.1164280090 1.4500000000 3.5884216161 -2.4411558550 1.0145921248 0.0000000000
0.1608444924 1.4500000000 3.5884360349 -2.4407652216 1.0148060534 0.0000000000
0.2052609164 1.4500000000 3.5884499516 -2.4403341741 1.0150341389 0.0000000000
0.2496772683 1.4500000000 3.5884635036 -2.4398591542 1.0152783551 0.0000000000
0.2940935319 1.4500000000 3.5884781740 -2.4393348126 1.0155467731 0.0000000000
0.3385096836 1.4500000000 3.5884959176 -2.4387546525 1.0158498116 0.0000000000
0.3829256937 1.4500000000 3.5885190422 -2.4381111612 1.0161997064 0.0000000000
0.4273415285 1.4500000000 3.5885469235 -2.4373966900 1.0165970203 0.0000000000
0.4717571490 1.4500000000 3.5885746844 -2.4366034489 1.0170253604 0.0000000000
0.5161725136 1.4500000000 3.5886003793 -2.4357245096 1.0174797154 0.0000000000
0.5605875757 1.4500000000 3.5886298336 -2.4347550211 1.0179853284 0.0000000000
0.6050022775 1.4500000000 3.5886679951 -2.4336883387 1.0185646472 0.0000000000
0.6494165182 1.4500000000 3.5887116542 -2.4325093076 1.0192108959 0.0000000000
0.6938301831 1.4500000000 3.5887562380 -2.4312010232 1.0199125452 0.0000000000
0.7382431359 1.4500000000 3.5888021814 -2.4297494837 1.0206769344 0.0000000000
0.7826552273 1.4500000000 3.5888519996 -2.4281417093 1.0215193170 0.0000000000
0.8270662623 1.4500000000 3.5889071155 -2.4263616391 1.0224518088 0.0000000000
0.8714760123 1.4500000000 3.5889681714 -2.4243910716 1.0234842593 0.0000000000
0.9158842089 1.4500000000 3.5890358109 -2.4222132067 1.0246259630 0.0000000000
0.9602905400 1.4500000000 3.5891107037 -2.4198129681 1.0258856297 0.0000000000
1.0046947679 1.4500000000 3.5891941106 -2.4171824638 1.0272714590 0.0000000000
1.0490967975 1.4500000000 3.5892883871 -2.4143269653 1.0287907646 0.0000000000
1.0934963175 1.4500000000 3.5893956892 -2.4112370672 1.0304559323 0.0000000000
1.1378922952 1.4500000000 3.5895171802 -2.4078531797 1.0322954511 0.0000000000
1.1822836509 1.4500000000 3.5896536356 -2.4041141338 1.0343368912 0.0000000000
1.2266698061 1.4500000000 3.5898047807 -2.4000027734 1.0365860157 0.0000000000
1.2710501585 1.4500000000 3.5899697637 -2.3955084745 1.0390436670 0.0000000000
1.3154222404 1.4500000000 3.5901455516 -2.3905407409 1.0417339124 0.0000000000
1.3597826740 1.4500000000 3.5903284406 -2.3849713164 1.0446932382 0.0000000000
1.4041308019 1.4500000000 3.5905256527 -2.3788123914 1.0479456564 0.0000000000
1.4484684362 1.4500000000 3.5907542802 -2.3722034576 1.0515037402 0.0000000000
1.4927957810 1.4500000000 3.5910239404 -2.3651947433 1.0553858664 0.0000000000
1.5371105005 1.4500000000 3.5913325601 -2.3576963504 1.0596197025 0.0000000000
1.5814068477 1.4500000000 3.5916719209 -2.3495386873 1.0642402110 0.0000000000
