# logAge Mass logTe Mbol logg C/O
4.1860800861 0.8500000000 3.6493100000 0.6970750000 2.2814889257 0.0000000000
4.1944859804 0.8500000000 3.6493041026 0.6968737714 2.2813848447 0.0000000000
4.2028919339 0.8500000000 3.6492982784 0.6966738251 2.2812815692 0.0000000000
4.2112979452 0.8500000000 3.6492925312 0.6964753065 2.2811791732 0.0000000000
4.2197040127 0.8500000000 3.6492868650 0.6962783611 2.2810777303 0.0000000000
4.2281101347 0.8500000000 3.6492812837 0.6960831343 2.2809773143 0.0000000000
4.2365163097 0.8500000000 3.6492757912 0.6958897715 2.2808779991 0.0000000000
4.2449225363 0.8500000000 3.6492703913 0.6956984183 2.2807798582 0.0000000000
4.2533288126 0.8500000000 3.6492650880 0.6955092200 2.2806829656 0.0000000000
4.2617351373 0.8500000000 3.6492598851 0.6953223222 2.2805873950 0.0000000000
4.2701415088 0.8500000000 3.6492547866 0.6951378702 2.2804932201 0.0000000000
4.2785479254 0.8500000000 3.6492497963 0.6949560096 2.2804005147 0.0000000000
4.2869543857 0.8500000000 3.6492449181 0.6947768858 2.2803093526 0.0000000000
4.2953608879 0.8500000000 3.6492401560 0.6946006443 2.2802198075 0.0000000000
4.3037674307 0.8500000000 3.6492355138 0.6944274304 2.2801319533 0.0000000000
4.3121740124 0.8500000000 3.6492309955 0.6942573897 2.2800458636 0.0000000000
4.3205806314 0.8500000000 3.6492266049 0.6940906676 2.2799616122 0.0000000000
4.3289872861 0.8500000000 3.6492223459 0.6939274096 2.2798792730 0.0000000000
4.3373939751 0.8500000000 3.6492182224 0.6937677611 2.2797989196 0.0000000000
4.3458006967 0.8500000000 3.6492142383 0.6936118676 2.2797206259 0.0000000000
4.3542074493 0.8500000000 3.6492103975 0.6934598745 2.2796444656 0.0000000000
4.3626142315 0.8500000000 3.6492067039 0.6933119273 2.2795705124 0.0000000000
4.3710210416 0.8500000000 3.6492031615 0.6931681714 2.2794988401 0.0000000000
4.3794278780 0.8500000000 3.6491997740 0.6930287523 2.2794295226 0.0000000000
4.3878347392 0.8500000000 3.6491965454 0.6928938155 2.2793626335 0.0000000000
4.3962416237 0.8500000000 3.6491934796 0.6927635063 2.2792982466 0.0000000000
4.4046485298 0.8500000000 3.6491905805 0.6926379703 2.2792364357 0.0000000000
4.4130554560 0.8500000000 3.6491878519 0.6925173529 2.2791772746 0.0000000000
4.4214624007 0.8500000000 3.6491852979 0.6924017996 2.2791208370 0.0000000000
4.4298693623 0.8500000000 3.6491829222 0.6922914558 2.2790671967 0.0000000000
4.4382763394 0.8500000000 3.6491807287 0.6921864670 2.2790164274 0.0000000000
4.4466833302 0.8500000000 3.6491787215 0.6920869786 2.2789686030 0.0000000000
4.4550903333 0.8500000000 3.6491769043 0.6919931360 2.2789237971 0.0000000000
4.4634973470 0.8500000000 3.6491752810 0.6919050848 2.2788820836 0.0000000000
4.4719043699 0.8500000000 3.6491738556 0.6918229704 2.2788435362 0.0000000000
